Prodotti fitosanitari venduti nell'anno 2018 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
PD;16227;;151
PD;16227;FOLPAN COMBI;191
PD;16227;FOLPAN COMBI x 1 Kg;25
PD;16227;FOLPAN COMBI x 5 Kg;35
PD;16228;POLTIGLIA 20 DF 10 KG;20
PD;16228;POLTIGLIA 20 DF 20 KG;80
PD;16229;RAM CYM 44 WG;43
PD;16229;RAM CYM 44 WG KG 1;21
PD;16232;MINERVE;95,6
PD;16243;POLYSECT ULTRA AL;48,8
PD;16251;;25
PD;16251;AFFIRM OPTI;50
PD;16252;AMISTAR GOLD;60
PD;16255;PANTOX MAX;6
PD;16260;;1.963,00
PD;16261;BELOUKHA;50
PD;16277;;4
PD;16277;ALMADA 50 SC;90
PD;16279;;4.140,00
PD;16279;ERCOLE GR;3.543,00
PD;16279;ERCOLE GR x 10 Kg;1.520,00
PD;16283;;94,8
PD;16283;QUANTUM R-OK;1.832,40
PD;16283;QUANTUM R-OK 1 KG;41
PD;16283;QUANTUM R-OK 10 KG;30
PD;16283;QUANTUM R-OK x 1 Kg;30
PD;16285;;1.795,00
PD;16285;KALIMBA;83
PD;16288;;50
PD;16288;AMPEXIO;133,25
PD;16288;AMPEXIO x 0,750 Kg;9
PD;16293;;18
PD;16293;PACLOT NEW;3
PD;16295;;2,05
PD;16295;RAPAX AS;1,2
PD;16296;PERGADO D;531
PD;16297;;65
PD;16298;MOLLER HI BIO;720
PD;16299;;5.095,00
PD;16305;;8
PD;16305;BONZI;9
PD;16314;;92
PD;16318;REFLECT;7
PD;16321;PENDIPHAR;1
PD;16322;PENNY;24
PD;16325;;1.224,30
PD;16325;EPIK SL;1.984,82
PD;16325;EPIK SL 100 ML;3,6
PD;16325;EPIK SL 250 ML;0,25
PD;16325;EPIK SL 50 ML;2,4
PD;16325;EPIK SL DA ML 100;0,1
PD;16325;EPIK SL DA ML 15;0,18
PD;16325;EPIK SL DA ML 250;5,5
PD;16325;EPIK SL DA ML 50;0,5
PD;16325;EPIK SL x 1 Lt;44
PD;16335;;475
PD;16335;LIETO SC;4.774,50
PD;16335;LIETO SC x 1 Lt;8
PD;16335;LIETO SC x 5 Lt;25
PD;16336;DELAN SC;52
PD;16353;SIRAZOL;4
PD;16363;;189,6
PD;16363;SIRTAKI;1.188,50
PD;16363;SIRTAKI x 0,300 Lt;8,1
PD;16363;SIRTAKI x 1 Lt;25
PD;16364;;6.954,00
PD;16364;BISMARK;5.993,00
PD;16364;BISMARK x 1 Lt;263
PD;16364;BISMARK x 5 Lt;100
PD;16369;ORTIVA TOP SC;1
PD;16379;;1
PD;16379;PREV-AM PLUS;873
PD;16379;PREV-AM PLUS x 1 Lt;17
PD;16381;CALLICORE;179
PD;16384;;420
PD;16384;ELATUS ERA;682
PD;16385;;4
PD;16395;MOHICAN 500 SC;10
PD;16396;;13
PD;16396;TEMSA 100;123
PD;16402;ENVIROMITE FL;0,25
PD;16405;;432
PD;16405;IMAGE GOLD x 5 Lt;10
PD;16413;SEQUAT;83
PD;16415;MADEX TWIN;11,1
PD;16416;;344
PD;16417;;1.192,00
PD;16438;;1
PD;16438;VELUM PRIME;5,5
PD;16438;VELUM PRIME x 0,500 Lt;0,5
PD;16443;DOPPLER;23
PD;16459;SOLEIL 50 WG;618,5
PD;16460;;1.172,00
PD;16460;VELIERO 500 EC;386
PD;16462;R6 ERRESEI ALBIS ORTO;36
PD;16462;R6 ERRESEI ALBIS ORTO 500 GR;1,5
PD;16463;;30
PD;16465;;4,47
PD;16465;HARASS;16,53
PD;16480;;220
PD;16480;3LOGY;2.388,00
PD;16480;3LOGY x 4 Lt;108
PD;16481;;1.433,40
PD;16481;CALLISTO 480;5
PD;16483;;13
PD;16483;TEMIDE 50 WG;144,5
PD;16485;ROMULAN x 1 Lt;1
PD;16489;CIRRUS 360 CS;42
PD;16493;SPI GEO;20
PD;16497;;8
PD;16497;DECIS PROTECT EW;62
PD;16497;DECIS PROTECT EW 500 ML;17,5
PD;16497;DECIS PROTETCT;10
PD;16498;;420
PD;16498;CETUS 360 CS;43,3
PD;16503;BINARY T;125
PD;16513;AZOCIP;240
PD;16515;;70
PD;16515;ERIBEA 50 EC;4
PD;16528;GHIBLI 40 OD;57
PD;16532;ROSBAY;39,8
PD;16535;TEMIDE MZ;2
PD;16536;;65
PD;16538;KITAMBA;11
PD;16541;ARYSOIL;200
PD;16545;COPRANTOL HI BIO 2.0;1.644,00
PD;16557;;460
PD;16557;AKUNA;70
PD;16561;RIKALI;271
PD;16562;;220
PD;16562;DELAN PRO;1.620,00
PD;16565;EXECUTIVE GOLD;1,7
PD;16567;;3.267,00
PD;16570;;5,5
PD;16570;SENCOR 600 SC;48
PD;16571;COPPER COMBI WG;1,5
PD;16577;;70
PD;16577;U46 COMBI DUO;63
PD;16578;MELODY COMPACT WG;773
PD;16616;;153
PD;16616;VALLEY;479
PD;16616;VALLEY x 1 Lt;81
PD;16619;ACTELLIC SMOKE GENERATOR;52,56
PD;16630;NATUREN LIMEX;4,95
PD;16632;LUNA SENSATION;0,5
PD;16635;SEGURIS ERA;742
PD;16654;POLYVERSUM;11
PD;16658;DAGONIS;38
PD;16703;;38
PD;16703;SPADA 50 WG;120
PD;16709;BULDOCK RTU;12
PD;16709;BULDOCK RTU PFNPE;36
PD;16732;TUSAL;2
PD;16737;;743
PD;16737;PISON;221
PD;16737;ZELIG GR;40
PD;16737;ZELIG GR 50;334
PD;16737;ZELIG GR 50 DA KG 1;30
PD;16781;CYMBAL 35 WG;46
PD;16787;;51.154,00
PD;16787;CLINIC ST;987
PD;16789;TESSIOR;160
PD;16793;NIMBUS 250 EC;60
PD;16794;;126
PD;16796;JOICE 55 D;101
PD;16799;ALEXIN 75 LS;75
PD;16827;MAISOT;102
PD;16829;;340
PD;16830;FANDANGO 360 TF;7.880,00
PD;16833;;8.392,00
PD;16833;PANTOX 360 SUPER;4.225,00
PD;16833;PANTOX 360 SUPER PFNPE;152
PD;16836;STALLION IT SYNC;165
PD;16841;;250
PD;16843;;420
PD;16867;GLISTER STAR;1.057,00
PD;16886;;1
PD;16886;CLOSER;12
PD;16890;;40
PD;16895;ZORVEC ENICADE;6,3
PD;16896;;6,2
PD;16896;ZORVEC ZELAVIN;323,25
PD;16897;;40
PD;16902;AVIATOR XPRO;466
PD;16902;AVIATOR XPRO x 1 Lt;41
PD;16904;;1.332,00
PD;16904;KIDEKA 100 SC;71
PD;16917;LOGRADO PLUS;2.484,00
PD;16917;LOGRADO PLUS DA LT 1;12
PD;16922;ABINE;45
PD;16924;ALIAS DG;200
PD;16925;WISH TOP;156
PD;16945;;111,3
PD;16945;SERCADIS;79,8
PD;16952;DIRIMAL;15
PD;16959;DENEB 75 DG;32
PD;16976;;200
PD;16976;VITIKAPPA;560
PD;16991;ROSATE 360 TF;120
PD;16991;ROSATE 360 TF  20 LT;20
PD;17003;PRIAXOR;75
PD;17014;DELEGATE WDG;5,5
PD;17017;GEOPYR 5 G;20
PD;17018;GEOTOX 5 C;2.552,00
PD;17024;;2.202,00
PD;17058;ROMEO;1
PD;17065;KAURITIL ULTRA WG;185
PD;17069;TIOVIT L;555
PD;17069;TIOVIT L x 5 Lt;5
PD;17072;;1.020,00
PD;17072;DIREX 50 GR;48
PD;17072;DIREX 50 GR PFNPE;2
PD;17075;;19,37
PD;17075;MOVIDA;528,12
PD;17078;;215
PD;17078;QUANTUM L;676
PD;17079;;570
PD;17079;FORCE EVO;3.120,00
PD;17079;FORCE EVO x 10 Kg;560
PD;17081;CUPROSSIL IDRO NEW 20 WG;60
PD;17091;;30
PD;17091;CHAMP 20 WG;1.500,00
PD;17093;MOSAIKO MICRO FLOW;305
PD;17094;;67
PD;17094;ACTIVUS EKO;519
PD;17094;ACTIVUS EKO 1 LT;2
PD;17097;SPANDIS;18
PD;17099;ZAKEO 250 SC;17
PD;17099;ZAKEO x 1 Lt;4
PD;17107;SPYRIT 50 SC;40
PD;17108;FEUDO 500 SC;12
PD;17111;FLOVINE;568,4
PD;17115;;12
PD;17115;ZETROLA;10
PD;17156;;400
PD;17162;EXIREL 100;6
PD;17162;EXIREL 2018;1
PD;17235;;6.900,00
PD;17235;AF - X1;2.562,50
PD;17235;AF - X1 2018;762,5
PD;17235;AF-X1;1.287,50
PD;17235;AF-X1 2018;1.250,00
PD;17235;AF-X1 AGENTE BIOCONTROLLO;4.212,50
PD;17266;DELTAKILL EC;2,4
RO;13;;4.200,00
RO;13;THIOPRON;26.342,00
RO;17;;8
RO;17;U 46 COMBI FLUID;137
RO;133;U 46 D-FLUID;47
RO;206;;25
RO;206;ALBENE;726
RO;449;;990
RO;449;MOCAP;1.875,00
RO;565;FUMATHANE 510;22.000,00
RO;599;ACUPRICO 76 WG;4.097,00
RO;619;VALGRAN;3
RO;630;;8
RO;630;REGLONE W;2.852,00
RO;779;TRIMANOC 80 WP;225
RO;909;;3.275,00
RO;909;POLISOLFURO DI CALCIO POLISENIO;7.450,00
RO;1155;CHEMOL 90 EL;255
RO;1156;;3.075,00
RO;1156;CHEMOL;27.362,00
RO;1562;;230
RO;1573;;100
RO;1573;BASAMID GRANULAT;3.080,00
RO;1583;;1.998,00
RO;1583;MICROTHIOL DISPERSS;13.917,00
RO;1714;;727
RO;1714;KERB 80 EDF;999
RO;1850;;3
RO;1850;IDRORAME FLOW;15
RO;2191;;256
RO;2191;WETTING PLUS;385
RO;2249;MALERBANE PRATI 400;10
RO;2260;GASTROTOX E;25
RO;2272;SILLIM;6
RO;2307;;5.395,00
RO;2307;VECTOR;754
RO;2353;;346
RO;2353;BONALAN;956
RO;2368;PRATI SPECIAL;6
RO;2518;ACTELLIC 2P;18,5
RO;2520;;3
RO;2603;ESCACIDE;41
RO;2732;;1.200,00
RO;2732;GOLTIX;4.264,00
RO;2732;GOLTIX 70 WG;15
RO;2923;;1.750,00
RO;2923;TIOVIT JET;3.604,00
RO;2934;MICROSOL 90;1,25
RO;2983;NIMROD;14
RO;2995;;38,5
RO;2995;ESCARTOX;436
RO;2995;LUMACHIDIDA EXCARTOX;57
RO;3065;;225
RO;3065;OLIOCIN;2.041,50
RO;3065;OLIOCIN PFNPE;14,25
RO;3102;OLEOTER;412
RO;3132;SEPER-OIL;0,5
RO;3132;SEPR-OIL;43,75
RO;3132;SEPR-OIL PFNPE;8
RO;3163;U 46 M STAR;12
RO;3219;;183
RO;3219;CARAKOL AGRO;80
RO;3219;CARAKOL AGRO PFNPE;251
RO;3343;;227
RO;3343;U46 M CLASS;483
RO;3412;;1
RO;3412;SYLLIT 65;589
RO;3468;DACOL L 40 ST;54
RO;3486;TRISCABOL DG;31
RO;3519;;668
RO;3519;METAMBANE;222
RO;3640;CUPROSTAR;1.780,00
RO;3745;METAM;9.780,00
RO;3754;BAGNANTE SARIAF;958
RO;3767;;35
RO;3767;FENOXILENE 200;1.194,00
RO;3767;FENOXILENE MAX;491
RO;3767;FENOXILENE MAX LT. 5;20
RO;3771;ROVRAL WG;525
RO;3779;;26.000,00
RO;3793;DITHANE M-45;66
RO;3800;;1.674,00
RO;3817;DISERBONE KN;819
RO;3859;DURSBAN;41
RO;3861;;4
RO;4012;;58,75
RO;4012;RELDAN 22;3.370,30
RO;4190;TETRASOL 80;15.780,00
RO;4199;;1.138,00
RO;4199;PENNCOZEB DG;16.662,00
RO;4199;PENNCOZEB DG KG. 1;7
RO;4199;PENNCOZEB DG KG. 10;30
RO;4228;;1.556,00
RO;4228;ROGOR 400 ST;6
RO;4326;ROGOR L 40 ST;343
RO;4461;IMIDAN WDG;2
RO;4552;DITHANE DG NEOTEC;646
RO;4710;;90
RO;4710;ALIETTE;2.518,00
RO;4710;ALIETTE PFNPE;1,45
RO;5152;TIOSPOR WG;769
RO;5154;ARPEL TRIPLO BLU;48
RO;5228;CARAKOL;108,5
RO;5228;CARAKOL PFNPE;39
RO;5292;FIXORMON;112
RO;5299;;40,5
RO;5299;MIBIOL;3
RO;5299;MIBIOL PFNPE;6,5
RO;5333;GIBRESOL;28,75
RO;5414;RADICANTE POLVERE TALEE LEGNOSE;0,4
RO;5574;LUMAKIDIN 5G;64
RO;5574;LUMAKIDIN 5G PFNPE;16
RO;5755;TILT 25 EC;11,5
RO;5758;GALBEN R 4-33 BLU;5
RO;5796;;3
RO;5796;GARLON;102
RO;6001;BETAFIL FL;315
RO;6092;;4
RO;6277;;1.030,00
RO;6277;VYDATE 5G;1.840,00
RO;6298;FASTAC;208
RO;6321;STIMOLANTE 66F;29
RO;6322;;0,1
RO;6322;OBSTHORMON 24A;169,6
RO;6437;ETHREL;135
RO;6438;BI-FEN;103
RO;6555;K-OBIOL ULV 6;40
RO;6556;;63
RO;6556;K-OBIOL DP2;52
RO;6557;;8
RO;6557;K-OBIOL EC 25;26
RO;6704;TIOLENE 80 WG;188
RO;6738;GLEAN 75 PX;0,45
RO;6751;RASEN FLORANID;34,5
RO;6766;BUTISAN S;1
RO;6873;IDRORAME 193;20
RO;6945;TOPAS 10 EC;49
RO;6956;TARGA FLO;603
RO;6978;;630
RO;6978;BETTER 400;2.405,00
RO;7020;BAGNANTE CIFO;648
RO;7053;PASTA CAFFARO NC;27
RO;7055;PASTA CAFFARO BLU;24
RO;7101;LIMAVAL;63
RO;7368;TURFENE L;9
RO;7369;SYLLIT FLO;36,5
RO;7369;SYLLIT FLOW SC400 250 ML;2,25
RO;7370;TETRASOL LIQUIDO;4.724,00
RO;7379;;44
RO;7379;VENZAR;276
RO;7401;POLTIGLIA CAFFARO 20 DF NEW;268
RO;7411;DIRAGER;1
RO;7441;LONDAX 60 DF;21
RO;7483;;1
RO;7483;DEVRINOL F;179
RO;7541;APOLLO SC;3
RO;7555;;5,65
RO;7555;KLARTAN 20 EW;159,5
RO;7555;KLARTAN EW;3,3
RO;7608;;71
RO;7608;DASKOR 440 EC;566
RO;7611;;1.255,00
RO;7611;ENOVIT METIL FL;8.843,00
RO;7611;ENOVIT METIL FL LT. 1;20
RO;7700;;23,6
RO;7700;MATACAR FL;17
RO;7764;TIOLENE;7,5
RO;7845;TMTD 50 SC;5
RO;7864;TAU AL 240 EW;0,49
RO;7876;;71
RO;7876;PIRIMOR 17,5;58
RO;7889;NURELLE D;7
RO;7916;;285
RO;7916;POLYRAM DF;6.193,00
RO;7919;;9.560,00
RO;7919;TOUCHDOWN;1.040,00
RO;7922;OPALENE;950
RO;7957;;77
RO;7957;ROVRAL PLUS;63
RO;7958;;75
RO;7958;RONSTAR FL;399
RO;7961;;72
RO;7961;RIZOLEX  GOLD;182
RO;7965;;0,25
RO;8023;SUMIALFA ECHO;88
RO;8054;;46
RO;8102;;578
RO;8102;MERPAN 80 WDG;22.854,00
RO;8117;;320
RO;8117;BASTA 200;6.175,00
RO;8117;BASTA 200 X 5 LITRI;10
RO;8139;;9
RO;8139;MANTA GOLD;1.143,00
RO;8146;;2,5
RO;8146;GALLERY;155,5
RO;8155;CATOR;514
RO;8184;;397
RO;8184;CHALLENGE;707
RO;8189;FORCE;1.240,00
RO;8189;FORCE X 10KG;20
RO;8189;LEBRON 0.5 G;5.750,00
RO;8229;;20
RO;8229;RAPAX;1,7
RO;8259;LAMDEX EXTRA;2.271,00
RO;8320;DELFIN;85
RO;8376;;2.029,00
RO;8376;ARIANE II;682
RO;8498;;4
RO;8498;FOLICUR WG;316,5
RO;8542;FORUM 50 WP;9,4
RO;8558;PIRETRO VERDE PFNPE;0,2
RO;8565;ROUNDUP RTU;1
RO;8599;;660
RO;8601;;91
RO;8601;FOLPAN 80 WDG;357
RO;8617;BANVEL 480 S;4
RO;8646;;231
RO;8646;ACTIVUS EC;54
RO;8646;ACTIVUS EC DA LT. 1;6
RO;8649;PIRIDANE 480;785
RO;8656;GLIFENE HP;3.808,00
RO;8661;KENTAN DF;2.280,00
RO;8690;;199
RO;8690;PERFEKTHION TOP;1.930,00
RO;8706;;1,5
RO;8706;AMID THIN W;108,5
RO;8712;;19
RO;8712;ALLEGANTE 4% AF 96;103
RO;8721;NEXTER;4
RO;8735;;446
RO;8735;TREBON UP;1.241,00
RO;8742;INDAR 5EW;45
RO;8793;EMINENT 40 EW;5
RO;8795;;203
RO;8795;VERTIMEC EC;251
RO;8796;SELECT;385
RO;8797;BINAL PRO;2.111,00
RO;8801;SCORE 25 EC;204,75
RO;8836;MIMIC;114
RO;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;1,5
RO;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;2
RO;8841;;16
RO;8841;CYREN 5 G;374,5
RO;8841;CYREN INSETTICIDA ZAPI;24
RO;8874;ETOFUM - FL;335
RO;8886;;22,2
RO;8886;SAFARI;85,92
RO;8929;;18,5
RO;8929;TOPIK 240 EC;191
RO;8934;;2
RO;8934;SCALA;13,2
RO;8937;;1
RO;8937;MASAI 20 WP;3
RO;8945;FARO DF;258
RO;8987;;1
RO;8987;CONFIDOR 200 SL;82,69
RO;9005;AGIL;11.501,00
RO;9005;AGIL LT. 1;27
RO;9005;AGIL LT. 5;45
RO;9010;RAMEZIN COMBI WG;246
RO;9012;;140
RO;9012;CUPROCAFFARO MICRO;1.811,00
RO;9012;CUPROCAFFARO MICRO PFNPE;10
RO;9038;OPINION;0,25
RO;9131;PIRINEX ME;3,9
RO;9131;PYRINEX ME;2,4
RO;9148;SYLLIT 355 SC;5
RO;9148;SYLLIT 400 SC;117
RO;9153;CYREN 44 EC;109
RO;9195;TERB FLO;1
RO;9244;ZIRAMIT 76 WG;1.180,00
RO;9279;;60
RO;9280;TOPAS 200 EW;7
RO;9286;;36
RO;9286;OHAYO;3
RO;9298;METHAM NA 51;2.210,00
RO;9306;;10
RO;9306;PROPLANT;209
RO;9311;CUPROSSIL IDRO 25 WP;188
RO;9318;FANDANGO 360;60
RO;9322;GOLTIX STAR;14
RO;9339;;48
RO;9339;BETANAL EXPERT;2.681,00
RO;9342;DELTRIN;81,5
RO;9371;;0,52
RO;9371;PEAK;0,32
RO;9373;CHORUS;16
RO;9374;;1
RO;9374;MATCH TOP;38
RO;9399;MEDAL 25;1,23
RO;9422;;127,5
RO;9422;EVADE;223,9
RO;9443;ENDOGERME;20
RO;9449;EMERALD;6
RO;9449;EMERALD COMBI;187
RO;9449;EMERALD COMBI PFNPE;11
RO;9463;ZAPI DISERBO KLARO ULTRA;250
RO;9477;AGREE;1
RO;9496;GALIGAN EC;9
RO;9509;;44,5
RO;9509;PROMALIN NT;334
RO;9575;DRIBBLING 240 EC;30
RO;9578;;32
RO;9578;SWITCH;819
RO;9612;OSSICLOR 30;2.350,00
RO;9631;METRIN EC;82
RO;9634;CARNIVAL RIO;2.165,00
RO;9668;;5,05
RO;9668;RUFAST E-FLO;19,63
RO;9670;;170
RO;9670;THIANOSAN 80 WG;400
RO;9678;M70 DF;320
RO;9679;KRISTAL 32 WG;2.226,00
RO;9694;SIMITAR 5 EW;17
RO;9705;;44
RO;9705;PREVITER;12,75
RO;9724;TIOWETTING DF;1.110,00
RO;9744;;4
RO;9744;SCORE 10 WG;463
RO;9747;;0,3
RO;9747;FURY;3,45
RO;9757;;351
RO;9757;SPYRALE;1.108,00
RO;9758;COPRANTOL WG;320
RO;9767;NUFOS 5 G;82
RO;9787;MICROBAGNABILE WG;342
RO;9787;MICROBAGNABILE WG GREEN;20
RO;9790;;105
RO;9790;CONTATTO 320;416
RO;9794;PLANET C;340
RO;9798;CLIOPHAR 100;36
RO;9800;;52,55
RO;9800;MAVRIK 20 EW;726,55
RO;9813;DICLOPYR;10
RO;9832;;10
RO;9832;TREK P;20
RO;9843;;120
RO;9843;BASAGRAN SG;1.038,00
RO;9867;4 STAGIONI;0,5
RO;9872;AKRIS;415
RO;9900;;19
RO;9900;FLAVOS;65
RO;9938;MASTER;0,9
RO;9941;;3.560,00
RO;9941;BUMPER P;249
RO;9954;;460
RO;9954;JOKER;4.156,00
RO;9954;JOKER LT. 1;17
RO;9963;;12
RO;9963;METIDANE 22;195
RO;9995;;25
RO;9995;ARIUS;48
RO;10005;SCOTTS WEEDCONTROL;10
RO;10049;;92
RO;10049;DURSBAN 75 WG;1.856,00
RO;10055;PROVADO PIN;0,9
RO;10057;ARPEL WDG;11
RO;10089;TMTD 50 L;3.000,00
RO;10105;;0,25
RO;10105;RIDOMIL GOLD SL;35,5
RO;10117;;4.413,00
RO;10117;STRATOS ULTRA;3.154,00
RO;10118;AMISTAR;203
RO;10127;;7
RO;10127;DECIS JET;36,08
RO;10127;DECIS JET 10 ML;0,29
RO;10127;DECIS JET 100 ML;0,2
RO;10127;DECIS JET 50 ML;0,6
RO;10127;DECIS JET INSETTICIDA;2,4
RO;10127;DECIS JET PFNPE;11,24
RO;10141;SOFREVAL 80 MICRO;75
RO;10142;VERNOIL;400
RO;10161;;997
RO;10161;ORTIVA;494
RO;10161;ORTIVA LT 1;3
RO;10183;GARLON EV;24
RO;10185;ZERGAN EW ML. 100;1
RO;10199;LERAM HI BIO;80
RO;10209;;1.266,00
RO;10209;GLYFOS ULTRA;42.384,00
RO;10220;DICOPUR COMBI;62
RO;10230;LUMAPLUS;33
RO;10230;LUMAPLUS LUMACHICIDA ZAPI;48,5
RO;10272;CEREXIL M DG;34
RO;10285;TOMAHAWK;11
RO;10296;;3.153,00
RO;10305;;88
RO;10305;OIKOS;215
RO;10306;;15
RO;10306;MISTRAL;131
RO;10329;FORUM MZ WG;60
RO;10350;BLAST SG;294
RO;10357;RIGRON SG;795
RO;10373;;39
RO;10373;CONTEST;143
RO;10381;;531
RO;10396;LIZOCIN;13,62
RO;10415;;48
RO;10415;ARIC 480 L.S.;4
RO;10423;;217
RO;10423;LUMACHICIDA VEBI;157,5
RO;10426;PROTIL EC;0,5
RO;10439;SPRAY DUNGER GLOBAL;5
RO;10440;EXPANDER;150
RO;10447;NOVEL DUO;504
RO;10456;;93,25
RO;10456;KLARO ULTRA;30
RO;10461;DICOTURF;15
RO;10477;;2
RO;10479;;80
RO;10479;NATURALIS;84
RO;10483;EMBLEM;130
RO;10485;ALFA;5
RO;10493;;283
RO;10493;RUNNER LO;1.053,00
RO;10494;PREMIUM TOP;1.027,50
RO;10494;PREMIUM TOP DISERBO KOLLANT;1
RO;10494;PREMIUN TOP;513
RO;10504;;50
RO;10509;;520
RO;10509;MASTIFF ULTRA;9.620,00
RO;10540;TERIAL 75 WG;1
RO;10560;PIRETRO NATURA;3
RO;10563;ACOIDAL;552
RO;10568;;10
RO;10568;ZOOMER;40
RO;10573;;30
RO;10573;KOCIDE 2000;3.700,00
RO;10584;SHAMAL MK PLUS;361,5
RO;10585;SULCOTREK;702
RO;10589;FLORA VERDE;0,6
RO;10604;EMERALD 40 EW;81,23
RO;10604;EMERALD 40 EW PFNPE;2,16
RO;10627;FRUPICA;1
RO;10628;MIDAURIL MZ;93
RO;10632;;120
RO;10632;COBRE NORDOX SUPER 75 WG;190
RO;10671;CUAGRO HI BIO;20
RO;10701;CUMETA FLOW;176
RO;10710;;1
RO;10710;TOMAGAN;13
RO;10734;;186
RO;10734;DUAL GOLD;867
RO;10734;DUAL GOLD LT. 1;8
RO;10735;;55
RO;10735;PRIMAGRAM GOLD;3.910,00
RO;10735;PRIMAGRAM GOLD LT 1;12
RO;10735;PRIMAGRAM GOLD LT 5;70
RO;10752;;59,5
RO;10752;STEWARD;322,25
RO;10752;STEWARD GR.250;0,75
RO;10758;;1.128,00
RO;10758;BETASANA TRIO SC;1.378,00
RO;10771;;1.996,00
RO;10771;MOST MICRO;3.331,30
RO;10771;MOST MICRO LT 1;42
RO;10846;GARDENE;22
RO;10890;;60
RO;10890;FLIPPER;161,95
RO;10892;OSSICLOR 50 PB MANICA;10
RO;10925;;14
RO;10926;;2
RO;10926;ALTOREX;49
RO;10929;CHIKARA 25 WG;5,65
RO;10939;;3
RO;10939;CP 40 AGRO;88
RO;10944;;21
RO;10944;KARATE ZEON;181
RO;10952;;255
RO;10952;CARPOVIRUSINE PLUS;503
RO;10976;;1.392,97
RO;10976;METEOR;1.139,67
RO;10976;METEOR 250 ML;1
RO;10976;METEOR PFNPE;0,25
RO;10999;;63
RO;10999;BETANAL SE;424
RO;11011;;1.879,00
RO;11011;DASH HC;5.904,00
RO;11011;DASH HC  LT. 1;25
RO;11012;AURA;96
RO;11029;;1.062,00
RO;11029;PYRINEX M 22;462
RO;11040;POLTIGLIA BORDOLESE DISPERSS BLU;3.080,00
RO;11044;TUREX;13
RO;11045;;31
RO;11045;DODIPREV;12
RO;11045;DODIPREV 35;6
RO;11045;DODIPREV 400 SC;9
RO;11059;;12
RO;11059;BIOPOWER;942
RO;11062;;8,5
RO;11062;BION 50 WG;216,5
RO;11070;;1.550,00
RO;11102;HELIOSOUFRE S;60
RO;11119;;6,5
RO;11119;FLINT;177,5
RO;11120;;124
RO;11133;SHELTER;29
RO;11157;PROPYDOR;312
RO;11165;POLAK;9
RO;11173;;165
RO;11173;AVAUNT EC;1.615,00
RO;11183;PROGERBALIN LG;71,5
RO;11185;GERLAGIB LG;9
RO;11196;;30
RO;11196;SULFAR;1.980,00
RO;11206;;510
RO;11206;CODACIDE;3.909,50
RO;11206;CODACIDE LT. 2,50;12,5
RO;11243;;6.468,00
RO;11243;LEOPARD 5 EC;10.961,00
RO;11252;CONTANS WG;16
RO;11253;;178
RO;11253;CALLISTO;414
RO;11257;COSTAR WG;1,5
RO;11258;;395
RO;11258;FAZOR STAR;10
RO;11301;SPHERE;1.092,00
RO;11303;CHAMP DP;130
RO;11313;PROXAN SL;4
RO;11341;;52
RO;11341;STARANE GOLD;998
RO;11341;STARANE GOLD LT 1;7
RO;11353;FUSILADE MAX;764
RO;11359;SARCAP 800;1.610,00
RO;11360;;17,5
RO;11382;GARDENE PLUS;149
RO;11393;BEETLE;339
RO;11396;WIRK;24
RO;11416;OVIPRON TOP;360
RO;11418;ROUNDUP 450 PLUS;245
RO;11448;KICKER;71
RO;11449;;10.883,00
RO;11449;GARDOPRIM GOLD;20
RO;11479;BRANCHER DIRADO;187
RO;11497;;1.584,00
RO;11505;READY GERMIPLUS;28
RO;11523;SEPRADINA 400 SC;94,8
RO;11523;SEPRADINA SC;12,1
RO;11525;;18
RO;11525;FUNGIDINA 400 SC;25
RO;11526;;168
RO;11526;SULTAN;660
RO;11561;;83
RO;11561;NEEMAZAL T/S;307,35
RO;11566;ZOLFO 80 WP;5
RO;11569;CUPROXAT S.D.I.;990
RO;11587;CAMBEL S;465
RO;11596;;14,5
RO;11596;CALYPSO;497
RO;11600;;69,5
RO;11600;CRUISER 350 FS;17
RO;11611;;40
RO;11611;VYDATE 10L;60
RO;11614;;149,5
RO;11614;ACTARA 25 WG;302,6
RO;11619;TIOFLOR WDG;241
RO;11637;CUPROFIX C DISPERSS;14
RO;11642;PIKAR;17
RO;11649;;33
RO;11649;COMMAND 36 CS;669
RO;11649;COMMAND 36 CS LT. 1;1
RO;11653;;253
RO;11653;FOLIO GOLD 537,5 SC;522
RO;11654;GRIZZLY EC;65
RO;11660;;629
RO;11660;SHOGUN;3.257,00
RO;11660;SHOGUN LT. 1;20
RO;11660;SHOGUN LT. 5;20
RO;11668;PLENUM 50 WG;10,5
RO;11690;GOAL 480 SC;5
RO;11693;;69
RO;11693;LASER;466,5
RO;11704;OLIO OGNISTAGIONE;0,75
RO;11711;;160
RO;11732;;265
RO;11732;ALLEATO 80 WG;1.620,00
RO;11735;DELICIA CONTRA-LUMACHE;37
RO;11752;ENVIDOR 240 SC;43,5
RO;11760;;2.940,00
RO;11760;POLITHIOL;4.500,00
RO;11788;NEMACUR 240 CS;65
RO;11794;;8
RO;11794;PRESSING 500;145,5
RO;11796;GLIFAST;26,2
