Prodotti fitosanitari venduti nell'anno 2018 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VE;6401;MONDAK 21 S;11
VE;6437;;72
VE;6437;ETHREL;3
VE;6438;BI-FEN;37
VE;6555;;690
VE;6556;;1.156,00
VE;6556;K-OBIOL DP2;108
VE;6557;;274
VE;6704;TIOLENE 80 WG;1.956,00
VE;6751;;111,5
VE;6751;RASEN FLORANID;9
VE;6766;BUTISAN S;2
VE;6834;TEPETA COMBI;60
VE;6834;TEPETA COMBI FLOW;30
VE;6945;;24,75
VE;6945;TOPAS 10 EC;5
VE;6945;TOPAS 10 EC 20X250ML;0,5
VE;6956;;2.960,00
VE;6956;TARGA FLO;2.104,00
VE;6956;TARGA FLO LT5;540
VE;6956;TARGA FLO x Lt 1;95
VE;6978;;1.180,00
VE;6978;BETTER 400;830
VE;6978;BETTER 400 DA LT5;30
VE;7020;;1.939,00
VE;7020;BAGNANTE CIFO;666
VE;7053;;21
VE;7053;PASTA CAFFARO NC;160
VE;7055;;378
VE;7055;PASTA CAFFARO BLU;381
VE;7055;PASTA CAFFARO BLU PFNPE;6
VE;7101;LIMAVAL;16
VE;7368;;27
VE;7368;TURFENE L;49
VE;7369;;47,95
VE;7369;SYLLIT FLO;61,2
VE;7369;SYLLIT FLO 200 ML;2,8
VE;7370;TETRASOL LIQUIDO;10
VE;7379;;158
VE;7379;VENZAR;68
VE;7379;VENZAR KG. 0,5;11,5
VE;7401;POLTIGLIA CAFFARO 20 DF NEW;1.151,00
VE;7401;POLTIGLIA CAFFARO 20 DF NEW PFNPE;27
VE;7411;;0,5
VE;7483;;1
VE;7541;;15
VE;7541;APOLLO SC;0,2
VE;7541;APOLLO SC PFNPE;0,3
VE;7555;;33,71
VE;7555;KLARTAN 20 EW;18,38
VE;7555;KLARTAN 20 EW 10 ML;0,48
VE;7555;KLARTAN 20 EW 100 ML;1,7
VE;7555;KLARTAN 20 EW 50 ML;1,05
VE;7611;;3.742,00
VE;7611;ENOVIT METIL FL;1.422,00
VE;7611;ENOVIT METIL FL DA LT 1;19
VE;7611;ENOVIT METIL FL DA LT 5;80
VE;7700;;110,4
VE;7700;MATACAR FL;12
VE;7764;;47
VE;7764;TIOLENE;61,7
VE;7864;;2,5
VE;7864;TAU AL 240 EW;22,93
VE;7876;;89
VE;7889;;2
VE;7916;;5.363,00
VE;7916;POLYRAM DF;1.332,00
VE;7919;;22.922,25
VE;7919;TOUCHDOWN;8.183,00
VE;7919;TOUCHDOWN DA LT 20;840
VE;7919;TOUCHDOWN DA LT.1;18
VE;7919;TOUCHDOWN DA LT.5;70
VE;7922;OPALENE;131
VE;7957;;48
VE;7957;ROVRAL PLUS;84
VE;7958;;64
VE;7958;RONSTAR FL;2
VE;7958;RONSTAR FL DA LT 1;16
VE;7961;;16
VE;7961;RIZOLEX  GOLD;15
VE;7961;RIZOLEX GOLD da KG.1;28
VE;7965;;1
VE;8001;;2,1
VE;8023;;112
VE;8023;SUMIALFA ECHO;24
VE;8028;;1.674,00
VE;8028;CALARIS;179
VE;8028;CALARIS DA LT 1;12
VE;8054;;60
VE;8102;;2.995,00
VE;8102;MERPAN 80 WDG;470
VE;8117;;6.015,00
VE;8117;BASTA;20
VE;8117;BASTA 200;1.675,00
VE;8117;BASTA 200 DA LT 10;290
VE;8117;BASTA 200 DA LT 5;25
VE;8146;;139,5
VE;8146;GALLERY;18,5
VE;8184;;52
VE;8184;CHALLENGE LT 1;3
VE;8189;;250
VE;8189;FORCE;2.540,00
VE;8189;FORCE DA KG 10;230
VE;8229;;9,2
VE;8229;RAPAX;1,8
VE;8259;LAMDEX EXTRA;26
VE;8284;;25
VE;8284;MICOSPOR MGD;10
VE;8340;TOPAS 2.5 WG;2
VE;8376;;19
VE;8376;ARIANE II;9
VE;8382;;25,5
VE;8382;ROUNDUP BIOFLOW;125,7
VE;8382;ROUNDUP BIOFLOW 100 ML;1,3
VE;8382;ROUNDUP BIOFLOW 280 ML;1,68
VE;8498;;70
VE;8498;FOLICUR WG;119
VE;8498;FOLICUR WG GR 500;10
VE;8542;;371,9
VE;8542;FORUM 50 WP;472
VE;8546;;30
VE;8558;;24
VE;8565;;12
VE;8599;;1.075,00
VE;8601;;4.953,00
VE;8601;FOLPAN 80 WDG;927
VE;8646;;1
VE;8649;;231
VE;8656;GLIFENE HP;510
VE;8706;;31
VE;8706;AMID THIN W;1
VE;8712;;8
VE;8712;ALLEGANTE 4% AF 96;12
VE;8717;;23
VE;8735;;484,5
VE;8735;TREBON UP;173
VE;8735;TREBON UP DA ML 500;1,5
VE;8742;;3
VE;8742;INDAR 5 EW;8
VE;8742;INDAR 5EW;19
VE;8743;GREENEX;7,7
VE;8795;;545,75
VE;8795;VERTIMEC EC;385,5
VE;8796;;240
VE;8797;BINAL PRO;95
VE;8801;;587,5
VE;8801;SCORE 25 EC;254
VE;8801;SCORE 25EC DA LT 1;7
VE;8836;;10
VE;8837;;0,15
VE;8841;;133,5
VE;8841;CYREN 5 G;760,4
VE;8841;CYREN 5 G ANTIFORMICA ORTO 1 KG;36
VE;8841;CYREN 5 G ANTIFORMICA ORTO 500 GR;24
VE;8841;CYREN 5G;60
VE;8843;NISSHIN;61
VE;8874;ETOFUM - FL;80
VE;8882;;99
VE;8886;;91,28
VE;8886;SAFARI;39,12
VE;8886;SAFARI DA GR 120;0,24
VE;8933;;33
VE;8934;;809,2
VE;8934;SCALA;196,95
VE;8937;;54
VE;8937;MASAI 20 WP;7
VE;8987;;129,55
VE;8987;CONFIDOR  200 SL LT 1;7
VE;8987;CONFIDOR 200 SL;145,61
VE;8987;CONFIDOR 200 SL ML 250;7,5
VE;9005;;3.161,00
VE;9005;AGIL;3.188,00
VE;9005;AGIL LT.1;16
VE;9010;RAMEZIN COMBI WG;342
VE;9012;;4.373,00
VE;9012;CUPROCAFFARO MICRO;1.429,00
VE;9038;;3,35
VE;9038;OPINION;5,15
VE;9038;OPINION 50 ml;0,8
VE;9131;;40,1
VE;9131;PYRINEX ME;78,9
VE;9148;;67
VE;9148;SYLLIT 355 SC;50
VE;9148;SYLLIT 400 SC;12
VE;9181;;4
VE;9195;TERB FLO;23
VE;9210;;619
VE;9210;QUADRIS;2.162,00
VE;9244;;115
VE;9267;ROYALTAC N;340
VE;9280;;1
VE;9286;;7
VE;9306;;22
VE;9311;;4
VE;9322;;25
VE;9339;;2.388,00
VE;9339;BETANAL EXPERT;602
VE;9339;BETANAL EXPERT DA LT 5;10
VE;9339;BETANAL EXPERT LT 1;5
VE;9342;;44
VE;9342;DELTRIN;106
VE;9342;DELTRIN DA LT 2;72
VE;9373;;59
VE;9374;;6
VE;9374;MATCH TOP;1
VE;9376;;3
VE;9399;;0,4
VE;9399;MEDAL 25;9,21
VE;9411;RADIP ORMON;3,4
VE;9411;RADIP ORMON 100 GR;0,3
VE;9422;;695,05
VE;9422;ERBICIDA EVADE DA LT 1;2
VE;9422;EVADE;352,5
VE;9422;EVADE 500 ML;1
VE;9422;EVADE DISERBO PRATO E ARBUSTI 100 M;24
VE;9443;;10,1
VE;9443;ENDOGERME;34,5
VE;9443;ENDOGERME 100 GR;0,2
VE;9449;EMERALD COMBI;216
VE;9463;;8
VE;9463;KLARO KIT;10
VE;9463;KLARO KIT PRONTO USO;12
VE;9509;;14
VE;9531;SEQURA WG;20
VE;9578;;1.292,20
VE;9578;SWITCH;512,5
VE;9578;SWITCH 10 DA KG 1;11
VE;9631;METRIN EC;32
VE;9634;;51
VE;9634;CARNIVAL RIO;28
VE;9655;;15
VE;9655;PRIMIAL WG;22
VE;9655;PRIMIAL WG DA KG 1;57
VE;9668;;22,57
VE;9668;RUFAST E-FLO;2,94
VE;9678;;60
VE;9678;M70 DF;733
VE;9679;;193
VE;9679;KRISTAL 32 WG;6
VE;9693;SPORTAK 45 EW;156
VE;9695;PERLAN;18,5
VE;9696;;6
VE;9705;;196,6
VE;9705;PREVITER;32,25
VE;9705;PREVITER 50 ML;0,1
VE;9723;;100
VE;9724;;57
VE;9724;TIOWETTING DF;92
VE;9730;;44
VE;9730;CUPROSSIL IDRO 25 WP BLU;16
VE;9744;;153
VE;9747;;0,33
VE;9747;FURY;13,68
VE;9757;;988
VE;9757;SPYRALE;383
VE;9758;;515
VE;9758;COPRANTOL WG;526
VE;9767;;522
VE;9767;NUFOS 5 G;272
VE;9787;;24
VE;9787;MICROBAGNABILE WG;573
VE;9790;;85
VE;9800;;57,85
VE;9800;MAVRIK 20 EW;50,07
VE;9800;MAVRIK 20 EW DA LT 1;24
VE;9800;MAVRIK 20 EW UNIVERSALE ABBATTENTE ;56
VE;9800;MAVRIK 20EW;0,1
VE;9802;COPREN HI BIO;7
VE;9813;DICLOPYR;6
VE;9832;TREK P;10
VE;9843;;1.701,00
VE;9843;BASAGRAN SG;765
VE;9843;BASAGRAN SG X 3 KG;171
VE;9872;;975
VE;9872;AKRIS;75
VE;9938;MASTER;0,4
VE;9941;;1.181,00
VE;9954;;3.077,00
VE;9954;JOKER;1.613,00
VE;9954;JOKER DA LT 5;15
VE;9954;JOKER LT 1 BP+CT;16
VE;9963;;135
VE;9995;;113
VE;9995;ARIUS;57
VE;10029;;4,5
VE;10029;KING;2,25
VE;10048;;16.100,00
VE;10048;KUMULUS TECNO;8.600,00
VE;10049;;511
VE;10049;DURSBAN 75 WG;59
VE;10057;;1.586,00
VE;10057;ARPEL WDG;46
VE;10105;;22,5
VE;10117;;4.728,00
VE;10117;STRATOS ULTRA;479
VE;10117;STRATOS ULTRA DA LT 1;94
VE;10118;;420,8
VE;10118;AMISTAR;126,6
VE;10127;;129,67
VE;10127;DECIS JET;247,44
VE;10127;DECIS JET 10 ML;2
VE;10127;DECIS JET PFNPE;25,42
VE;10154;;17
VE;10161;;478
VE;10161;ORTIVA;14,83
VE;10161;ORTIVA LT.1;14
VE;10183;;145,9
VE;10183;GARLON EV;63,5
VE;10187;;420
VE;10209;;11.545,00
VE;10209;GLYFOS ULTRA;2.906,00
VE;10209;GLYFOS ULTRA DA LT 20;100
VE;10220;DICOPUR COMBI;1
VE;10230;LUMAPLUS;1.089,50
VE;10230;LUMAPLUS LUMACHICIDA 1 KG;192
VE;10233;;6
VE;10233;BORDOSEP;45
VE;10233;BORDOSEP PFNPE;3
VE;10263;;45
VE;10263;DRIVER;61
VE;10272;;10
VE;10275;;11
VE;10275;STELLA EC;0,5
VE;10285;TOMAHAWK BTL-IT DUPONT DA LT 1;5
VE;10296;;2.711,00
VE;10305;;21,98
VE;10305;OIKOS;6,27
VE;10305;OIKOS EC DA ML 50;0,05
VE;10305;OIKOS PFNPE;1,45
VE;10306;;109
VE;10306;MISTRAL;42
VE;10324;;20
VE;10324;NEMATHORIN 10 G;50
VE;10329;;1.949,00
VE;10329;FORUM MZ WG;932
VE;10350;;393
VE;10350;BLAST SG;12
VE;10357;;1.164,00
VE;10357;RIGRON SG;708
VE;10373;;837
VE;10373;CONTEST;436
VE;10381;;185
VE;10396;LIZOCIN;0,77
VE;10415;;15,5
VE;10415;ARIC 480 L.S.;113
VE;10423;;3.295,00
VE;10423;LUMACHICIDA VEBI;881
VE;10426;;10
VE;10426;PROTIL EC;148
VE;10439;;12
VE;10447;;553
VE;10447;NOVEL DUO;370
VE;10456;;41,75
VE;10456;KLARO ULTRA;594,75
VE;10456;KLARO ULTRA DISERBO  1 LT;36
VE;10461;DICOTURF;28,5
VE;10474;;35
VE;10479;;40
VE;10479;NATURALIS;36
VE;10493;;2.356,00
VE;10493;RUNNER LO;266
VE;10494;;28,5
VE;10494;PREMIUM TOP;2.041,75
VE;10494;PREMIUM TOP 1 LT;249
VE;10494;PREMIUM TOP DA LT 5;90
VE;10494;PREMIUM TOP FLACONE DA LT 1;125
VE;10504;;471
VE;10509;;1.520,00
VE;10509;MASTIFF ULTRA;1.161,50
VE;10540;;287
VE;10560;PIRETRO NATURA;4
VE;10568;;1
VE;10568;ZOOMER;103
VE;10573;;1.050,00
VE;10573;KOCIDE 2000;20
VE;10585;;30
VE;10588;BIOPIREN PLUS;3
VE;10589;FLORA VERDE;0,6
VE;10589;FLORA VERDE PFNPE;0,05
VE;10604;;95,32
VE;10604;EMERALD 40 EW;52,47
VE;10604;EMERALD 40 EW PFNPE;1,15
VE;10627;;35
VE;10628;;230
VE;10632;COBRE NORDOX SUPER 75 WG;10
VE;10701;;26
VE;10701;CUMETA FLOW;24
VE;10710;;25
VE;10734;;3.952,00
VE;10734;DUAL GOLD;4.298,00
VE;10734;DUAL GOLD DA LT 1;20
VE;10734;DUAL GOLD DA LT 5;10
VE;10735;;3.330,00
VE;10735;PRIMAGRAM GOLD;1.003,00
VE;10735;PRIMAGRAM GOLD DA LT 1;1
VE;10735;PRIMAGRAM GOLD LT 20;60
VE;10741;METACINQUE;186
VE;10741;METACINQUE 1 KG;37
VE;10752;;637,25
VE;10752;STEWARD;125,5
VE;10752;STEWARD 30WG 10X250G;10,25
VE;10758;;710
VE;10758;BETASANA TRIO SC;543
VE;10771;;2.512,00
VE;10771;MOST MICRO;1.931,70
VE;10771;MOST MICRO DA LT 1;41
VE;10771;MOST MICRO DA LT 5;255
VE;10780;LUMABLOC;47
VE;10878;PANESCA LUMACHICIDA DA 500 GR;2
VE;10890;;890
VE;10890;FLIPPER;2,85
VE;10926;;42
VE;10929;;8,4
VE;10929;CHIKARA 25 WG;0,7
VE;10929;CHIKARA DA GR 50;0,1
VE;10939;;21
VE;10939;CP 40 AGRO;2
VE;10944;;751
VE;10944;KARATE ZEON;147,25
VE;10944;KARATE ZEON DA LT1;47
VE;10944;KARATE ZEON DA ML 250;3
VE;10952;;72
VE;10976;;944,83
VE;10976;METEOR;502,79
VE;10976;METEOR 60 ML;1,08
VE;10999;;308
VE;10999;BETANAL SE;110
VE;11011;;8.173,00
VE;11011;DASH HC;2.880,00
VE;11011;DASH HC LT 1;552
VE;11012;;60
VE;11029;;955
VE;11029;PYRINEX M 22;185
VE;11045;;46,25
VE;11045;DODIPREV 35;15,75
VE;11045;DODIPREV 400 SC;88,15
VE;11059;;321
VE;11059;BIOPOWER;94
VE;11059;BIOPOWER DA LT 1 -OMAGGIO -;119
VE;11059;BIOPOWER DA LT 3-OMAGGIO;33
VE;11062;;4,5
VE;11070;;14.850,00
VE;11102;;171
VE;11102;HELIOSOUFRE S;60,5
VE;11106;;1.200,00
VE;11106;MANFIL 75 WG;184
VE;11107;;9
VE;11119;;246
VE;11119;FLINT;13,4
VE;11157;PROPYDOR;12,25
VE;11173;;749
VE;11173;AVAUNT EC;717
VE;11173;AVAUNT EC DA LT 1;188
VE;11190;PENCOR 10 EC;1,6
VE;11206;;1.030,00
VE;11206;CODACIDE;162,5
VE;11206;CODACIDE DA 10 LITRI;20
VE;11206;CODACIDE DA LT.2,5;77,5
VE;11212;BATKUR;15
VE;11212;BATKUR DA LT 1;12
VE;11243;;5.119,00
VE;11243;LEOPARD 5 EC;1.466,00
VE;11243;LEOPARD 5 EC DA LT 1;78
VE;11243;LEOPARD 5 EC DA LT 5;80
VE;11252;;80
VE;11253;;1.085,00
VE;11253;CALLISTO;326
VE;11257;;7,5
VE;11284;CIMOTER MZ;8
VE;11301;;139
VE;11301;SPHERE;36
VE;11303;;2.840,00
VE;11341;;937
VE;11341;STARANE GOLD;604
VE;11341;STARANE GOLD da LT.1;261
VE;11353;;686
VE;11353;FUSILADE MAX;380
VE;11355;;2.000,00
VE;11355;TAMIFUM;3.000,00
VE;11360;;55,9
VE;11360;GRIP 25;30,6
VE;11382;GARDENE PLUS;77
VE;11393;BEETLE;26
VE;11400;ADINA 10;0,16
VE;11402;;5
VE;11416;;581
VE;11416;OVIPRON TOP;304
VE;11448;;178
VE;11448;KICKER;6
VE;11449;;10.949,00
VE;11449;GARDOPRIM GOLD;90
VE;11479;;219
VE;11497;;15.654,00
VE;11499;BUSTER;1
VE;11505;READY GERMIPLUS;28
VE;11523;;136,2
VE;11523;SEPRADINA 400 SC;173,7
VE;11523;SEPRADINA SC DA LT 1;3
VE;11525;FUNGIDINA 400 SC;108,9
VE;11526;;268
VE;11526;SULTAN;226
VE;11526;SULTAN DA LT 1;12
VE;11533;TOP-GUN;199
VE;11561;;170,57
VE;11561;NEEMAZAL T/S;13,17
VE;11561;NEEMAZAL T/S ASTUCCIO DA ML 50;0,1
VE;11569;;4.521,00
VE;11569;CUPROXAT S.D.I.;638
VE;11569;CUPROXAT S.D.I. DA LT 10;30
VE;11587;CAMBEL S;20
VE;11596;;205,5
VE;11596;CALYPSO;33,5
VE;11596;CALYPSO DA ML 500;1
VE;11600;;20
VE;11611;;5
VE;11614;;131,8
VE;11614;ACTARA 25 WG;72,8
VE;11614;ACTARA 25 WG DA GR  500;3
VE;11614;ACTARA 25 WG GR.100;0,4
VE;11619;;361
VE;11619;TIOFLOR WDG;2.590,00
VE;11637;CUPROFIX C DISPERSS;10
VE;11649;;43
VE;11649;COMMAND 36 CS;26
VE;11653;;111
VE;11654;;24
VE;11659;;261
VE;11659;HERBITOTAL;20
VE;11659;HERBITOTAL S;24
VE;11659;HERBITOTAL S SC DA 500 ML;12
VE;11660;;92
VE;11660;SHOGUN;329
VE;11668;;2,25
VE;11668;PLENUM 50 WG;4,85
VE;11678;;609
VE;11678;ACTELLIC 2P NEWPHARM;17
VE;11687;;475
VE;11690;GOAL 480 SC;1
VE;11693;;118
VE;11693;LASER;17,5
VE;11693;LASER INSETTICIDA DA 500 ML;5
VE;11694;;1,25
VE;11694;CONSERVE SC;8,64
VE;11700;;0,03
VE;11700;BOTANIGARD 22 WP;0,48
VE;11702;REMUS  L;26
VE;11704;;2
VE;11711;MEXIRAM HI BIO;220
VE;11730;;0,65
VE;11730;COSMOTRIN;7,2
VE;11732;;775
VE;11732;ALLEATO 80 WG;20
VE;11732;ALLEATO 80 WG DA KG 5;5
VE;11752;;3
VE;11752;ENVIDOR 240 SC;2
VE;11760;;1.100,00
VE;11760;POLITHIOL;80
VE;11762;;1.590,00
VE;11762;FORUM STAR;1.510,00
VE;11779;;115
VE;11786;;2,16
VE;11788;;5
VE;11794;;1
VE;11794;PRESSING 500;5,25
VE;11796;;36,5
VE;11796;GLIFAST;171,5
VE;11814;;16
VE;11814;SPADA 200 EC;7
VE;11854;;14.226,00
VE;11854;BUGGY TF;1.887,00
VE;11854;BUGGY TF DA LT 1;225
VE;11854;BUGGY TF DA LT 20;320
VE;11854;BUGGY TF DA LT 5;375
VE;11857;;885
VE;11866;AGRO-OIL PFNPE;3,5
VE;11870;;6,25
VE;11870;CUPRITAL S.D.I.;1,5
VE;11874;;222
VE;11908;;50,9
VE;11908;VENTUREX 35 L;3,8
VE;11908;VENTUREX 35L;12,3
VE;11908;VENTUREX 400 SC;13,1
VE;11911;DECIS GIARDINO;6
VE;11911;DECIS GIARDINO 10ML;0,16
VE;11917;HOPPER GREEN;1.380,00
VE;11948;;384
VE;11964;POLTIGLIA CAFFARO 20 GD;130
VE;11979;BORDO 20 MICRO;6
VE;11991;NEEMIK TEN;43
VE;12010;;4.507,00
VE;12010;TUAREG;3.007,00
VE;12010;TUAREG BTL IT DA LT5;190
VE;12010;TUAREG DA LT 1;176
VE;12020;;6,84
VE;12020;SUCCESS;39,04
VE;12022;;5
VE;12023;;3
VE;12037;;600
VE;12041;;6
VE;12041;MARTOS;221
VE;12043;;62,25
VE;12043;PREVICUR ENERGY;13,6
VE;12043;PREVICUR ENERGY PFNPE;0,35
VE;12044;;170
VE;12048;;16.002,00
VE;12048;TIOSOL 80 WG;400,2
VE;12048;TIOSOL 80 WG PFNPE;3
VE;12067;CIPER;24
VE;12068;;195,8
VE;12068;TEFLUSTAR;226
VE;12069;;11,91
VE;12069;EPIK;16,6
VE;12069;EPIK 50 GR;0,1
VE;12078;METALIM;460
VE;12078;METALIM PFNPE;25
VE;12083;DANADIM PROGRESS ST;3,25
VE;12096;;28.086,00
VE;12096;POLTIGLIA DISPERSS;8.272,00
VE;12096;POLTIGLIA DISPESS NC DA KG 1;33
VE;12096;POLTIGLIA DISPESS NC KG 15;255
VE;12100;;53
VE;12100;ASSET;24
VE;12106;;13
VE;12114;AUXIGER LG;9
VE;12136;;10
VE;12136;VERITAS;31
VE;12138;;38
VE;12138;R6 ERRESEI TREVI;129
VE;12138;R6 TREVI DA KG 8;16
VE;12172;;126
VE;12172;FERRAMOL;70
VE;12172;FERRAMOL 1 KG;5
VE;12200;;141
VE;12202;;343
VE;12212;;1,5
VE;12212;PENTHIUM EC;2,3
VE;12225;;22,79
VE;12225;TEPPEKI;1,08
VE;12243;;485
VE;12243;MANTIR DG;222
VE;12262;;210
VE;12263;;420
VE;12263;VONDOZEB DG;40
VE;12279;ERBY 5 EC;0,25
VE;12285;;6.014,00
VE;12285;FORUM GOLD;1.001,00
VE;12297;;14
VE;12297;TRIBASE TWIN;928
VE;12315;;1,05
VE;12315;ORTIVA HOBBY;9,09
VE;12319;KRONOS;3
VE;12323;;55
VE;12323;VEBIZOLFO WG;47,5
VE;12323;VEBIZOLFO WG PFNPE;11,5
VE;12325;;187
VE;12325;MESUROL M PLUS;483
VE;12344;;27,1
VE;12344;VEBITHRIN 5 EC;59,2
VE;12344;VEBITHRIN 5 EC DA ML 250;1
VE;12361;;146,52
VE;12361;ALGEDI;64
VE;12361;ALGEDI DA 200 GR;7,8
VE;12368;;0,5
VE;12375;SUGAR 500 SC DA LT 5;5
VE;12381;;17
VE;12383;;1.412,00
VE;12383;RIDOMIL GOLD MZ PEPITE;137
VE;12383;RIDOMIL GOLD MZ PEPITE DA KG 5;20
VE;12391;FUEGO;12
VE;12437;;922
VE;12437;DELAN 70 WG;98
VE;12452;;70
VE;12452;EQUIP;24
VE;12453;;899
VE;12453;MILDICUT;1.212,00
VE;12461;;607
VE;12461;FINALSAN ERBICIDA PROFESSIONAL;18
VE;12482;;11.230,00
VE;12482;LUMAX;6.695,00
VE;12482;LUMAX DA LT 20;120
VE;12482;LUMAX DA LT 5;30
VE;12493;;515
VE;12493;MANCOZEB PLUS 75 WG;1.670,00
VE;12504;;24
VE;12505;FLOWBRIX BLU;33
VE;12522;;34,5
VE;12522;METRO;30
VE;12526;ALIETTE ORTO E GIARDINO;6
VE;12528;;83
VE;12529;;320
VE;12529;TUCANA 25 EC;263
VE;12534;;205,8
VE;12534;FOXTAIL;153,8
VE;12534;FOXTAIL 250 ML;0,5
VE;12534;FOXTAIL GRAMINICIDA DA 250 ML;1,25
VE;12538;;72
VE;12538;MYSTIC 25 WG;14
VE;12540;REGRAN EXTRA;45
VE;12566;;55,35
VE;12566;PYGANIC 1.4;37,83
VE;12566;PYGANIC 1.4 BASSA CARENZA BIOLOGICO;24
VE;12573;;5
VE;12590;;1.000,00
VE;12598;GRANSTAR POWER SX;1,09
VE;12622;;555,5
VE;12622;QUANTUM;192,5
VE;12625;;693
VE;12627;;38
VE;12628;;161
VE;12628;SERENADE MAX;3
VE;12628;SERENADE MAX DA KG 1;12
VE;12636;;6
VE;12636;QUASAR 6-24 R;212
VE;12642;;24
VE;12647;GLITTER DA LT 1;70
VE;12647;GLITTER DA LT 5;65
VE;12662;;275
VE;12662;METAFOL 700 SC;125
VE;12671;;122,95
VE;12671;HARMONY 50 SX;121,28
VE;12671;HARMONY 50 SX 20 g;7,24
VE;12671;HARMONY 50 SX GR 50;2,75
VE;12692;;2,5
VE;12692;SPRUZIT INSETTICIDA;7,25
VE;12696;;280
VE;12706;;0,15
VE;12722;;19
VE;12722;OSSICLOR 20 FLOW;83,5
VE;12723;OSSICLOR 20 BLU FLOW;66
VE;12737;;10.739,00
VE;12737;AIRONE PIU';3.193,00
VE;12738;;45
VE;12738;KING 360 HP;710
VE;12747;RAMETTE;4,8
VE;12748;;5.350,00
VE;12754;VERDRAM HI BIO;43
VE;12756;;108,8
VE;12756;DICOTEX;175,6
VE;12759;;2.172,60
VE;12759;OSSICLOR 35 WG;1.121,00
VE;12759;OSSICLOR 35WG;6,6
VE;12763;;215
VE;12768;;2,75
VE;12768;SPINTOR FLY;2,5
VE;12770;;7
VE;12770;ALAR 85 GOLD;6
VE;12779;;1.824,00
VE;12784;;36
VE;12788;;380
VE;12788;ADIGOR;119
VE;12793;;50
VE;12806;;555
VE;12806;FEDOR;141
VE;12806;FEDOR DA KG 1;56
VE;12813;;515
VE;12813;AMISTAR XTRA;8
VE;12813;AMISTAR XTRA DA 5 LT;65
VE;12813;MIRADOR XTRA;61
VE;12832;;125
VE;12832;OPERA;2
VE;12837;;555
VE;12837;ARIUS SYSTEM PLUS;645
VE;12844;;0,39
VE;12847;EAGLE;67,88
VE;12855;CRIORAM WG;0,5
VE;12856;CUPRORAM 25 FLOW;50
VE;12857;;2
VE;12859;;0,96
VE;12859;BORNEO;3,38
VE;12862;;841
VE;12862;CANTUS;574
VE;12866;;321
VE;12866;COLLIS;211
VE;12868;;26
VE;12868;BELLIS;26
VE;12869;;1.120,00
VE;12869;SIGNUM;153
VE;12869;SIGNUM DA KG 1;146
VE;12878;;4.334,00
VE;12878;FOLPAN GOLD;333
VE;12878;RIDOMIL GOLD;1
VE;12878;RIDOMIL GOLD COMBI PEPITE;2.163,00
VE;12878;RIDOMIL GOLD COMBI PEPITE DA;5
VE;12878;RIDOMIL GOLD COMBI PEPITE KG 1;20
VE;12880;;64,5
VE;12880;ATLANTIS WG;20,5
VE;12880;ATLANTIS WG  DA GR 500;16
VE;12881;;12
VE;12881;HUSSAR MAXX DA GR 600 - ERBICI;14
VE;12883;;184
VE;12883;PROSPER 300 CS;650
VE;12886;;503
VE;12886;KARATHANE STAR;332
VE;12888;;44
VE;12888;LEPINOX PLUS;13
VE;12889;PICKER SC;1,2
VE;12903;;0
VE;12903;DOLESE WG;16,5
VE;12924;;26
VE;12924;JUPITER WG;50
VE;12933;;213
VE;12940;;918,5
VE;12940;KARATE ZEON 1,5  500 ML;8
VE;12940;KARATE ZEON 1.5;541,5
VE;12961;;138
VE;12972;;750
VE;12972;GLYFOS DAKAR;70
VE;12994;;20
VE;12994;VIVER ELITE WG;50
VE;13005;PROMAG;1,1
VE;13012;;3.825,00
VE;13012;FOLVIT 80 WDG;400
VE;13016;;4
VE;13020;;15,95
VE;13020;MICRORAM 35 WG;91,45
VE;13026;;2
VE;13039;POTCLEAN 2G;16
VE;13055;;1.194,00
VE;13055;MACHO;2
VE;13058;OSSIRAM 20 SC;10
VE;13061;;14
VE;13061;BIOBIT DF;42
VE;13062;;65,26
VE;13062;DIPEL DF;0,21
VE;13063;;1,6
VE;13064;;1.268,00
VE;13064;VITENE ULTRA SC;15
VE;13065;;636,25
VE;13065;DOMARK 125;162,25
VE;13071;;21
VE;13083;;270
VE;13084;;321,84
VE;13084;TELDOR PLUS;44,9
VE;13093;;3.762,00
VE;13093;STOMP AQUA;1.634,00
VE;13093;STOMP AQUA DA LT 1;49
VE;13098;;5.117,50
VE;13098;ROUNDUP POWER 2.0;16.082,00
VE;13098;ROUNDUP POWER 2.0 DA LT 1;43
VE;13098;ROUNDUP POWER 2.0 DA LT 20;40
VE;13098;ROUNDUP POWER 2.0 DA LT 5;100
VE;13098;ROUNDUP POWER 2.0 DA ML 500;5
VE;13098;ROUNDUP POWER 2.0 PFNPE;1,5
VE;13106;;1.333,00
VE;13106;IKANOS;1
VE;13108;CURAME BORDEAUX;65
VE;13108;CURAME BORDEAUX DA KG 1;5
VE;13111;;929
VE;13111;THIOCUR FORTE;214
VE;13120;;152
VE;13126;;438
VE;13126;CABRIO DUO;34
VE;13128;;680
VE;13128;GOLTIX 50 WG;295
VE;13128;GOLTIX 50 WG DA KG 5;5
VE;13128;GOLTIX 50WG DA KG 1;8
VE;13131;;0,5
