raw_id	source_id	storage_path	E_CAPA(SIM/NAO)	porque
1495	IT-T12-024	XX/it-t12-024/OBSERVATION/00fd0192558d0a16-ua1c84f97e4fdfd31-dettaglio-news.html		
1501	IT-T12-129	XX/it-t12-129/OBSERVATION/84d76b1d4ad073dd-u5d9695626c82ee22-pratiche-agroecologiche-legge-regionale-n-21-29-luglio-2021.html		
1502	IT-T12-129	XX/it-t12-129/OBSERVATION/2b913754613ffa77-u53c8080b8f008a85-e-commissioni-d-esame-l-abilitazione-all-esercizio-venatorio.html		
1515	IT-T2-146	XX/it-t2-146/OBSERVATION/af2b085d00542e90-u4975ea02b896b102-pollini-giornate-di-studio-a-pesaro.html		
1523	IT-T7-017	XX/it-t7-017/OBSERVATION/9b29a1aea41ccdc2-ue84629ed36211b02-ottocentorosa-conquista-i-cieli-di-roma.html		
1533	IT-T7-048	XX/it-t7-048/OBSERVATION/f76c8d6c40dd066c-u1ba73b3cbb959e35-8.html		
1558	IT-T9-009	XX/it-t9-009/OBSERVATION/fc7330c30eede4b0-u4d1ce3ce773b24fa-catalogo-cifo-2026-soluzioni-affidabili-ogni-volta.html		
