num_registrazione;denominazione_prodotto;ragione_sociale;indirizzo_sede_legale;cap_sede_legale;comune_sede_legale;provincia_sede_legale;indirizzo_sede_amministrativa;cap_sede_amministrativa;comune_sede_amministrativa;provincia_sede_amministrativa;data_registrazione;data_scadenza_autorizzazione;indicazioni_di_pericolo;attivita;codice_formulazione;descrizione_formulazione;sostanze_attive;contenuto_per_100g_di_prodotto;importazione_parallela;PFnPO;PFnPE;stato_amministrativo;motivo_della revoca;data_decreto_revoca;data_decorrenza_revoca
015353;CIDETRAK CM;CERTIS BELCHIM B.V.;Stadsplateau 16;3521;AZ UTRECHT;-;C/O FILIALE ITALIANA VIA VARESE, 25/D (SCALA A);21047;SARONNO;VARESE;22/05/2012;30/08/2038;(XI) IRRITANTE;FEROMONE;VP;PRODOTTO CON S.A. EVAPORABILE;(E,E)-8,10-DODECADIEN-1-OL;230.0 mg/Kg;NO;NO;NO;Autorizzato;-;-;-
015354;CIDETRAK OFM;CERTIS BELCHIM B.V.;Stadsplateau 16;3521;AZ UTRECHT;-;C/O FILIALE ITALIANA VIA VARESE, 25/D (SCALA A);21047;SARONNO;VARESE;22/05/2012;30/08/2038;(XI) IRRITANTE;FEROMONE;VP;PRODOTTO CON S.A. EVAPORABILE;(Z)-8-DODECEN-1-YL ACETATE|(E)-8-DODECEN-1-YL ACETATE|(Z)-8-DODECEN-1-OL;-;NO;NO;NO;Autorizzato;-;-;-
015355;FORAY 48B AVIO SEVEN;VALENT BIOSCIENCES;PARC D'AFFAIRES DE CRECY 2, RUE CLAUDE CHAPPE;69370;ST. DIDIER;-;PARC D'AFFAIRES DE CRECY 2, RUE CLAUDE CHAPPE;69370;ST. DIDIER;-;27/04/2012;24/08/2012;ESENTE DA CLASSIFICAZIONE DI PERICOLO;INSETTICIDA;SU;SOSPENSIONE;BACILLUS THURINGIENSIS SUBSP. KURSTAKI STRAIN ABTS 351;2.2 g;NO;NO;NO;Scaduto;-;-;-
015356;SPHINX SC;ADAMA ITALIA S.R.L.;VIA ZANICA, 19;24050;GRASSOBBIO;BERGAMO;VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;08/10/2012;15/02/2025;ESENTE DA CLASSIFICAZIONE DI PERICOLO;FUNGICIDA;SC;SOSPENSIONE CONCENTRATA;DIMETHOMORPH;44.0 g;NO;NO;NO;Revocato;-;-;13/06/2024
015357;ZOLFO BAGNABILE MCT;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;05/03/2012;31/07/2027;(XI) IRRITANTE;FUNGICIDA;WP;POLVERE BAGNABILE;SULPHUR (ZOLFO);91.1 g;NO;NO;NO;Autorizzato;-;-;-
015358;ZOLFO FLOW MCT;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;05/03/2012;31/07/2027;(XI) IRRITANTE;FUNGICIDA;PA;PASTA;SULPHUR (ZOLFO);49.5 g;NO;NO;NO;Ri-registrato;-;-;-
015359;VITIL 8-64 WG;UPL EUROPE LTD;CHADWICK HOUSE, BIRCHWOOD PARK WARRINGTON;WA3 6AE;WARRINGTON, CHESHIRE;-;CHADWICK HOUSE, BIRCHWOOD PARK WARRINGTON;WA3 6AE;WARRINGTON, CHESHIRE;-;15/05/2012;30/06/2023;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;MANCOZEB|METALAXYL;64.0 g|8.0 g;NO;NO;NO;Revocato;-;-;01/02/2021
015360;SONIDO;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;05/12/2013;30/04/2020;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;THIACLOPRID;33.9 g;NO;NO;NO;Revocato;-;-;01/05/2020
015361;LIETO;SIPCAM OXON S.P.A.;VIA LORENZO MASCHERONI, 5;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;28/01/2014;30/06/2034;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;GR;GRANULARE;CYMOXANIL|ZOXAMIDE;33.0 g|33.0 g;NO;NO;NO;Autorizzato;-;-;-
015362;GOLDOR PATATA 5 GR;BASF ITALIA S.P.A.;VIA MARCONATO, 8;20811;CESANO MADERNO (MB);-;VIA MARCONATO, 8;20811;CESANO MADERNO (MB);-;12/03/2012;09/07/2012;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;RB;ESCA GRANULARE;FIPRONIL;0.5 g;NO;NO;NO;Scaduto;-;-;-
015363;MEDEIRO 80 WG ADVANCE;ASCENZA AGRO S.A.;AVENIDA DO RIO TEJO - HERDADE DAS PRAIS;2010-440;SETUBAL;-;AVENIDA DO RIO TEJO - HERDADE DAS PRAIS;2010-440;SETUBAL;-;15/03/2012;31/10/2026;NOCIVO PER GLI ORGANISMI ACQUATICI;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;FOSETYL-ALUMINIUM;80.0 g;NO;NO;NO;Autorizzato;-;-;-
015364;DESIGN WG;MITSUI AGRISCIENCE INTERNATIONAL S.A./N.V.;AVENUE DE TERVUEREN 270;B-110;BRUSSELS;-;AVENUE DE TERVUEREN 270;B-110;BRUSSELS;-;05/03/2012;30/06/2039;ESENTE DA CLASSIFICAZIONE DI PERICOLO;INSETTICIDA;WG;GRANULARE IDRODISPERSIBILE;BACILLUS THURINGIENSIS SUBSP. AIZAWAI STRAIN GC-91;3.8 g;NO;NO;NO;Ri-registrato;-;-;-
015365;RAME ZOLFO FLOW MCT;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;05/03/2012;30/06/2029;-;FUNGICIDA;PA;PASTA;COPPER OXYCHLORIDE|SULPHUR (ZOLFO);13.0 g|21.0 g;NO;NO;NO;Ri-registrato;-;-;-
015366;HELOSATE 450 SL;HELM AG;NORDKANALSTRASSE, 28;D-20097;AMBURGO;-;NORDKANALSTRASSE, 28;D-20097;AMBURGO;-;31/03/2016;15/12/2023;-;DISERBANTE;-;-;GLYPHOSATE;39.7 g;NO;NO;NO;Revocato;-;-;15/12/2023
015367;VIVAL 450 SL;HELM AG;NORDKANALSTRASSE, 28;D-20097;AMBURGO;-;NORDKANALSTRASSE, 28;D-20097;AMBURGO;-;31/03/2016;15/12/2023;-;DISERBANTE;SL;CONCENTRATO SOLUBILE;GLYPHOSATE;39.7 g;NO;NO;NO;Revocato;-;-;15/12/2023
015368;BALENO 200;SHARDA CROPCHEM LIMITED;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;26/03/2012;30/06/2019;(N) PERICOLOSO PER L'AMBIENTE|(T) TOSSICO;DISERBANTE;SL;CONCENTRATO SOLUBILE;DIQUAT (DIBROMIDE);17.0 g;NO;NO;NO;Revocato;-;-;04/05/2019
015369;MAGMA TRIPLE;INDUSTRIAS AFRASA S.A;POL. IND. FUENTE DEL JARRO CIUDAD DE SEVILLA, 53;E-46988;PATERNA (VALENCIA);-;POL. IND. FUENTE DEL JARRO CIUDAD DE SEVILLA, 53;E-46988;PATERNA (VALENCIA);-;27/06/2016;31/10/2040;-;FUNGICIDA;WP;POLVERE BAGNABILE;CYMOXANIL|FOLPET|FOSETYL-ALUMINIUM;4.0 g|25.0 g|50.0 g;NO;NO;NO;Autorizzato con procedura zonale;-;-;-
015370;FURY GEO;FMC CHEMICAL SPRL;RUE ROYAL 97, 4 FLOOR;B-1000;BRUSSELS;-;RUE ROYAL 97, 4 FLOOR;B-1000;BRUSSELS;-;14/06/2012;30/11/2021;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;GR;GRANULARE;ZETA CYPERMETHRIN;0.8 g;NO;NO;NO;Revocato;-;-;05/01/2021
015371;BELEM PROTEZIONE;SBM DEVELOPPEMENT S.A.S.;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;18/05/2012;31/01/2030;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;GR;MICROGRANULARE;CYPERMETHRIN;0.8 g;NO;NO;NO;Autorizzato;-;-;-
015372;BELEM VEGETALI;SBM DEVELOPPEMENT S.A.S.;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;18/05/2012;31/01/2030;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;GR;MACROGRANULARE;CYPERMETHRIN;0.8 g;NO;NO;NO;Autorizzato;-;-;-
015373;BELEM SUOLO INSETTI;SBM DEVELOPPEMENT S.A.S.;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;60, CHEMIN DES MOUILLES;F-69130;ECULLY;-;18/05/2012;31/01/2030;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;GR;MICROGRANULARE;CYPERMETHRIN;0.8 g;NO;NO;NO;Autorizzato;-;-;-
015374;NISHA;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;14/06/2012;31/03/2027;(N) PERICOLOSO PER L'AMBIENTE;DISERBANTE;OD;OLIO DISPERSIBILE;NICOSULFURON;4.2 g;NO;NO;NO;Ri-registrato;-;-;-
015375;NIC 4;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;06/07/2012;31/03/2027;(N) PERICOLOSO PER L'AMBIENTE;DISERBANTE;OD;OLIO DISPERSIBILE;NICOSULFURON;4.2 g;NO;NO;NO;Ri-registrato;-;-;-
015376;NEAT;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;31/03/2027;(N) PERICOLOSO PER L'AMBIENTE;DISERBANTE;OD;OLIO DISPERSIBILE;NICOSULFURON;4.2 g;NO;NO;NO;Ri-registrato;-;-;-
015377;EMBRELIA;ADAMA ITALIA S.R.L.;VIA ZANICA, 19;24050;GRASSOBBIO;BERGAMO;VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;22/01/2018;31/12/2022;-;FUNGICIDA;SC;SOSPENSIONE CONCENTRATA;DIFENOCONAZOLE|ISOPYRAZAM;3.7 g|9.3 g;NO;NO;NO;Revocato;-;-;18/06/2022
015378;TRAXOS PRONTO 60;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;22/04/2013;31/12/2029;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE;EC;CONCENTRATO EMULSIONABILE;CLODINAFOP|PINOXADEN;3.1 g|3.1 g;NO;NO;NO;Autorizzato;-;-;-
015379;AXIAL PRONTO 60;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;22/04/2013;31/12/2029;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE-ANTIDOTO AGRONOMICO;EC;CONCENTRATO EMULSIONABILE;CLOQUINTOCET MEXYL|PINOXADEN;1.6 g|6.4 g;NO;NO;NO;Autorizzato;-;-;-
015383;VIBRANCE GOLD;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;19/09/2013;31/01/2028;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;SC;SOSPENSIONE CONCENTRATA;DIFENOCONAZOLE|FLUDIOXONIL|SEDAXANE;2.3 g|2.3 g|4.6 g;NO;NO;NO;Ri-registrato;-;-;-
015384;LUNA EXPERIENCE;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;11/11/2013;15/06/2028;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;SC;SOSPENSIONE CONCENTRATA;TEBUCONAZOLE|FLUOPYRAM;17.7 g|17.7 g;NO;NO;NO;Ri-registrato;-;-;-
015386;TRACER FLY;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;18/05/2012;01/04/2042;ESENTE DA CLASSIFICAZIONE DI PERICOLO;INSETTICIDA;AL;LIQUIDO (SENZA DILUIZIONE);SPINOSAD;0.0 g;NO;NO;NO;Autorizzato;-;-;-
015387;ZOLVIS 80 DF MANICA;AGROSTULLN GMBH;WERKSWEG 2;D-92551;STULLN;-;WERKSWEG 2;D-92551;STULLN;-;15/05/2012;-;(XI) IRRITANTE;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;SULPHUR (ZOLFO);80.0 g;NO;NO;NO;Revocato;-;-;01/06/2015
015388;MEXIL ORO R WG;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;15/05/2012;31/05/2036;(N) PERICOLOSO PER L'AMBIENTE;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;COPPER OXYCHLORIDE|METALAXYL-M;14.2 g|2.2 g;NO;NO;NO;Autorizzato;-;-;-
015389;FLARE GOLD R WG;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;15/05/2012;31/05/2036;(N) PERICOLOSO PER L'AMBIENTE;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;COPPER OXYCHLORIDE|METALAXYL-M;14.2 g|2.0 g;NO;NO;NO;Autorizzato;-;-;-
015390;MORPHEE 71.3 WG;AAKO B.V.;P.O. BOX 205;3830 AE;LEUSDEN;-;P.O. BOX 205;3830 AE;LEUSDEN;-;22/06/2012;15/02/2025;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;FOLPET|DIMETHOMORPH;11.3 g|60.0 g;NO;NO;NO;Revocato;-;-;13/06/2024
015391;KOLEOS 69 WG;AAKO B.V.;P.O. BOX 205;3830 AE;LEUSDEN;-;P.O. BOX 205;3830 AE;LEUSDEN;-;22/06/2012;31/07/2021;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;MANCOZEB|DIMETHOMORPH;60.0 g|9.0 g;NO;NO;NO;Revocato;-;-;01/02/2021
015392;QUANTUM MZ WDG;ADAMA ITALIA S.R.L.;VIA ZANICA, 19;24050;GRASSOBBIO;BERGAMO;VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;08/10/2012;31/07/2021;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;WG;GRANULARE IDRODISPERSIBILE;MANCOZEB|DIMETHOMORPH;60.0 g|9.0 g;NO;NO;NO;Revocato;-;-;01/02/2021
015393;SYNEIS FLY;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;15/05/2012;01/04/2042;ESENTE DA CLASSIFICAZIONE DI PERICOLO;INSETTICIDA;CB;ESCA CONCENTRATA;SPINOSAD;0.0 %;NO;NO;NO;Autorizzato;-;-;-
015394;BOA;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;18/05/2012;15/05/2027;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE;OD;OLIO DISPERSIBILE;PENOXSULAM;2.1 g;NO;NO;NO;Autorizzato;-;-;-
015395;ATHADO 40 SC;PROBELTE S.A.U.;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;15/05/2012;31/01/2019;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;DISERBANTE;OD;OLIO DISPERSIBILE;PROPYZAMIDE;36.1 g;NO;NO;NO;Revocato;-;-;17/10/2018
015397;MISTRAL COMBI;DIACHEM S.P.A.;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;15/05/2012;31/03/2027;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE;SL;CONCENTRATO SOLUBILE;MCPA|DICAMBA;21.7 g|2.0 g;NO;NO;NO;Ri-registrato;-;-;-
015398;KAMIKAZE;PROBELTE S.A.U.;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;15/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.7 g;NO;NO;NO;Autorizzato;-;-;-
015399;PROPACLOR 40 SC;PROBELTE S.A.U.;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;C/ Ulea 22. PolÃ­gono Industrial La Polvorista;E-30100;Molina de Segura (MURCIA);-;15/05/2012;31/01/2019;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;DISERBANTE;SC;SOSPENSIONE CONCENTRATA;PROPYZAMIDE;36.1 g;NO;NO;NO;Revocato;-;-;17/10/2018
015400;MINOX FLEX;CHEMINOVA A/S;THYBORONVEJ 78;DK767;HARBOORE;-;P.O. BOX 9;DK 76;LEMVIG;-;15/05/2012;30/04/2019;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE;EC;CONCENTRATO EMULSIONABILE;CLODINAFOP|DIFLUFENICAN;5.7 g|3.8 g;NO;NO;NO;Revocato;-;-;31/12/2018
015401;TAIFUN MK CL;ADAMA DEUTSCHLAND GMBH;EDMUND RUMPLER - STR. 6;D-37269;KOLN;-;C/O ADAMA ITALIA S.R.L. VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;22/06/2012;15/12/2034;ESENTE DA CLASSIFICAZIONE DI PERICOLO;DISERBANTE;SL;CONCENTRATO SOLUBILE;GLYPHOSATE;30.8 g;NO;NO;NO;Autorizzato;-;-;-
015402;DELTASAP;ASCENZA AGRO S.A.;AVENIDA DO RIO TEJO - HERDADE DAS PRAIS;2010-440;SETUBAL;-;AVENIDA DO RIO TEJO - HERDADE DAS PRAIS;2010-440;SETUBAL;-;10/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.8 g;NO;NO;NO;Autorizzato;-;-;-
015403;MIDASH;SHARDA CROPCHEM LIMITED;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;01/10/2012;31/07/2022;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;SL;CONCENTRATO SOLUBILE;IMIDACLOPRID;17.1 g;NO;NO;NO;Revocato;-;-;31/07/2019
015404;MIDO;SHARDA CROPCHEM LIMITED;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;01/10/2012;31/07/2022;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;SL;CONCENTRATO SOLUBILE;IMIDACLOPRID;17.1 g;NO;NO;NO;Revocato;-;-;31/07/2019
015405;SHAMAL MK PLUS CL;ADAMA DEUTSCHLAND GMBH;EDMUND RUMPLER - STR. 6;D-37269;KOLN;-;C/O ADAMA ITALIA S.R.L. VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;22/06/2012;15/12/2034;ESENTE DA CLASSIFICAZIONE DI PERICOLO;DISERBANTE;SL;CONCENTRATO SOLUBILE;GLYPHOSATE;30.4 g;NO;NO;NO;Autorizzato;-;-;-
015406;DICUMBA;ADAMA ITALIA S.R.L.;VIA ZANICA, 19;24050;GRASSOBBIO;BERGAMO;VIA ZANICA, 19 (ATT.NE DR.SSA PANZA E DR.SSA PELLICIOLI);24050;GRASSOBBIO;BERGAMO;28/06/2012;31/05/2015;ESENTE DA CLASSIFICAZIONE DI PERICOLO;DISERBANTE;EC;CONCENTRATO EMULSIONABILE;DICAMBA;21.2 g;NO;NO;NO;Revocato;-;-;11/09/2015
015407;RULER;SHARDA CROPCHEM LIMITED;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;DOMNIC HOLM, 29th ROAD, BANDRA (W);400 050;MUMBAI;-;18/05/2012;30/06/2019;(N) PERICOLOSO PER L'AMBIENTE|(T) TOSSICO;DISERBANTE;SL;CONCENTRATO SOLUBILE;DIQUAT (DIBROMIDE);17.0 g;NO;NO;NO;Revocato;-;-;04/05/2019
015408;MACKERAL;SHARDA EUROPE B.V.B.A.;JOZEF MERTENSSTRAAT 142;B-1702;DILBEEK;-;JOZEF MERTENSSTRAAT 142;B-1702;DILBEEK;-;18/05/2012;30/06/2019;(N) PERICOLOSO PER L'AMBIENTE|(T) TOSSICO;DISERBANTE;SL;CONCENTRATO SOLUBILE;DIQUAT (DIBROMIDE);17.0 g;NO;NO;NO;Revocato;-;-;04/05/2019
015409;SUPER DELTA;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.8 g;NO;NO;NO;Autorizzato;-;-;-
015410;DECA;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;DISERBANTE;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.8 g;NO;NO;NO;Autorizzato;-;-;-
015411;DISHA;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.8 g;NO;NO;NO;Autorizzato;-;-;-
015412;SHARP;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;15/08/2026;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;DELTAMETHRIN;2.8 g;NO;NO;NO;Autorizzato;-;-;-
015413;AVIOCAFFARO 2012;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;09/05/2012;05/09/2012;(N) PERICOLOSO PER L'AMBIENTE;FUNGICIDA;SC;SOSPENSIONE CONCENTRATA;COPPER OXYCHLORIDE;20.0 g;NO;NO;NO;Scaduto;-;-;-
015414;AVIOZOLFO 2012;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;09/05/2012;05/09/2012;(XI) IRRITANTE;FUNGICIDA;WP;POLVERE BAGNABILE;SULPHUR (ZOLFO);85.0 g;NO;NO;NO;Scaduto;-;-;-
015415;ISOMATE C LR PLUS;CBC (EUROPE) S.R.L.;VIA ZANICA, 25;24050;GRASSOBBIO;BERGAMO;VIA UMBERTO I, 69;20814;VAREDO;MONZA E DELLA BRIANZA;06/07/2012;30/08/2038;(XI) IRRITANTE;FEROMONE;VP;PRODOTTO CON S.A. EVAPORABILE;(Z)-11-TETRADECEN-1-YL ACETATE|DODECAN-1-OL|TETRADECAN-1-OL|(Z)-9-TETRADECEN-1-YL ACETATE|(E,E)-8,10-DODECADIEN-1-OL;39.0 g|6.0 g|1.0 g|8.0 g|38.0 g;NO;NO;NO;Revocato;-;-;01/12/2022
015416;DIZOLE;SHARDA CROPCHEM ESPANA S.L.;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;EDIFICIO ATALAYAS BUSINESS CENTER, CARRIL CONDOMINA N. 3, 12TH FLOOR;30006;MURCIA;-;18/05/2012;31/01/2028;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;EC;CONCENTRATO EMULSIONABILE;DIFENOCONAZOLE;23.9 g;NO;NO;NO;Autorizzato;-;-;-
