num_registrazione;denominazione_prodotto;ragione_sociale;indirizzo_sede_legale;cap_sede_legale;comune_sede_legale;provincia_sede_legale;indirizzo_sede_amministrativa;cap_sede_amministrativa;comune_sede_amministrativa;provincia_sede_amministrativa;data_registrazione;data_scadenza_autorizzazione;indicazioni_di_pericolo;attivita;codice_formulazione;descrizione_formulazione;sostanze_attive;contenuto_per_100g_di_prodotto;importazione_parallela;PFnPO;PFnPE;stato_amministrativo;motivo_della revoca;data_decreto_revoca;data_decorrenza_revoca
000001;ENOVIT;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;14/04/1970;-;-;-;DP;POLVERE;THIOPHANATE-METHYL;-;NO;NO;NO;Revocato;-;-;14/07/1983
000002;CONTRAX STANGE;KEMIO;VIA M. PANTALEONI, 31;00191;ROMA;ROMA;VIA M. PANTALEONI, 31;00191;ROMA;ROMA;21/01/1971;-;-;-;PR;BASTONCINO PER PIANTE;WARFARIN;-;NO;NO;NO;Revocato;REVOCA PER MANCATA RISPOSTA A RICHIESTE UFFICIO;-;05/03/1997
000003;QUINTAMON;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;DP;POLVERE;DICLORAN;50.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000005;AGROXONE 96;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;19/06/1971;-;-;-;DP;POLVERE;MCPA;75.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000006;TMTD-AMONN;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;08/09/1971;-;-;-;WP;POLVERE BAGNABILE;THIRAM;80.0 g;NO;NO;NO;Revocato;-;-;31/12/2002
000007;ZIRAM 80;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;DP;POLVERE;ZIRAM;76.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000008;DDT 50 WP;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;20/07/1971;-;-;-;WP;POLVERE BAGNABILE;DDT;-;NO;NO;NO;Revocato;-;-;11/10/1978
000009;ENTOX 10 POLVERE;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;14/06/1971;-;-;-;-;-;ALDRIN;-;NO;NO;NO;Revocato;-;-;26/10/1973
000010;AGROXONE C;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;14/06/1971;-;-;-;-;-;MCPA;1.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000011;ALGACIDE;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;14/06/1971;-;-;-;DP;POLVERE;COPPER CHLORIDE;82.0 g;NO;NO;NO;Revocato;-;-;16/03/1994
000012;ENTOX 60 POLVERE;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;17/06/1971;-;-;-;-;-;ALDRIN;-;NO;NO;NO;Revocato;-;-;26/10/1973
000013;THIOPRON;UPL HOLDINGS COÃPERATIEF U.A.;Claudius Prinsenlaan 144 A, Blok A;NL-4818CP;BREDA;-;Claudius Prinsenlaan 144 A, Blok A;NL-4818CP;BREDA;-;16/03/1972;31/07/2027;(XI) IRRITANTE;FUNGICIDA;AL;LIQUIDO (SENZA DILUIZIONE);SULPHUR (ZOLFO);57.3 g;NO;NO;NO;Ri-registrato;-;-;-
000014;MICROTHIOL;UPL HOLDINGS COÃPERATIEF U.A.;Claudius Prinsenlaan 144 A, Blok A;NL-4818CP;BREDA;-;Claudius Prinsenlaan 144 A, Blok A;NL-4818CP;BREDA;-;16/03/1972;31/07/2027;(XI) IRRITANTE;FUNGICIDA;GR;MICROGRANULARE IDRODISPERSIBILE;SULPHUR (ZOLFO);80.0 g;NO;NO;NO;Ri-registrato;-;-;-
000015;CORBAX;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;07/05/1971;-;-;-;DP;POLVERE;ANTRACHINONE;25.0 g;NO;NO;NO;Revocato;-;-;14/03/2003
000016;PATORAN;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;02/12/1971;-;-;-;WP;POLVERE BAGNABILE;METOBROMURON;50.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000017;U 46 COMBI FLUID;NUFARM B.V.;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;17/06/1971;31/12/2030;(XN) NOCIVO;DISERBANTE;SL;CONCENTRATO SOLUBILE;MCPA|2,4-D;25.0 g|29.0 g;NO;NO;NO;Autorizzato;-;-;-
000018;CITOWETT;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;01/12/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);-;-;NO;NO;NO;Revocato;-;-;20/09/2002
000019;BAGNANTE SOLPLANT;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;22/07/1971;-;-;-;DP;POLVERE;-;-;NO;NO;NO;Revocato;-;-;14/02/1994
000020;BASF-D ESTER 50;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;27/07/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;2,4-D;46.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000021;PERTHANE EC;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;09/11/1972;-;-;-;-;-;PERTANE;45.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000022;U 46 DP-FLUID;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;20/07/1971;-;-;-;SL;CONCENTRATO SOLUBILE;DICHLORPROP;54.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000023;AGROXONE 3;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;28/07/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);MCPA;25.0 g;NO;NO;NO;Revocato;-;-;14/03/2003
000024;ACARTHANE WP;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;09/11/1972;-;-;-;WP;POLVERE BAGNABILE;DICOFOL|DINOCAP;18.0 g|9.0 g;NO;NO;NO;Revocato;-;-;11/06/1997
000025;ALSAN G 4%;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;08/09/1971;-;-;-;-;-;ALDRIN;-;NO;NO;NO;Revocato;-;-;26/10/1973
000026;U 46 M-FLUID;NUFARM B.V.;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;15/06/1971;15/08/2026;(XN) NOCIVO;DISERBANTE;SL;CONCENTRATO SOLUBILE;MCPA;44.3 g;NO;NO;NO;Ri-registrato;-;-;-
000027;ARSENE;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;16/10/1971;-;-;-;-;-;ARSENIC ANHYDRIDE (ANIDRIDE ARSENICA);-;NO;NO;NO;Revocato;-;-;04/02/1977
000028;AZAMON;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;16/09/1971;-;-;-;WP;POLVERE BAGNABILE;DIAZINON;20.0 g;NO;NO;NO;Revocato;-;-;23/03/2001
000029;DITHANE BLEU;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;19/09/1972;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;07/04/1990
000030;FUMATHANE S;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;17/09/1971;-;-;-;-;-;METAM SODIUM;-;NO;NO;NO;Revocato;-;-;07/04/1990
000031;KARATHANE 1%;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;27/10/1972;-;-;-;-;-;DINOCAP;-;NO;NO;NO;Revocato;-;-;07/04/1990
000032;PERBOTRIN;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;21/12/1971;-;-;-;-;-;FOLPET|MANCOZEB;-;NO;NO;NO;Revocato;-;-;07/04/1990
000033;GA-SOL;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;-;-;METAM SODIUM;-;NO;NO;NO;Revocato;-;-;07/01/1992
000034;ROTHANE WP 50;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;-;-;DDD;-;NO;NO;NO;Revocato;-;-;16/03/1979
000035;TURCAN;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;-;-;ATRAZINE;-;NO;NO;NO;Revocato;-;-;07/04/1990
000036;ANTIDORIFORA TL;ITAL-AGRO S.R.L.;VIA DURINI, 15;-;MILANO;MILANO;VIA V.VENETO, 81;26857;SALERANO SUL LAMBRO;LODI;13/11/1970;-;-;-;-;-;CARBARIL|ENDOSULFAN|LINDANE (LINDANO);-;NO;NO;NO;Revocato;-;-;26/04/1982
000038;POLVERE TABACINA;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;16/02/1972;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;23/12/1978
000039;CLOROPIN;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;08/09/1971;-;-;-;SP;POLVERE SOLUBILE IN ACQUA;DALAPON;85.0 g;NO;NO;NO;Revocato;-;-;12/09/2001
000040;ETRAVON SYNGENTA;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;26/07/1971;31/12/2015;ESENTE DA CLASSIFICAZIONE DI PERICOLO;COADIUVANTE;AL;LIQUIDO (SENZA DILUIZIONE);SORBITAN MONOLEATO;12.0 g;NO;NO;NO;Revocato;-;-;31/12/2015
000041;AGROXONE LIQUIDO;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;27/07/1971;-;-;-;-;-;MCPA;10.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
000046;ACARTHANE WP;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;18/06/1971;-;-;-;WP;POLVERE BAGNABILE;DICOFOL|DINOCAP;18.0 g|7.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000047;AS PG;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;20/07/1971;-;-;-;GR;GRANULARE;CARBARIL;5.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000050;BROMCID;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;17/06/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;NALED;-;NO;NO;NO;Revocato;-;-;25/10/1991
000051;CARIEFIT NT;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;12/03/1971;-;-;-;-;-;HEXACHLOROBENZENE;-;NO;NO;NO;Revocato;REVOCA P.A. ESACLOROBENZOLO;-;25/10/1978
000052;DIAZITHION;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;15/04/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;DIAZINON;20.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000053;DILEDIT;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;18/06/1971;-;-;-;-;-;DDD;-;NO;NO;NO;Revocato;-;-;02/03/1979
000054;DILENE NT;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;13/04/1971;-;-;-;-;-;LINDANE (LINDANO)|DDT;-;NO;NO;NO;Revocato;-;-;15/05/1978
000055;FRUTTENE AZZURRO;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;17/04/1971;-;-;-;WP;POLVERE BAGNABILE;ZIRAM;76.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000056;OSSIRAME LV;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;09/08/1971;-;-;-;SC;SOSPENSIONE CONCENTRATA;COPPER OXYCHLORIDE;26.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000059;MASTRO 50% EC;CHEMINOVA A/S;THYBORONVEJ 78;DK767;HARBOORE;-;P.O. BOX 9;DK 76;LEMVIG;-;16/04/1973;-;-;-;EC;CONCENTRATO EMULSIONABILE;MALATHION;50.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000060;FERNOXONE P;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;29/02/1972;-;-;-;-;-;DICHLORPROP;-;NO;NO;NO;Revocato;-;-;07/04/1990
000062;METILPARATHIONE 20;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;01/12/1971;-;-;-;-;-;PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;07/04/1990
000063;SELEXONE;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;21/07/1971;-;-;-;-;-;MCPB;-;NO;NO;NO;Revocato;-;-;07/04/1990
000064;AGROXONE 5;SYNGENTA ITALIA S.P.A.;VIA FULVIO TESTI, 280/6;20126;MILANO;MILANO;VIA GALLARATE, 139;20151;MILANO;MILANO;23/03/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;2,4-D;32.5 g;NO;NO;NO;Revocato;-;-;14/03/2003
000065;GUICIDAN;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;22/07/1971;-;-;-;VP;PRODOTTO CON S.A. EVAPORABILE;1,3-DICHLOROPROPENE;92.0 g;NO;NO;NO;Revocato;-;-;20/03/2008
000066;AGHERUD PP;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;06/09/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);MECOPROP;51.0 g;NO;NO;NO;Revocato;-;-;31/12/2002
000067;AGHERUD GIALLO;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;01/12/1971;-;-;-;-;-;DNOC;-;NO;NO;NO;Revocato;-;-;07/04/1990
000068;FUMITER;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;15/04/1971;-;-;-;-;-;1,2-DIBROMOETHANE (ETHYLENE DIBROMIDE);-;NO;NO;NO;Revocato;-;-;04/02/1977
000069;BAGNANTE AG;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;22/11/1971;-;-;-;DP;POLVERE;-;-;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000070;U 46 KV-PULVER;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;20/07/1971;-;-;-;WP;POLVERE BAGNABILE;MECOPROP;77.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000072;TERAN;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;08/04/1971;-;-;-;VP;PRODOTTO CON S.A. EVAPORABILE;METAM SODIUM;380.0 g/l;NO;NO;NO;Revocato;-;-;30/07/2004
000073;OLIVAR;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;22/07/1971;-;-;-;-;-;ENDOTHION;-;NO;NO;NO;Revocato;-;-;26/02/1986
000074;PASTA RUMIANCA AZZURRA;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;18/08/1972;-;-;-;SC;SOSPENSIONE CONCENTRATA;COPPER OXYCHLORIDE;-;NO;NO;NO;Revocato;-;-;07/08/1993
000076;ACARTHANE EC;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;21/07/1971;-;-;-;-;-;DICOFOL|DINOCAP;-;NO;NO;NO;Revocato;-;-;26/02/1986
000077;ACARTHANE WP;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;DICOFOL|DINOCAP;-;NO;NO;NO;Revocato;-;-;26/02/1986
000078;ACHARVIR;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;DICOFOL|DINOCAP;-;NO;NO;NO;Revocato;-;-;26/02/1986
000079;ANGUITOX;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;1,2-DIBROMOETHANE (ETHYLENE DIBROMIDE);-;NO;NO;NO;Revocato;-;-;07/05/1977
000080;AIRONE;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;10/03/1972;-;-;-;WP;POLVERE BAGNABILE;PROPINEB;70.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000081;ACARTHANE FORTE;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;DICOFOL|DINOCAP;-;NO;NO;NO;Revocato;-;-;26/02/1986
000083;BIGATOX;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;TRICHLORFON;-;NO;NO;NO;Revocato;-;-;26/02/1986
000084;CAPTOL 10 PS;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;CAPTAN;-;NO;NO;NO;Revocato;-;-;26/02/1986
000085;CEMIOSTAR;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;08/03/1972;-;-;-;-;-;DICHLORVOS;-;NO;NO;NO;Revocato;-;-;26/02/1986
000086;DITHANE BLEU;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;04/04/1977
000087;DITHANE Z 78 POLVERE 8%;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;26/02/1986
000088;DITHANE Z 78;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;26/02/1986
000089;DITHANE M-22;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;MANEB;-;NO;NO;NO;Revocato;-;-;27/11/1990
000090;DEMETOX MR;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;DEMETON-S-METHYL;-;NO;NO;NO;Revocato;-;-;08/02/1980
000091;DM 15-16;CHEMIA S.P.A.;VIA STATALE N. 327;44047;FERRARA;FERRARA;VIA STATALE, 327;44040;SANT'AGOSTINO;FERRARA;03/10/1972;-;-;-;-;-;LINDANE (LINDANO)|PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;30/05/1978
000092;DIFEN 80;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;11/03/1971;-;-;-;WP;POLVERE BAGNABILE;DIPHENAMID;80.0 g;NO;NO;NO;Revocato;REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I);04/06/2003;26/07/2003
000093;DERATTIZZANTE CD AGRICOLO;LIBCO;VIA TACITO, 1;20094;CORSICO;MILANO;VIA GALVANI, 4;20094;CORSICO;MILANO;25/06/1973;-;-;-;-;-;WARFARIN;1.0 g;NO;NO;NO;Revocato;REVOCA PER MANCATO ADEMPIMENTO D.L.VO 194/95;-;02/12/1996
000094;FOSFURO DI ZINCO;SAFFA;-;-;-;-;-;-;-;-;18/01/1973;-;-;-;-;-;ZINC PHOSPHIDE (ZINCO FOSFURO);-;NO;NO;NO;Revocato;-;-;11/03/1977
000095;AZETIL E 30 P.B.;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/12/1971;-;-;-;-;-;AZINFOS ETILE;-;NO;NO;NO;Revocato;-;-;17/11/1990
000096;KELON 42;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;24/07/1971;-;-;-;-;-;DICOFOL;-;NO;NO;NO;Revocato;-;-;27/11/1990
000097;ELKAR EC;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;15/09/1972;-;-;-;-;-;DICOFOL;-;NO;NO;NO;Revocato;-;-;07/08/1993
000098;KERALON;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;02/12/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);DICOFOL;-;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
