Prodotti fitosanitari venduti nell'anno 2017 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VI;16099;SINIS 70 DF;132,25
VI;16101;TOPAS COMBI LIQUIDO;1.075,00
VI;16104;ELECTIS TRIO WDG;1.310,00
VI;16107;RADAR COMBI FLOW;8
VI;16114;SIMITAR   EVO;42
VI;16114;SIMITAR EVO x 3 lt;30
VI;16117;SERBY;51,3
VI;16117;ZAPI DISERBO RESID.SIST.250ML SERBY;0,25
VI;16117;ZAPI DISERBO RESID.SIST.500ML SERBY;3
VI;16124;;1
VI;16124;JUVINAL ECHO PLUS;3
VI;16124;JUVINAL ECHO PLUS x 1 lt;1
VI;16126;FLANCO SC;2,8
VI;16136;LUMA-GOLD;13,2
VI;16137;;100
VI;16139;;6
VI;16139;SEGURIS XTRA;183
VI;16139;SEGURIS XTRA x 1 lt;158
VI;16139;SEGURIS XTRA x 5 lt;20
VI;16149;BABEL x 1 lt;19
VI;16161;;125
VI;16161;CENTURY SL;240
VI;16166;POKER MAX;1.974,00
VI;16167;MARACANA;8
VI;16171;;22,6
VI;16172;CAL-EX 1,9 EW;96,5
VI;16172;CAL-EX 1.9 EW x 1 lt;123
VI;16179;FOLLOW 80 WG;10
VI;16182;CLICK PRO;243
VI;16188;MEDIATOR PLUS;28,4
VI;16191;TRIMAXX;9
VI;16191;TRIMAXX x 1 lt;58
VI;16194;ETRAVON PRO;24
VI;16205;IDROX 20;1.530,00
VI;16213;UNICORN PLUS DF;19
VI;16221;;0,2
VI;16221;MADEX TOP;4
VI;16221;MADEX TOP x 0,1 lt;2,7
VI;16227;;285
VI;16227;FOLPAN COMBI;966
VI;16227;FOLPAN COMBI x 1 kg;88
VI;16227;FOLPAN COMBI x 5 kg;150
VI;16230;RUFAST NOVA;5
VI;16243;POLYSECT ULTRA AL;88
VI;16260;WELTER MZ WG x 1 kg;38
VI;16260;WELTER MZ WG x 10 kg;450
VI;16283;;70
VI;16283;KOL QUANTUM R-OK 100 G;0,4
VI;16283;KOL QUANTUM R-OK 500 G;5,4
VI;16283;QUANTUM R-OK;102,4
VI;16297;SUPPORT 100 EC;36
VI;16299;PASSAT SL;8
VI;16299;PASSAT SL x 1 lt;865
VI;16299;PASSAT SL x 5 lt;945
VI;16305;BONZI;4
VI;16314;ZOXIS 250 SC;12
VI;16318;REFLECT;1
VI;16321;PENDIPHAR;11
VI;16325;;82
VI;16325;EPIK INSETTICIDA SISTEMICO SL ML  1;35
VI;16325;EPIK INSETTICIDA SISTEMICO SL ML  5;9
VI;16325;EPIK INSETTICIDA SISTEMICO SL ML 10;0,8
VI;16325;EPIK SL;1.383,90
VI;16325;EPIK SL x 1 lt;189
VI;16325;EPIK SL x 5 lt;120
VI;16335;LIETO SC;427
VI;16335;LIETO SC x 10 lt;80
VI;16352;FRISBEE TOP;2
VI;16363;;13
VI;16363;SIRTAKI;373,5
VI;16363;SIRTAKI x 1 lt;176
VI;16364;;28
VI;16364;BISMARK;4.957,00
VI;16364;BISMARK LT 5;350
VI;16364;BISMARK x 1 lt;1.192,00
VI;16364;BISMARK x 10 lt;1.300,00
VI;16364;BISMARK x 5 lt;1.820,00
VI;16379;PREV-AM PLUS;261
VI;16379;PREV-AM PLUS x 5 lt;40
VI;16396;TEMSA 100;71
VI;16405;;39
VI;16413;SEQUAT;25
VI;16415;MADEX TWIN;0,1
VI;16423;CORDOBA;14
VI;16434;OLIOCIN NATRIA;12
VI;16437;ACANTO PLUS;334
VI;16438;VELUM PRIME;4
VI;16438;VELUM PRIME x 0,5 lt;10
VI;16443;;240
VI;16444;DIXIE MAIS;194,4
VI;16457;POLTIGLIA 20 WG GREEN;50
VI;16459;SOLEIL 50 WG;55,5
VI;16460;VELIERO 500 EC;161
VI;16460;VELIERO 500 EC x 1 lt;1.203,00
VI;16462;R6 ERRESEI ALBIS ORTO;24
VI;16465;;1,02
VI;16465;HARASS;0,57
VI;16480;;56
VI;16480;3LOGY;328
VI;16480;3LOGY x 4 lt;8
VI;16481;CALLISTO 480 x 0,5 lt;756
VI;16484;CIRCUIT ACCESS 36 CS;50
VI;16492;VASCO;2
VI;16497;DECIS PROTECT EW;46,5
VI;16498;;58
VI;16527;TELLUS WP;22
VI;16528;GHIBLI 40 OD;13
VI;16534;TIXAL R SC;36
VI;16542;LAOTTA;12
VI;16545;COPRANTOL HI BIO 2.0;752
VI;16566;KUPPER 20 WG;210
VI;16567;TRICOPPERLAND x 1 kg;21
VI;16567;TRICOPPERLAND x 10 kg;5.220,00
VI;16570;SENCOR 600 SC;4
VI;16571;COPPER COMBI WG;17
VI;16578;MELODY COMPACT WG;201
VI;16701;PLAZA;11
VI;16703;SPADA 50 WG;285
VI;16703;SPADA 50 WG x 1 kg;35
VI;16737;ZELIG GR 50;1.524,00
VI;16787;CLINIC ST x 1 lt;23
VI;16787;CLINIC ST x 20 lt;1.520,00
VI;16787;CLINIC ST x 5 lt;85
VI;16794;SILGLIF ST x 1 lt;12
VI;16829;;59
VI;16830;FANDANGO 360 TF;240
VI;16833;;3.465,00
VI;16833;PANTOX 360 SUPER;70
VI;16836;STALLION IT SYNC;50
VI;16843;COPPERLAND NEW x 10 kg;1.550,00
VI;16917;LOGRADO PLUS;36
VI;16986;AF-X1 2017 x 12,5 kg;7.162,50
VI;16986;AF-X1-2017;125
VI;17001;EXIREL 2017;1
VI;17018;GEOTOX 5 C;17,4
VR;13;;9.820,00
VR;13;THIOPRON;24.460,00
VR;13;THIOPRON 10 LT;250
VR;13;THIOPRON DA LT. 10;7.150,00
VR;13;THIOPRON LT.10 -CLP-;920
VR;13;THIOPRON x 10 lt;42.030,00
VR;13;THIOPRON X LT.10;1.670,00
VR;17;;85
VR;17;U 46 COMBI FLUID;601
VR;17;U 46 COMBI FLUID x 1 lt;182
VR;17;U 46 COMBI-FLUID REG.0017 LT.1-CLP-;27
VR;133;U 46 D-FLUID;40
VR;189;;4.750,00
VR;189;MICOZEB 75 WDG;80
VR;206;ALBENE;26.820,00
VR;206;ALBENE LT.25-CLP-;75
VR;206;ALBENE x 1000 lt;1.000,00
VR;206;ALBENE x 25 lt;8.675,00
VR;206;ALBENE X 25 LT. - P101, P102, P270,;3.600,00
VR;206;ALBENE X LT.25;525
VR;449;;5.625,00
VR;449;MOCAP;26.820,00
VR;449;MOCAP DA KG. 15 (T);255
VR;449;MOCAP REG.00449 KG.15 -CLP-;11.640,00
VR;449;MOCAP X  KG 15  CLP 2783 6.1 II(D\E;1.515,00
VR;449;MOCAP x 15 kg;5.565,00
VR;565;FUMATHANE 510;14.150,00
VR;599;;1.584,00
VR;599;ACUPRICO 76 WG;1.208,00
VR;599;ACUPRICO 76 WG 5 KG;10
VR;599;ACUPRICO 76 WG DA KG. 20;280
VR;599;ACUPRICO 76 WG X KG.1;186
VR;599;ACUPRICO 76 WG X KG.20;200
VR;599;ACUPRICO 76 WG X KG.5;100
VR;619;VALGRAN;749
VR;630;;815
VR;630;REGLONE W;2.130,00
VR;630;REGLONE W DA LT. 1x12 (T+);518
VR;630;REGLONE W DA LT. 5x4 (T+);1.105,00
VR;630;REGLONE W REG.0630 LT.1-CLP-;50
VR;630;REGLONE W REG.0630 LT.5-CLP-;950
VR;630;REGLONE W UN 1760 NAS 8,III;105
VR;630;REGLONE W x 1 lt;56
VR;747;;10.730,00
VR;747;ZOLFO BAGN.92% MORMINO STELLA ORO;9.281,00
VR;747;ZOLFO SPRUZ 95% MORMINO PB x 10 kg;1.790,00
VR;747;ZOLFO SPRUZ 95% MORMINO PB X 25;125
VR;747;ZOLFO SPRUZZ.MICRO.92% X KG.10;2.940,00
VR;747;ZOLFO SPRUZZABILE;1.971,00
VR;779;TRIMANOC 80 WP;7
VR;779;TRIMANOC 80 WP x 1 kg;9
VR;779;TRIMANOC 80 WP X KG. 25;1.400,00
VR;844;MICROBAGNABILE 80;103
VR;886;SENCOR WG;15
VR;886;SENCOR WG REG.0886 GR.500-CLP-;7,5
VR;886;SENCOR x 0,5 kg;18,5
VR;909;;5.325,00
VR;909;POLIS. CALCIO POLISENIO x 25 kg;21.300,00
VR;909;POLIS. CALCIO POLISENIO x 250 kg;5.000,00
VR;909;POLISOLFURO CALCIO KG.25 (20lt;2.125,00
VR;909;POLISOLFURO DI CALCIO 30 X LT.20;200
VR;909;POLISOLFURO DI CALCIO POLISENIO;54.250,00
VR;909;POLISOLFURO DI CALCIO X KG.25;1.125,00
VR;909;POLISOLFURO DI CALCIO X KG.250;6.500,00
VR;1155;CHEMOL 90 EL;545
VR;1155;CHEMOL 90 EL DA LT. 5x4;755
VR;1156;;22.315,00
VR;1156;CHEMOL;33.488,00
VR;1156;CHEMOL DA LT. 1x12;73
VR;1156;CHEMOL DA LT. 25;22.775,00
VR;1156;CHEMOL DA LT. 5x4;655
VR;1156;CHEMOL x 25 lt;42.900,00
VR;1156;CHEMOL X LT.200;600
VR;1156;CHEMOL X LT.25;600
VR;1156;OLIO BIANCO CHEMOL X 25 LT.;25
VR;1231;BASAGRAN;60
VR;1231;BASAGRAN SG X 3 KG.;12
VR;1544;MESUROL;29
VR;1544;MESUROL X KG 1;3
VR;1562;ERBITOX E 30 x 1 lt;1.080,00
VR;1573;;10.080,00
VR;1573;BASAMID GRAN. DA KG. 20 (Xn);1.400,00
VR;1573;BASAMID GRANULAT;5.500,00
VR;1573;BASAMID GRANULAT KG.20 REG.1573-CLP;180
VR;1573;BASAMID x 20 kg;8.340,00
VR;1583;;83.879,00
VR;1583;MICROTHIOL DISPERSS;60.770,00
VR;1583;MICROTHIOL DISPERSS 1 kg;12
VR;1583;MICROTHIOL DISPERSS 15 kg;2.100,00
VR;1583;MICROTHIOL DISPERSS 25 kg;6.575,00
VR;1583;MICROTHIOL DISPERSS DA KG. 25;110.925,00
VR;1583;MICROTHIOL DISPERSS KG.15-CLP-;645
VR;1583;MICROTHIOL DISPERSS x 1 kg;189
VR;1583;MICROTHIOL DISPERSS x 15 kg;6.400,00
VR;1583;MICROTHIOL DISPERSS x 25 kg;1.865,00
VR;1583;MICROTHIOL DISPERSS X KG.25;12.975,00
VR;1583;MICROTHIOL DISPRESS;2.000,00
VR;1714;;239
VR;1714;KERB 80 EDF;623
VR;1714;KERB 80 EDF DA KG. 1x10 (Xn);205
VR;1714;KERB 80 EDF KG 1 **;2
VR;1714;KERB 80 EDF REG.01714 KG.1 -CLP-;234
VR;1714;KERB 80 EDF X 1;2
VR;1714;KERB 80 EDF x 1 kg;174
VR;1823;;1.525,00
VR;1823;ZOLFO 80 MICRONIZZATO;3.069,00
VR;1850;IDRORAME FLOW;71,75
VR;1850;IDRORAME FLOW FL  x 20;140
VR;1850;KOL IDRORAME FLOW ML.250;17,75
VR;1903;SULFURENE;475
VR;1903;SULFURENE X KG.25;75
VR;1936;;5.300,00
VR;1936;LIQUIZOL M;760
VR;1936;LIQUIZOL M X 1 LT  PARI A  KG. 1,35;66
VR;1936;LIQUIZOL M X 10 LT. SECCHIO PARI A;38.780,00
VR;1936;LIQUIZOL M X LT.10;270
VR;1947;SULFUR 80;13
VR;1947;SULFUR 80 25 kg;75
VR;2191;WETTING PLUS;465
VR;2249;MALERBANE PRATI;9
VR;2249;MALERBANE PRATI 400;33
VR;2249;MALERBANE PRATI DA LT. 1x10;14
VR;2249;MALERBANE PRATI x 1 lt;15
VR;2259;PASTA LUMACHICIDA IN GRANI;210,8
VR;2260;GASTROTOX E;344
VR;2260;GASTROTOX E KG.1 -CLP-;9
VR;2260;GASTROTOX E KG.5-CLP-;120
VR;2260;GASTROTOX E X KG.1;3
VR;2272;SILLIM;182,5
VR;2307;;4.832,00
VR;2307;VECTOR;797
VR;2307;VECTOR BAGNANTE ADESIVANTE NON IONI;2.308,00
VR;2307;VECTOR DA LT. 1x10;179
VR;2307;VECTOR DA LT. 20;100
VR;2307;VECTOR DA LT. 5x4;910
VR;2307;VECTOR x 1 lt;811
VR;2307;VECTOR x 20 lt;4.380,00
VR;2307;VECTOR x 5 lt;2.510,00
VR;2340;STOMP 330 E    X 5;10
VR;2340;"STOMP 330 E ""nuova etichetta""  X 1";2
VR;2353;;46
VR;2353;BONALAN;2.738,00
VR;2353;BONALAN REG.02353 LT.1-CLP-;308
VR;2353;BONALAN REG.02353 LT.5-CLP-;415
VR;2353;BONALAN REG.2353 LT.3-CLP-;33
VR;2353;BONALAN x 1 lt;319
VR;2353;BONALAN x 3  (+ KERB FLO X 1,5);6
VR;2518;ACTELLIC 2P;49
VR;2520;ACTELLIC;2
VR;2525;LUMACID AGRO;20
VR;2603;ESCACIDE;44
VR;2634;BUGGY;254
VR;2634;BUGGY FLOW;265
VR;2634;BUGGY LT.20-CLP-;20
VR;2732;;916
VR;2732;GOLTIX;338
VR;2732;GOLTIX 70 WG;8
VR;2732;GOLTIX x 1 kg (70%);54
VR;2732;GOLTIX x 5 kg (70%);290
VR;2896;TETROSSIL;760
VR;2896;TETROSSIL x 25 kg;3.350,00
VR;2923;;3.820,00
VR;2923;TIOVIT JET;74.789,00
VR;2923;TIOVIT JET DA KG. 10;2.790,00
VR;2923;TIOVIT JET DA KG. 1x10;118
VR;2923;TIOVIT JET DA KG. 25;18.400,00
VR;2923;TIOVIT JET KG 10;815
VR;2923;TIOVIT JET KG.1 -CLP-;25
VR;2923;TIOVIT JET KG.10-CLP-;1.580,00
VR;2923;TIOVIT JET KG.25-CLP-;1.050,00
VR;2923;TIOVIT JET x 10 kg;30
VR;2923;TIOVIT JET x 25 kg;20.125,00
VR;2923;TIOVIT JET X KG.25;1.900,00
VR;2983;NIMROD;4,2
VR;2995;ESCARTOX;2.379,00
VR;2995;ZAPI LUMACHICIDA META KG.5 (al kg.);139
VR;2995;ZAPI LUMACHICIDA ORTO ESCARTOX GR50;242
VR;2995;ZAPI LUMACHICIDA ORTO ESCARTOX KG 1;560
VR;3065;BAYER OLIOCIN EW 250 ML;0,9
VR;3065;BAYER OLIOCIN EW 500 ML;42,8
VR;3065;BAYER OLIOCIN LT 1;205
VR;3065;OLIOCIN;13.478,79
VR;3065;OLIOCIN DA LT. 25;3.850,00
VR;3065;OLIOCIN x 25 lt;1.200,00
VR;3065;OLIOCIN X LT.25;1.200,00
VR;3082;OLEOTER ESTATE;1.017,00
VR;3102;;11.695,00
VR;3102;OLEOTER;21.783,50
VR;3102;OLEOTER 1 LT;12
VR;3102;OLEOTER X LT.1;151
VR;3102;OLEOTER X LT.25;2.400,00
VR;3102;OLEOTER X LT.5;420
VR;3126;;15
VR;3132;SEPR-OIL;1,25
VR;3132;SEPR-OIL    X 25;50
VR;3141;;209
VR;3141;CUTHIOL;15
VR;3141;CUTHIOL NON COLORATO X LT.10;370
VR;3141;CUTHIOL X 1 LT. PARI KG.1,540;13,5
VR;3141;CUTHIOL X LT.10;540
VR;3163;U 46 M STAR;63
VR;3182;AFITIN L;1.089,00
VR;3219;CARAKOL AGRO;2.017,00
VR;3219;CARAKOL AGRO 4 kg;12
VR;3219;CARAKOL AGRO DA KG. 1x20;145
VR;3219;KOL CARAKOL AGRO KG.1;396
VR;3313;ARAGOL L 40 ST;49
VR;3313;ARAGOL L40 ST REG.03313 LT.1-CLP-;34
VR;3313;ARAGOL L40 ST REG.03313 LT.5-CLP-;35
VR;3343;;306
VR;3343;U 46 M CLASS x 1 lt;140
VR;3343;U46 M CLASS;634
VR;3397;ROGOR x 1;23
VR;3412;;46
VR;3412;SYLLIT 65;357
VR;3412;SYLLIT 65 DA KG. 1x10 (Xn);237
VR;3412;SYLLIT 65 X KG.1;28
VR;3468;;1.277,00
VR;3468;DACOL L 40 ST;806
VR;3468;DACOL L 40 ST LT.1-CLP-;108
VR;3486;TRISCABOL DG;4
VR;3503;AGRUMIN;30
VR;3519;METAMBANE;70
VR;3519;METAMBANE x 1 lt;62
VR;3553;CURZATE;275
VR;3553;CURZATE X KG.1;373
VR;3555;CURZATE M;1.169,00
VR;3555;CURZATE M  REG.03555 KG.10;80
VR;3555;CURZATE M KG 10 **;20
VR;3628;CUPROCAFFARO;267
VR;3640;;2.430,00
VR;3640;CUPROSTAR;3.892,00
VR;3640;CUPROSTAR DA LT. 10;80
VR;3658;SIPCAMOL E;52
VR;3754;BAGNANTE SARIAF;6.664,00
VR;3754;BAGNANTE SARIAF 1 LT;12
VR;3754;BAGNANTE SARIAF 5 LT;40
VR;3754;BAGNANTE SARIAF DA LT. 20;340
VR;3754;BAGNANTE SARIAF DA LT. 5x4;150
VR;3767;;146
VR;3767;FENOXILENE 200;823
VR;3767;FENOXILENE MAX;139
VR;3767;FENOXILENE MAX CAP 3.4 ADR;61
VR;3767;FENOXILENE MAX DA LT. 1x10;34
VR;3767;FENOXILENE MAX DA LT. 5x4;220
VR;3767;FENOXILENE MAX LT.1;1
VR;3767;FENOXILENE MAX LT.1-CLP-;41
VR;3771;;124
VR;3771;ROVRAL WG;709
VR;3771;ROVRAL WG REG.03771 KG.1 -CLP-;340
VR;3771;ROVRAL WG UN 3077 ADR 9-PG III;105
VR;3771;ROVRAL WG x 1 kg;634
VR;3771;ROVRAL WG X KG.1;43
VR;3772;BORIAL PLUS 1 kg;1
VR;3779;;7.400,00
VR;3779;VAPAM;185.140,00
VR;3779;VAPAM 470 x 1000 lt;31.000,00
VR;3779;VAPAM 470 x 210 lt;420
VR;3793;DITHANE M-45;104
VR;3800;CRITTAM WG;130
VR;3800;CRITTAM WG x 1 kg;516
VR;3800;CRITTAM WG x 20 kg;5.120,00
VR;3800;CRITTAM WG x 5 kg;2.860,00
VR;3800;CRITTAM WG X KG.1;8
VR;3800;CRITTAM WG X KG.5;20
VR;3859;DURSBAN;5
VR;3859;DURSBAN EC 5 LT  **;20
VR;3859;DURSBAN REG.03859 LT.1-CLP-;2
VR;3859;DURSBAN REG.03859 LT.5 -CLP-;75
VR;3861;ROTIOFEN GOLD x 1 lt;442
VR;4012;;3.974,00
VR;4012;RELDAN 22;1.819,35
VR;4012;RELDAN 22 DA LT. 1x10;664
VR;4012;RELDAN 22 DA LT. 5x4;1.990,00
VR;4012;RELDAN 22 LT.1-CLP;1
VR;4012;RELDAN 22 x 0,250 lt;20
VR;4012;RELDAN 22 x 1 lt;15
VR;4012;RELDAN 22 x 5 lt;5
VR;4190;;3.800,00
VR;4190;TETRASOL 80;1.460,00
VR;4199;;340
VR;4199;PENNCOZEB DG;3.659,00
VR;4199;PENNCOZEB DG DA KG. 10 (Xn);1.080,00
VR;4199;PENNCOZEB DG DA KG. 20 (Xn);5.820,00
VR;4199;PENNCOZEB DG REG.04199 KG.10-CLP-;840
VR;4199;PENNCOZEB DG REG.04199 KG.1-CLP-;83
VR;4199;PENNCOZEB DG REG.04199 KG.20-CLP-;2.060,00
VR;4199;PENNCOZEB DG x 1 kg;35
VR;4199;PENNCOZEB DG x 20 kg;280
VR;4199;PENNCOZEB DG X KG.10;110
VR;4199;PENNCOZEB DG X KG.20;1.280,00
VR;4228;ROGOR 400 ST;163
VR;4228;ROGOR 400 ST LT.1-CPL-;21
VR;4228;ROGOR 400 ST LT.5-CLP-;5
VR;4228;ROGOR 400 ST x 1 lt;2.144,00
VR;4326;ROGOR 40 ST;114
VR;4326;ROGOR L 40 ST;653
VR;4326;ROGOR L 40 ST DA LT. 1x12 (Xn);207
VR;4326;ROGOR L 40 ST DA LT.10 (Xn);430
VR;4326;ROGOR L 40 ST x 1 lt;989
VR;4426;DECIS;15,8
VR;4426;DECIS REG.4426 LT.5;5
VR;4461;IMIDAN WDG;320
VR;4461;IMIDAN WDG DA KG. 5;35
VR;4461;IMIDAN WDG INSETTICIDA IN MICROGRAN;41
VR;4461;IMIDAN WDG x 1 kg;5
VR;4552;;200
VR;4552;DITHANE DG NEOTEC;20
VR;4552;DITHANE DG NEOTEC REG.04552 KG.10-C;30
VR;4552;DITHANE DG NEOTEC REG.04552 KG.20;40
VR;4552;DITHANE DG NEOTEC REG.04552 KG.20 -;80
VR;4686;DIMILIN 25 PB;6
VR;4710;;648
VR;4710;ALIETTE;2.127,70
VR;4710;ALIETTE DA KG. 6;426
VR;4710;ALIETTE KG.1-CLP-;117
VR;4710;ALIETTE x 1 kg;29
VR;4710;BAYER ALIETTE 250 GR;101
VR;4833;;222
VR;4896;RIGENAL P;24,25
VR;5152;TIOSPOR WG;33.377,00
VR;5152;TIOSPOR WG x 20 kg;3.980,00
VR;5154;ARPEL TRIPLO BLU x 4 kg;44
VR;5228;CARAKOL;141,5
VR;5228;KOL CARAKOL ESCA LUMACHICIDA GR.500;7
VR;5292;FIXORMON;31
VR;5292;FIXORMON x 1 lt;26
VR;5299;MIBIOL;338,95
VR;5299;ZAPI MIBIOL COCCINIGLIA INV. 1 LT.;129
VR;5299;ZAPI MIBIOL COCCINIGLIA INV. 500 ML;9
VR;5349;GI-TRE;0,04
VR;5381;MANCOZEB PLUS 80 WP;1.575,00
VR;5414;RADICANTE POLVERE TALEE LEGNOSE;1,8
VR;5574;LUMAKIDIN 5G;37
VR;5581;GIBBERELLINA ATUCCIO GR.50;0,25
VR;5581;GIBBERELLINA CIFO;4
VR;5581;GIBBERELLINA CIFO X 10 PASTIGLIE CO;0,05
VR;5708;TERRAZOLE 25% EC;2
VR;5708;TERRAZOLE 25%EC REG.5708 LT.1;1
VR;5755;TILT 25 EC;6
VR;5755;TILT 25 EC x 0,5 lt;1,5
VR;5755;TILT 25EC REG.05755 ML.500-CLP-;0,5
VR;5796;;296
VR;5796;GARLON;1
VR;5796;GARLON x 1 lt (Nuova Etich.);114
VR;5980;FITOP 80;64
VR;6001;;30
VR;6037;TECTO SC LT.1-CLP-;6
VR;6037;TECTO SC x 1 lt;9
VR;6136;;1
VR;6136;GERMON L;10
VR;6136;GERMON L DA LT. 1;60
VR;6162;DE-SPROUT x 1000 lt;3.000,00
VR;6162;DE-SPROUT x 20 lt;20
VR;6223;GIBRELEX PASTIGLIE X ASTUCCIO(10 P);13,3
VR;6277;;50
VR;6298;FASTAC;28
VR;6321;66 F DA ML. 1000 STIMOLANTE;11
VR;6321;STIMOL 66 F x 1 lt;5,5
VR;6321;STIMOLANTE 66F;54
VR;6321;STIMOLANTE 66F X LT.1;6
VR;6322;;213
VR;6322;OBSTHORMON 24 A DA LT. 1x12;110
VR;6322;OBSTHORMON 24A;894
VR;6322;OBSTHORMON 24A X LT.1;57
VR;6322;OBSTORMON 24 A x 0,3 lt;1,2
VR;6322;OBSTORMON 24 A x 1 lt;27,8
VR;6324;MAXCEL 2 SL x 2 lt;148
VR;6324;MAXCEL x 2 lt;36
VR;6389;DUECI-FITO RADICANTE;1
VR;6401;MONDAK 21 S;20
VR;6437;ETHREL;348
VR;6437;ETHREL DA LT. 1x12 (Xn);50
VR;6437;ETHREL X LT.1;1
VR;6438;BI-FEN;144
VR;6505;;1,5
VR;6505;NOKAD;1,75
VR;6505;NOKAD LT 0,250;0,25
VR;6505;NOKAD x 1 lt;28,75
VR;6555;;60
VR;6556;;47
VR;6556;K-OBIOL DP2;179
VR;6556;K-OBIOL DP2 KG.1-CLP-;1
VR;6556;K-OBIOL DP2 x 1 kg;52
VR;6557;K-OBIOL EC 25;6
VR;6557;K-OBIOL EC 25 x 1 lt;4
VR;6674;;3.651,00
VR;6674;AFALON DS;391
VR;6674;AFALON DS DA LT. 1x12 (T);1
VR;6674;AFALON DS FL;25
VR;6674;AFALON DS FL UN 3082 NAS 9,III (E);33
VR;6674;AFALON DS REG.06674 LT.1-CLP-;1
VR;6674;AFALON DS x 1 lt;828
VR;6704;TIOLENE 80 WG;29
VR;6751;COMPO FLORANID CON DISERBANTE KG  1;18
VR;6751;COMPO FLORANID CON DISERBANTE KG  3;18
VR;6751;COMPO FLORANID CON DISERBANTE KG 21;105
VR;6751;RASEN FLORANID;3
VR;6764;ZOLFO BAGNABILE 80 MINIERA;350
VR;6766;BUTISAN S;27
VR;6766;BUTISAN S DA LT. 1x10;2
VR;6816;NU BAIT;5
VR;6873;IDRORAME 193;435
VR;6945;;33
VR;6945;TOPAS 10 EC;560,26
VR;6945;TOPAS 10 EC DA LT. 0,250x20;8,75
VR;6945;TOPAS 10 EC DA LT. 1x12;29
VR;6945;TOPAS 10 EC LT 1 CLP 8987 3082 MPA;33
VR;6945;TOPAS 10 EC LT.1-CLP-;40
VR;6945;TOPAS 10 EC x 0,25 lt;6,5
VR;6945;TOPAS 10 EC x 1 lt;55
VR;6945;TOPAS 10EC;1,5
VR;6945;TOPAS 10EC ML.250-CLP-;7
VR;6955;METACID;11,5
VR;6956;TARGA FLO;219
VR;6956;TARGA FLO LT.1-CLP-;123
VR;6956;TARGA FLO LT.5-CLP-;80
VR;6956;TARGA FLO x 1 lt;50
VR;6978;;225
VR;6978;BETTER 400;135
VR;6978;BETTER 400 LT.5;5
VR;6978;BETTER 400 LT.5-CLP-;90
VR;6978;BETTER 400 x 5 lt;35
VR;7020;BAGNANTE CIFO;1.019,00
VR;7053;;10
VR;7053;PASTA CAFFARO NC;115
VR;7055;;117
VR;7055;PASTA CAFFARO BLU;1.298,00
VR;7055;PASTA CAFFARO BLU LT.17,5-CLP-;105
VR;7101;LIMAVAL;130
VR;7101;LIMAVAL KG. 5;10
VR;7368;;745
VR;7368;TURFENE L;20,4
VR;7368;TURFENE L  x 1 lt;10
VR;7368;TURFENE L x 1 lt;144
VR;7369;BAYER SYLLIT FLO 250 ML;21,5
VR;7369;SYLIT FLO;0,8
VR;7369;SYLLIT FLO;80
VR;7369;SYLLIT FLO 200 ML;33
VR;7369;SYLLIT FLOW;15
VR;7369;SYLLIT FLOW ML 20;0,08
VR;7369;SYLLIT FLOW ML 250 ML **;13
VR;7370;TETRASOL LIQUIDO;5.720,00
VR;7379;;38,5
VR;7379;VENZAR;63,5
VR;7379;VENZAR 0,5 KG **;1
VR;7379;VENZAR GR.500X10;1
VR;7379;VENZAR x 0,5 kg (Nuova Etich.);11,5
VR;7401;;550
VR;7401;POLTIGLIA CAFFARO 20 DF NEW;517,4
VR;7401;POLTIGLIA CAFFARO 20 DF NEW X KG.1;48
VR;7401;POLTIGLIA CAFFARO 20DF NEW KG.1-CLP;2
VR;7411;DIRAGER;243,8
VR;7411;DIRAGER ML. 500 FITOREGOLATORE;17
VR;7411;DIRAGER x 0,5 lt;6,05
VR;7454;ORMON AG COMPRESSE;2,7
VR;7454;ORMONE AG COMPRESSE;38,45
VR;7483;;131
VR;7483;DEVRINOL F;139
VR;7483;DEVRINOL F DA LT. 1x12;3
VR;7483;DEVRINOL F LT.5-CLP-;10
VR;7483;DEVRINOL F x 1 lt;207
VR;7483;DEVRINOL-F LT.1 -CLP-;44
VR;7515;GERMON BEWURZELUNGSPUDER H PER TALE;0,25
VR;7530;BIOLID E;20
VR;7530;BIOLID E. 5 LT;5
VR;7534;ROYAL MH;18.980,00
VR;7534;ROYAL MH L  x 20;20
VR;7534;ROYAL MH LT.20-CLP-;240
VR;7535;HIMALAYA;4.800,00
VR;7535;ROYAL MH 60  x 5;5
VR;7541;;18,5
VR;7541;APOLLO SC;64
VR;7541;APOLLO SC x 0,5 lt;31,5
VR;7541;APOLLO SC X LT. 0,500;0,5
VR;7543;ERBITOX COMBI x 1 lt;33
VR;7550;ZETA 80;4,9
VR;7555;KLARTAN 20 EW;90,62
VR;7555;KOL KLARTAN 20 EW DA 10 ML;0,15
VR;7555;KOL KLARTAN 20EW ML.100;1,5
VR;7555;KOL KLARTAN 20EW ML.50;1,3
VR;7597;ENERGIL 100 A;3
VR;7597;ENERGIL 100 A X 1;5
VR;7608;;110
VR;7608;DASKOR 440 EC;42
VR;7608;DASKOR DA LT. 1x12 (Xn);7
VR;7608;DASKOR REG.07608 LT.1-CLP-;760
