crop_code,crop_it,area_code,area_it,year,superficie_totale_ha,superficie_in_produzione_ha,produzione_raccolta_q,produzione_totale_q,resa_calculada_t_ha,dataflow,source_url
MAIZE,mais,ITC3,Liguria,2025,91,,5960,6160,6.55,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC3,Liguria,2026,83,,5810,5810,7.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC4,Lombardia,2024,115820,,12402643,12402643,10.71,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC4,Lombardia,2025,124998,,14816871,14816871,11.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC4,Lombardia,2026,122545,,14459186,14459186,11.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD1,Provincia Autonoma Bolzano / Bozen,2024,6,,420,420,7.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD1,Provincia Autonoma Bolzano / Bozen,2025,6,,420,420,7.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD1,Provincia Autonoma Bolzano / Bozen,2026,7,,490,490,7.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD2,Provincia Autonoma Trento,2024,346,,16250,16250,4.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD2,Provincia Autonoma Trento,2025,415,,17430,17430,4.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD2,Provincia Autonoma Trento,2026,370,,19500,19500,5.27,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD3,Veneto,2024,122909,,12022470,12382120,9.78,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD3,Veneto,2025,140425,,13745036,15187386,9.79,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD3,Veneto,2026,140425,,13340947,13740896,9.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD4,Friuli-Venezia Giulia,2024,33058,,1891645,1910752,5.72,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD4,Friuli-Venezia Giulia,2025,37108,,1987961,2008041,5.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD4,Friuli-Venezia Giulia,2026,37243,,4018892,4059487,10.79,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD5,Emilia-Romagna,2024,51408,,5084252,5129605,9.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD5,Emilia-Romagna,2025,59885,,5713497,5713497,9.54,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITD5,Emilia-Romagna,2026,57470,,5251218,5251218,9.14,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITDA,Trentino Alto Adige / Südtirol,2024,352,,16670,16670,4.74,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITDA,Trentino Alto Adige / Südtirol,2025,421,,17850,17850,4.24,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITDA,Trentino Alto Adige / Südtirol,2026,377,,19990,19990,5.3,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE1,Toscana,2024,6210,,505680,507740,8.14,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE1,Toscana,2025,4143,,323162,324170,7.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE1,Toscana,2026,4454,,364070,367640,8.17,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE2,Umbria,2024,4580,,406500,406500,8.88,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE2,Umbria,2025,3700,,334000,334000,9.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE2,Umbria,2026,3980,,362000,362000,9.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE3,Marche,2024,2351,,176141,176141,7.49,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE3,Marche,2025,2004,,146532,146532,7.31,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE3,Marche,2026,1739,,134697,134697,7.75,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE4,Lazio,2024,13225,,1131700,1164500,8.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE4,Lazio,2025,13092,,1121252,1161760,8.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITE4,Lazio,2026,14007,,1220565,1232500,8.71,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF1,Abruzzo,2024,7480,,611100,611100,8.17,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF1,Abruzzo,2025,7480,,614100,614100,8.21,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF1,Abruzzo,2026,9990,,660000,660000,6.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF2,Molise,2024,1250,,55000,55000,4.4,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF2,Molise,2025,1250,,55000,55000,4.4,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF2,Molise,2026,1250,,61100,61100,4.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF3,Campania,2024,12500,,885767,886767,7.09,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF3,Campania,2025,10750,,769300,769800,7.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF3,Campania,2026,10900,,787000,787000,7.22,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF4,Puglia,2024,820,,50100,51200,6.11,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF4,Puglia,2025,800,,48800,50000,6.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF4,Puglia,2026,610,,38300,40500,6.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF5,Basilicata,2024,821,,38450,38457,4.68,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF5,Basilicata,2025,821,,38450,38457,4.68,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF5,Basilicata,2026,880,,39504,40016,4.49,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF6,Calabria,2024,4123,,183588,186276,4.45,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF6,Calabria,2025,4123,,183123,185501,4.44,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITF6,Calabria,2026,4575,,224499,227026,4.91,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG1,Sicilia,2024,200,,10550,11550,5.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG1,Sicilia,2025,180,,11250,12250,6.25,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG1,Sicilia,2026,260,,13000,13400,5.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG2,Sardegna,2024,2415,,217196,217196,8.99,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG2,Sardegna,2025,2375,,212620,212620,8.95,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITG2,Sardegna,2026,2646,,240390,240390,9.09,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,IT,Italia,2024,76746,,48208652,49193795,62.82,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,IT,Italia,2025,81365,,54159407,55511121,66.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,IT,Italia,2026,90105,,60808583,61532808,67.49,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC1,Piemonte,2024,3257,,1620814,1620814,49.76,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC1,Piemonte,2025,4036,,2011178,2011178,49.83,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC1,Piemonte,2026,4027,,1870428,1870428,46.45,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC4,Lombardia,2024,8750,,4940730,4940730,56.47,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC4,Lombardia,2025,10011,,6627020,6627020,66.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITC4,Lombardia,2026,11001,,7285390,7285390,66.22,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD2,Provincia Autonoma Trento,2024,2,,500,500,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD2,Provincia Autonoma Trento,2025,3,,750,750,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD2,Provincia Autonoma Trento,2026,3,,100,100,3.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD3,Veneto,2024,2341,,1250460,1313005,53.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD3,Veneto,2025,2934,,1766895,1852241,60.22,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD3,Veneto,2026,2720,,1587284,1666648,58.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD5,Emilia-Romagna,2024,27232,,17049320,17175720,62.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD5,Emilia-Romagna,2025,28811,,20104036,20104036,69.78,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITD5,Emilia-Romagna,2026,28810,,21570316,21570316,74.87,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITDA,Trentino Alto Adige / Südtirol,2024,2,,500,500,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITDA,Trentino Alto Adige / Südtirol,2025,3,,750,750,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITDA,Trentino Alto Adige / Südtirol,2026,3,,100,100,3.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE1,Toscana,2024,2313,,1429370,1430370,61.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE1,Toscana,2025,2271,,1350040,1355040,59.45,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE1,Toscana,2026,2160,,1444660,1444710,66.88,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE2,Umbria,2024,211,,125625,125625,59.54,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE2,Umbria,2025,216,,130625,130625,60.47,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE2,Umbria,2026,221,,132625,132625,60.01,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE3,Marche,2024,8,,4150,4150,51.88,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE3,Marche,2025,15,,6850,6850,45.67,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE3,Marche,2026,5,,2870,2870,57.4,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE4,Lazio,2024,1757,,1455070,1465000,82.82,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE4,Lazio,2025,2027,,1644450,1655750,81.13,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITE4,Lazio,2026,1955,,1382050,1403800,70.69,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF1,Abruzzo,2024,1280,,585000,585000,45.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF1,Abruzzo,2025,1280,,625000,625000,48.83,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF1,Abruzzo,2026,1192,,576190,576190,48.34,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF2,Molise,2024,940,,561000,561000,59.68,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF2,Molise,2025,940,,560000,560000,59.57,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF2,Molise,2026,940,,560000,560000,59.57,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF3,Campania,2024,3720,,2197500,2232500,59.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF3,Campania,2025,3698,,2222400,2272400,60.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF3,Campania,2026,3750,,2357000,2357000,62.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF4,Puglia,2024,15370,,13607600,14337800,88.53,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF4,Puglia,2025,15470,,13697800,14877900,88.54,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF4,Puglia,2026,20730,,17889000,18480200,86.3,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF5,Basilicata,2024,2083,,1152725,1160563,55.34,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF5,Basilicata,2025,2083,,1152725,1160563,55.34,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF5,Basilicata,2026,2025,,1169912,1170753,57.77,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF6,Calabria,2024,2682,,1086390,1098620,40.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF6,Calabria,2025,2682,,1087140,1099270,40.53,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITF6,Calabria,2026,2791,,1208580,1231600,43.3,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG1,Sicilia,2024,4350,,717500,717500,16.49,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG1,Sicilia,2025,4400,,716300,716300,16.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG1,Sicilia,2026,7245,,1268500,1276500,17.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG2,Sardegna,2024,450,,424898,424898,94.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG2,Sardegna,2025,488,,456198,456198,93.48,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTP,pomodoro da trasformazione in piena aria,ITG2,Sardegna,2026,530,,503678,503678,95.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,IT,Italia,2024,17372,,5181914,5402903,29.83,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,IT,Italia,2025,17253,,5261734,5464882,30.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,IT,Italia,2026,17201,,5609200,5687181,32.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC1,Piemonte,2024,280,,124881,124881,44.6,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC1,Piemonte,2025,220,,111108,111108,50.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC1,Piemonte,2026,225,,91173,91173,40.52,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC3,Liguria,2024,128,,17730,17830,13.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC3,Liguria,2025,128,,16680,16780,13.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC3,Liguria,2026,135,,61325,61525,45.43,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC4,Lombardia,2024,152,,49986,49986,32.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC4,Lombardia,2025,154,,57264,57264,37.18,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITC4,Lombardia,2026,122,,45499,45499,37.29,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD2,Provincia Autonoma Trento,2024,5,,1600,1600,32.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD2,Provincia Autonoma Trento,2025,6,,1600,1600,26.67,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD2,Provincia Autonoma Trento,2026,7,,1750,1750,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD3,Veneto,2024,17,,5225,5530,30.74,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD3,Veneto,2025,14,,4178,4321,29.84,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD3,Veneto,2026,14,,3753,3885,26.81,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD4,Friuli-Venezia Giulia,2024,34,,9762,9860,28.71,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD4,Friuli-Venezia Giulia,2025,33,,9867,9966,29.9,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD4,Friuli-Venezia Giulia,2026,33,,11801,11920,35.76,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD5,Emilia-Romagna,2024,269,,142310,142310,52.9,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD5,Emilia-Romagna,2025,259,,146180,146180,56.44,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITD5,Emilia-Romagna,2026,236,,142228,142228,60.27,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
