crop_code,crop_it,area_code,area_it,year,superficie_totale_ha,superficie_in_produzione_ha,produzione_raccolta_q,produzione_totale_q,resa_calculada_t_ha,dataflow,source_url
BEETS,barbabietola da zucchero,ITE3,Marche,2024,2398,,1032404,1195803,43.05,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
BEETS,barbabietola da zucchero,ITE3,Marche,2025,2309,,939176,1039564,40.67,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,IT,Italia,2024,520314,,25629663,25820218,4.93,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,IT,Italia,2025,511242,,25108532,25243733,4.91,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,IT,Italia,2026,531743,,29568933,29723768,5.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC1,Piemonte,2024,72711,,3952285,3952285,5.44,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC1,Piemonte,2025,67887,,3878703,3878703,5.71,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC1,Piemonte,2026,74452,,3914208,3914208,5.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC2,Valle d'Aosta / Vallée d'Aoste,2024,5,,190,190,3.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC2,Valle d'Aosta / Vallée d'Aoste,2025,5,,190,190,3.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC2,Valle d'Aosta / Vallée d'Aoste,2026,8,,295,295,3.69,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC3,Liguria,2024,133,,4336,4336,3.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC3,Liguria,2025,130,,4240,4240,3.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC3,Liguria,2026,160,,5800,5800,3.62,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC4,Lombardia,2024,63103,,3253068,3253068,5.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC4,Lombardia,2025,53395,,3338405,3338405,6.25,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITC4,Lombardia,2026,56906,,3542966,3542966,6.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD1,Provincia Autonoma Bolzano / Bozen,2024,50,,1400,1400,2.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD1,Provincia Autonoma Bolzano / Bozen,2025,50,,1800,1800,3.6,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD1,Provincia Autonoma Bolzano / Bozen,2026,50,,2000,2000,4.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD2,Provincia Autonoma Trento,2024,58,,2360,2360,4.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD2,Provincia Autonoma Trento,2025,58,,2360,2360,4.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD2,Provincia Autonoma Trento,2026,49,,2000,2000,4.08,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD3,Veneto,2024,94672,,5089200,5191000,5.38,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD3,Veneto,2025,91220,,4794843,4890740,5.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD3,Veneto,2026,91220,,5834993,5951693,6.4,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD4,Friuli-Venezia Giulia,2024,11281,,334918,338301,2.97,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD4,Friuli-Venezia Giulia,2025,14223,,628003,634345,4.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD4,Friuli-Venezia Giulia,2026,14406,,798668,806736,5.54,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD5,Emilia-Romagna,2024,131521,,7806027,7806027,5.94,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD5,Emilia-Romagna,2025,130006,,6951861,6951861,5.35,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITD5,Emilia-Romagna,2026,131438,,9308576,9308576,7.08,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITDA,Trentino Alto Adige / Südtirol,2024,108,,3760,3760,3.48,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITDA,Trentino Alto Adige / Südtirol,2025,108,,4160,4160,3.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITDA,Trentino Alto Adige / Südtirol,2026,99,,4000,4000,4.04,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE1,Toscana,2024,27096,,867306,868456,3.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE1,Toscana,2025,30345,,967665,967780,3.19,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE1,Toscana,2026,34070,,1240279,1240344,3.64,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE2,Umbria,2024,28900,,1300000,1300000,4.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE2,Umbria,2025,31300,,1455000,1455000,4.65,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE2,Umbria,2026,31500,,1536000,1536000,4.88,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE3,Marche,2024,14161,,633006,633006,4.47,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE3,Marche,2025,17682,,757383,757383,4.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE3,Marche,2026,20346,,737576,737576,3.63,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE4,Lazio,2024,11560,,384080,391700,3.32,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE4,Lazio,2025,11180,,352380,361100,3.15,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITE4,Lazio,2026,11178,,413468,426700,3.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF1,Abruzzo,2024,22770,,738360,738360,3.24,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF1,Abruzzo,2025,22370,,718360,718360,3.21,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF1,Abruzzo,2026,23710,,954000,954000,4.02,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF2,Molise,2024,2700,,101100,101100,3.74,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF2,Molise,2025,2600,,87400,87400,3.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF2,Molise,2026,2700,,90800,90800,3.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF3,Campania,2024,15803,,504664,504664,3.19,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF3,Campania,2025,15520,,520850,520850,3.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF3,Campania,2026,15900,,539700,539700,3.39,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF4,Puglia,2024,7250,,164000,236700,2.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF4,Puglia,2025,6730,,154175,174500,2.29,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF4,Puglia,2026,6700,,161900,174000,2.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF5,Basilicata,2024,6925,,208560,208560,3.01,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF5,Basilicata,2025,6925,,208560,208560,3.01,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF5,Basilicata,2026,7328,,199205,199623,2.72,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF6,Calabria,2024,9227,,274536,278338,2.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF6,Calabria,2025,9227,,274036,277738,2.97,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITF6,Calabria,2026,9238,,274281,278433,2.97,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG1,Sicilia,2024,110,,1700,1800,1.55,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG1,Sicilia,2025,110,,3300,3400,3.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG1,Sicilia,2026,110,,3300,3400,3.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG2,Sardegna,2024,278,,8567,8567,3.08,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG2,Sardegna,2025,279,,9018,9018,3.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
COMMEAT,frumento tenero,ITG2,Sardegna,2026,274,,8918,8918,3.25,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,IT,Italia,2024,24680,,4639073,4718069,18.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,IT,Italia,2025,24693,,5120372,5192783,20.74,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,IT,Italia,2026,24651,,4733602,4800486,19.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC1,Piemonte,2024,3038,,538715,538715,17.73,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC1,Piemonte,2025,2943,,647664,647664,22.01,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC1,Piemonte,2026,2826,,484331,484331,17.14,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC2,Valle d'Aosta / Vallée d'Aoste,2024,1,,200,200,20.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC2,Valle d'Aosta / Vallée d'Aoste,2025,1,,200,200,20.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC2,Valle d'Aosta / Vallée d'Aoste,2026,1,,200,200,20.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC3,Liguria,2024,23,,810,833,3.52,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC3,Liguria,2025,23,,800,823,3.48,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC3,Liguria,2026,20,,638,658,3.19,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC4,Lombardia,2024,700,,86261,86261,12.32,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC4,Lombardia,2025,674,,98990,98990,14.69,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITC4,Lombardia,2026,658,,96240,96240,14.63,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD1,Provincia Autonoma Bolzano / Bozen,2024,4,,1000,1000,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD1,Provincia Autonoma Bolzano / Bozen,2025,4,,1000,1000,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD1,Provincia Autonoma Bolzano / Bozen,2026,4,,1000,1000,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD2,Provincia Autonoma Trento,2024,50,,10590,10590,21.18,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD2,Provincia Autonoma Trento,2025,50,,10590,10590,21.18,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD2,Provincia Autonoma Trento,2026,60,,13400,13400,22.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD3,Veneto,2024,2662,,430111,451680,16.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD3,Veneto,2025,2559,,481451,505510,18.81,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD3,Veneto,2026,2560,,504346,529564,19.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD4,Friuli-Venezia Giulia,2024,473,,84520,85374,17.87,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD4,Friuli-Venezia Giulia,2025,455,,120721,121940,26.53,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD4,Friuli-Venezia Giulia,2026,455,,32433,32760,7.13,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD5,Emilia-Romagna,2024,4286,,707664,707664,16.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD5,Emilia-Romagna,2025,4470,,757312,757312,16.94,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITD5,Emilia-Romagna,2026,4491,,763910,763910,17.01,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITDA,Trentino Alto Adige / Südtirol,2024,54,,11590,11590,21.46,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITDA,Trentino Alto Adige / Südtirol,2025,54,,11590,11590,21.46,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITDA,Trentino Alto Adige / Südtirol,2026,64,,14400,14400,22.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE1,Toscana,2024,73,,14530,14685,19.9,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE1,Toscana,2025,88,,15745,15905,17.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE1,Toscana,2026,91,,15855,15870,17.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE2,Umbria,2024,1,,100,100,10.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE2,Umbria,2025,1,,100,100,10.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE2,Umbria,2026,1,,100,100,10.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE3,Marche,2024,43,,4353,4353,10.12,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE3,Marche,2025,51,,5760,5760,11.29,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE3,Marche,2026,50,,5137,5137,10.27,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE4,Lazio,2024,9419,,1905760,1956000,20.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE4,Lazio,2025,9464,,2079720,2125500,21.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITE4,Lazio,2026,9467,,2067830,2106500,21.84,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF1,Abruzzo,2024,168,,41349,41349,24.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF1,Abruzzo,2025,168,,42349,42349,25.21,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF1,Abruzzo,2026,185,,41000,41000,22.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF2,Molise,2024,30,,6210,6210,20.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF2,Molise,2025,30,,6510,6510,21.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF2,Molise,2026,30,,6510,6510,21.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF3,Campania,2024,1463,,254000,256000,17.36,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF3,Campania,2025,1468,,295100,295100,20.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF3,Campania,2026,1468,,296600,296600,20.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF4,Puglia,2024,142,,33600,35420,23.66,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF4,Puglia,2025,137,,35000,35380,25.55,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF4,Puglia,2026,165,,40230,41540,24.38,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF5,Basilicata,2024,454,,75840,76050,16.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF5,Basilicata,2025,454,,75840,76050,16.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF5,Basilicata,2026,472,,79114,79336,16.76,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF6,Calabria,2024,1579,,434640,434965,27.53,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF6,Calabria,2025,1579,,434440,434780,27.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITF6,Calabria,2026,1585,,275728,276630,17.4,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITG1,Sicilia,2024,71,,8820,10620,12.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITG1,Sicilia,2025,74,,11080,11320,14.97,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
KIWI,kiwi,ITG1,Sicilia,2026,62,,9000,9200,14.52,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,IT,Italia,2024,495354,,49244977,49709742,9.94,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,IT,Italia,2025,540945,,55111196,56620427,10.19,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,IT,Italia,2026,530296,,54376129,54837817,10.25,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC1,Piemonte,2024,115746,,13549475,13549475,11.71,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC1,Piemonte,2025,127293,,14965982,14965982,11.76,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC1,Piemonte,2026,116856,,13134511,13134511,11.24,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC2,Valle d'Aosta / Vallée d'Aoste,2024,6,,450,450,7.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC2,Valle d'Aosta / Vallée d'Aoste,2025,6,,450,450,7.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC2,Valle d'Aosta / Vallée d'Aoste,2026,6,,450,450,7.5,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
MAIZE,mais,ITC3,Liguria,2024,80,,5600,5600,7.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
