Prodotti fitosanitari venduti nell'anno 2019 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
RO;11173;;275,00
RO;11173;AVAUNT EC;1.925,00
RO;11183;PROGERBALIN LG;93,50
RO;11185;GERLAGIB LG;28,00
RO;11196;SULFAR;4.070,00
RO;11206;;302,50
RO;11206;CODACIDE;3.546,00
RO;11233;SPORAMIL M;17,00
RO;11243;;2.527,00
RO;11243;LEOPARD 5 EC;8.738,00
RO;11252;CONTANS WG;4,00
RO;11253;;10,00
RO;11253;CALLISTO;253,00
RO;11257;COSTAR WG;0,75
RO;11258;;430,00
RO;11258;FAZOR STAR;20,00
RO;11301;SPHERE;22,00
RO;11301;SPHERE SC;40,00
RO;11303;CHAMP DP;90,00
RO;11341;STARANE GOLD;220,00
RO;11341;STARANE GOLD LT. 1;17,00
RO;11353;;10,00
RO;11353;FUSILADE MAX;817,00
RO;11359;SARCAP 800;3.410,00
RO;11360;;9,50
RO;11360;GRIP 25;2,00
RO;11382;;15,00
RO;11382;GARDENE PLUS;263,00
RO;11393;BEETLE;76,00
RO;11396;WIRK;1,00
RO;11416;;340,00
RO;11427;AGRIGOLF GOLD;3,00
RO;11448;KICKER;55,00
RO;11449;;9.213,00
RO;11449;GARDOPRIM GOLD;70,00
RO;11479;BRANCHER DIRADO;221,00
RO;11497;;584,00
RO;11499;BUSTER;52,00
RO;11500;CAPTHENE 80 WDG;75,00
RO;11505;READY GERMIPLUS;35,00
RO;11523;SEPRADINA 400 SC;1,00
RO;11525;FUNGIDINA 400 SC;7,00
RO;11526;;184,00
RO;11526;SULTAN;669,00
RO;11561;;131,30
RO;11561;NEEMAZAL T/S;245,33
RO;11561;NEEMAZAL T/S PFnPE;2,25
RO;11569;CUPROXAT S.D.I.;530,00
RO;11587;CAMBEL S;29,00
RO;11596;;18,00
RO;11596;CALYPSO;732,50
RO;11611;VYDATE 10L;130,00
RO;11619;TIOFLOR WDG;264,50
RO;11649;;139,00
RO;11649;COMMAND 36 CS;375,00
RO;11649;COMMAND 36 CS LT. 1;3,00
RO;11653;;294,00
RO;11653;FOLIO GOLD;5,00
RO;11653;FOLIO GOLD 537,5;6,00
RO;11653;FOLIO GOLD 537,5 SC;502,00
RO;11654;GRIZZLY EC;3,00
RO;11660;SHOGUN;716,00
RO;11668;;0,25
RO;11668;PLENUM 50 WG;22,75
RO;11690;GOAL 480 SC;8,00
RO;11693;;51,00
RO;11693;LASER;261,25
RO;11701;BOTANIGARD SE;100,00
RO;11711;;1.410,00
RO;11732;;189,00
RO;11732;ALLEATO 80 WG;577,00
RO;11735;DELICIA CONTRA-LUMACHE;26,80
RO;11752;ENVIDOR 240 SC;107,50
RO;11760;POLITHIOL;4.620,00
RO;11788;;15,00
RO;11788;NEMACUR 240 CS;20,00
RO;11789;;2.047,00
RO;11789;MANAGER;306,00
RO;11794;;12,75
RO;11794;PRESSING 500;60,75
RO;11802;TETRACAP 80 DG;848,00
RO;11814;;20,00
RO;11814;SPADA 200 EC;155,00
RO;11862;LOBBY;372,00
RO;11866;AGRO-OIL PFnPE;8,00
RO;11931;MANZEB 75 WG;25,00
RO;11944;ASPECT;735,00
RO;11991;NEEMIK TEN;1.701,00
RO;12010;;702,00
RO;12010;TUAREG;4.021,00
RO;12010;TUAREG LT. 1;10,00
RO;12010;TUAREG LT. 5;10,00
RO;12020;SUCCESS;1,82
RO;12020;SUCCESS PFnPE;1,04
RO;12020;SUCCESS PSnPE;0,15
RO;12023;MEGIC 240;247,00
RO;12037;;15,00
RO;12040;BORDOFLOW;1,00
RO;12043;;1,00
RO;12043;PREVICUR ENERGY;374,00
RO;12048;TIOSOL 80 WG;178,00
RO;12048;TIOSOL 80 WG PFnPE;6,50
RO;12067;CIPER;317,00
RO;12068;;10,00
RO;12068;TEFLUSTAR;14.884,00
RO;12068;TEFLUSTAR  PFnPE;24,00
RO;12068;TEFLUSTAR PFnPE;140,00
RO;12090;MICROSED GEO;13.060,00
RO;12096;;2.625,00
RO;12096;POLTIGLIA DISPERSS;21.927,00
RO;12100;;435,00
RO;12100;ASSET;3.427,00
RO;12113;VIRGO;2,00
RO;12114;;7,00
RO;12114;AUXIGER LG;152,00
RO;12115;BARRACUDA;108,00
RO;12133;JUVINAL GOLD;40,00
RO;12138;R6 ERRESEI TREVI;49,00
RO;12170;;145,00
RO;12170;HELIOCUIVRE;20,00
RO;12172;;6,00
RO;12174;V.I.P. FLOW;45,00
RO;12202;;33,00
RO;12212;;160,00
RO;12212;PENTHIUM EC;189,00
RO;12225;;48,69
RO;12225;TEPPEKI;139,04
RO;12225;TEPPEKI PFnPE;2,05
RO;12243;MANTIR DG;2.820,00
RO;12263;VONDOZEB DG;260,00
RO;12285;FORUM GOLD;54,00
RO;12315;ORTIVA HOBBY PFnPE;2,40
RO;12319;;11,00
RO;12319;KRONOS;87,00
RO;12323;VEBIZOLFO WG PFnPE;2,00
RO;12325;MESUROL M PLUS;50,50
RO;12325;MESUROL M PLUS PFnPE;220,50
RO;12344;VEBITHRIN 5 EC;20,10
RO;12344;VEBITHRIN 5 EC PFnPE;15,60
RO;12361;;4,00
RO;12361;ALGEDI;16,80
RO;12368;;2,50
RO;12368;CARPOSTOP;273,00
RO;12375;SUGAR 500 SC;4.699,00
RO;12376;FITAGIL;10,00
RO;12381;;8,00
RO;12383;;70,00
RO;12383;RIDOMIL GOLD MZ PEPITE;284,00
RO;12385;ARMETIL COBRE SC;5,00
RO;12395;;31,00
RO;12395;CUTRIL TOP;2.368,00
RO;12399;;1,00
RO;12437;;328,00
RO;12437;DELAN 70 WG;1.451,00
RO;12452;;260,00
RO;12452;EQUIP;2.981,00
RO;12452;EQUIP LT. 1;11,00
RO;12452;EQUIP LT. 5;10,00
RO;12453;;360,00
RO;12482;;1.645,00
RO;12482;LUMAX;22.890,00
RO;12489;DIFCOR 250;20,00
RO;12491;CIPERTHRIN PLUS;12,00
RO;12493;MANCOZEB PLUS 75 WG;25,00
RO;12504;FLOWBRIX;88,00
RO;12514;;55,00
RO;12514;VIPER;335,00
RO;12522;METRO;109,00
RO;12526;ALIETTE ORTO E GIARDINO PFnPE;12,25
RO;12534;;30,25
RO;12534;FOXTAIL;58,25
RO;12534;FOXTAIL  PFnPE;2,75
RO;12534;FOXTAIL PFnPE;4,60
RO;12538;;57,00
RO;12538;MYSTIC 25 WG;276,00
RO;12538;MYSTIC 25 WG KG. 1;31,00
RO;12540;;17,00
RO;12540;REGRAN EXTRA;24,00
RO;12566;PYGANIC 1.4;5,85
RO;12566;PYGANIC 1.4 PFnPE;2,55
RO;12568;SPRINTEX NEW L;3,25
RO;12573;;1,00
RO;12573;EKO OIL SPRAY;0,75
RO;12590;;1.260,00
RO;12590;DIASTAR MAXI;7.620,00
RO;12598;;38,15
RO;12598;GRANSTAR POWER SX;30,52
RO;12622;QUANTUM;18,00
RO;12622;QUANTUM PFnPE;4,00
RO;12627;DANADIM 400 ST;415,00
RO;12628;;74,00
RO;12628;SERENADE MAX;393,00
RO;12642;TRATON SX;10,38
RO;12647;GLITTER;145,00
RO;12654;;0,50
RO;12661;NEXOL 10 WG;189,00
RO;12662;METAFOL 700 SC;135,00
RO;12671;;24,80
RO;12671;HARMONY 50 SX;82,20
RO;12671;HARMONY 50 SX GR. 20;0,20
RO;12671;HARMONY 50 SX GR. 50;0,05
RO;12678;CERALL;400,00
RO;12692;;0,50
RO;12706;;4,65
RO;12706;PERMIT;0,15
RO;12722;;29,50
RO;12734;JUPITER R DF;8,00
RO;12737;AIRONE PIU';2.479,00
RO;12747;RAMETTE PFnPE;4,60
RO;12748;;99,00
RO;12756;DICOTEX;11,60
RO;12759;;300,00
RO;12759;OSSICLOR 35 WG;122,50
RO;12759;OSSICLOR 35 WG PFnPE;56,00
RO;12761;;14,00
RO;12768;SPINTOR FLY;1,00
RO;12770;;1,00
RO;12770;ALAR 85 GOLD;17,00
RO;12779;;444,00
RO;12779;RAMEDIT COMBI WG;52,00
RO;12784;;100,00
RO;12784;CERCOBIN WG;410,00
RO;12788;ADIGOR;50,00
RO;12790;IMPACT 250 SC;60,00
RO;12806;;343,00
RO;12806;FEDOR;1.577,00
RO;12813;;36,00
RO;12813;MIRADOR XTRA;1.684,00
RO;12828;;2,00
RO;12828;SITOFEX;40,00
RO;12837;;515,00
RO;12837;ARIUS SYSTEM PLUS;25,00
RO;12840;SUCCESSOR 600;115,00
RO;12844;CHECKMATE OFM-F;5,46
RO;12847;EAGLE;15,65
RO;12849;BEMPROP PRO LT. 1;2,00
RO;12849;BENPROP PRO;44,00
RO;12857;;8,50
RO;12857;PROREX;314,50
RO;12858;;1,00
RO;12859;;0,50
RO;12859;BORNEO;28,50
RO;12859;BORNEO PFnPE;0,36
RO;12862;;19,00
RO;12862;CANTUS;344,00
RO;12866;;7,00
RO;12866;COLLIS;52,00
RO;12868;;74,00
RO;12868;BELLIS;527,00
RO;12869;;418,00
RO;12869;SIGNUM;2.385,00
RO;12869;SIGNUM KG. 1;3,00
RO;12878;FOLPAN GOLD;1.049,00
RO;12883;PROSPER 300 CS;101,00
RO;12886;;115,00
RO;12886;KARATHANE STAR;289,00
RO;12888;;10,00
RO;12888;LEPINOX PLUS;157,00
RO;12904;BRAITEX;2,00
RO;12916;SACRON 45 W;17,00
RO;12916;SACRON 45 WG;35,00
RO;12924;JUPITER WG;18,00
RO;12933;;76,00
RO;12933;MOXYL 20 WP;48,00
RO;12940;;548,00
RO;12940;KARATE ZEON 1.5;1.978,00
RO;12960;STARPROP;19,00
RO;12961;;2,00
RO;12972;;2.440,00
RO;12972;GLYFOS DAKAR;19.530,00
RO;12994;VIVER ELITE WG;600,00
RO;13012;;50,00
RO;13018;GONDOR;10,00
RO;13020;MICRORAM 35 WG;6.279,25
RO;13025;MYSTIC 250 EW;26,00
RO;13049;SULCOGAN;39,00
RO;13061;;122,00
RO;13061;BIOBIT DF;31,00
RO;13062;;48,00
RO;13062;DIPEL DF;0,28
RO;13063;REGULEX 10 SG;1,30
RO;13064;VITENE ULTRA SC;71,00
RO;13065;DOMARK 125;1.326,00
RO;13076;BRAITEX  PRO;33,00
RO;13084;;16,00
RO;13084;TELDOR PLUS;45,20
RO;13084;TELDOR PLUS PFnPE;0,50
RO;13093;;622,00
RO;13093;STOMP AQUA;4.434,00
RO;13093;STOMP AQUA LT. 1;4,00
RO;13095;;2,00
RO;13095;DIRA-MAX LG;13,00
RO;13098;;56,00
RO;13098;ROUNDUP POWER 2.0;17.710,50
RO;13098;ROUNDUP POWER 2.0 lt. 20;300,00
RO;13098;ROUNDUP POWER 2.0 lt. 5;95,00
RO;13098;ROUNDUP POWER 2.0 PFnPE;859,50
RO;13098;ROUNDUP POWER 2.0 PFnPE LT. 0,500;56,00
RO;13104;ALGOR PLATIN;310,00
RO;13106;;2.036,00
RO;13108;CURAME BORDEAUX;270,50
RO;13108;CURAME BORDEAUX PFnPE;34,50
RO;13111;;2,00
RO;13111;THIOCUR FORTE;105,00
RO;13116;MEDOR 35 CLASS;80,00
RO;13120;;102,00
RO;13120;MYSTIC 430 SC;759,00
RO;13126;;1.096,00
RO;13126;CABRIO DUO;1.683,00
RO;13128;;15,00
RO;13128;GOLTIX 50 WG;586,00
RO;13138;SYSTHANE 2,5 EC PLUS;430,00
RO;13143;;402,00
RO;13143;MEZENE WG;397,00
RO;13149;;1.515,00
RO;13149;POLTIGLIA MANICA 20 WG;1.091,00
RO;13150;CURAME 25 WG;80,00
RO;13152;OPTIX R DISPERSS;72,00
RO;13153;BANVEL S;80,00
RO;13154;MONDAK 480 S;4,00
RO;13156;CAMBEL 480 S;1.061,00
RO;13158;REMEDIER;37,00
RO;13158;REMEDIER PFnPE;2,00
RO;13160;;95,00
RO;13160;FORUM TOP;10,00
RO;13167;POMARSOL 80 WG;130,00
RO;13168;;5.185,00
RO;13168;LAUDIS;9.043,00
RO;13168;LAUDIS LT. 1;29,00
RO;13168;LAUDIS LT. 5;20,00
RO;13186;;6,40
RO;13186;TITUS MAIS EXTRA;2,72
RO;13205;;100,00
RO;13211;ZOLFO VENTILATO SCORREVOLE 96%;250,00
RO;13213;;20,00
RO;13213;R6 ERRESEI ALBIS;328,00
RO;13218;;10,00
RO;13218;FINALSAN PLUS;460,00
RO;13225;;25,00
RO;13236;BULLET;296,00
RO;13242;NICOGAN V.O.;2.654,00
RO;13242;NICOGAN V.O. LT. 1;5,00
RO;13244;;25,00
RO;13244;ZOLFO VENTILATO STELLA;15,00
RO;13252;PLAYER 250 SC;67,00
RO;13254;PLAYER 25 WG;330,00
RO;13263;BORDORAM 20 WG PFnPE;3,50
RO;13267;IMPERO;60,00
RO;13285;;249,00
RO;13299;MAGIO';649,00
RO;13307;BERLINA;2,00
RO;13313;;20,00
RO;13313;CASPER;48,00
RO;13323;SULFY 80 WDG PFnPE;21,00
RO;13324;CUPRIZOL S;3,25
RO;13327;;128,40
RO;13327;GRANSTAR ULTRA SX;154,35
RO;13329;OMNEX 10 EC;134,00
RO;13332;VIP;2,00
RO;13335;DUPLOSAN KV;3,00
RO;13356;AGRIZOLE;1,00
RO;13361;DECIS ENERGY O-TEQ;1,00
RO;13367;DIVO;919,00
RO;13370;WARRANT 200 SL;81,00
RO;13378;ORTIVA TOP;4,00
RO;13382;;78,00
RO;13382;PERGADO SC;150,50
RO;13386;;108,00
RO;13386;PROSARO;5.893,00
RO;13387;;55,65
RO;13387;FLORAMIX;253,34
RO;13389;;1.023,00
RO;13389;AFFIRM;5.176,00
RO;13391;;667,00
RO;13391;CYTHRIN 50 EC;103,90
RO;13391;CYTHRIN 50 EC PFnPE;11,04
RO;13402;LUMA-KL;75,00
RO;13409;SILFUR WG;10,00
RO;13410;FRUTTENE 76 WG;3,00
RO;13447;HELMSTAR 75 WG;5,32
RO;13447;HELMSTAR 75 WG GR. 10;1,19
RO;13451;SPARVIERO;46,00
RO;13455;;8,00
RO;13455;ANTIGRAM GOLD;2.954,00
RO;13466;;170,00
RO;13466;SPOTLIGHT PLUS;561,00
RO;13468;CLINER;0,25
RO;13471;NICOZEA OD;83,00
RO;13472;ALIEN;7,00
RO;13486;JUDO;340,00
RO;13489;;342,50
RO;13489;CYMBAL;134,00
RO;13500;CIPREN 10 WG;0,40
RO;13540;QUASAR R FLOW;53,00
RO;13552;ZOLVIS 80 SECTOR;451,00
RO;13552;ZOLVIS 80 SECTOR PFnPE;218,50
RO;13560;FORZA;1.331,00
RO;13576;;49,50
RO;13576;RAMEPLANT WG;104,80
RO;13576;RAMEPLANT WG PFnPE;60,00
RO;13578;RAME CAFFARO BLU WG NEW;90,00
RO;13585;SOLOFOL;25,00
RO;13586;;13,50
RO;13586;VERDERAME 20 WG;12,00
RO;13586;VERDERAME 20 WG PFnPE;18,50
RO;13592;;1.135,00
RO;13592;VOLARE;177,00
RO;13635;POLTIGLIA 20 PB MANICA;157,00
RO;13639;ACRAMITE 480 SC;2,75
RO;13648;;2.479,00
RO;13648;SIARAM 20 WG;20,00
RO;13667;AFIDANE 200 SL;1,00
RO;13687;BURT;9,00
RO;13689;;8,50
RO;13689;FLINT MAX;19,00
RO;13691;TRIDAN COMBI T;20,00
RO;13693;BACILLUS CHEMIA;18,00
RO;13693;BACILLUS CHEMIA PFnPE;2,40
RO;13698;VIVANDO;49,00
RO;13700;ATLANTIS PRO;63,00
RO;13701;MAROX PRIME SX;9,00
RO;13701;RUBIN SX;0,20
RO;13709;U 46 PRATI;137,00
RO;13716;CAPTAN ARVESTA 80 WG;1.020,00
RO;13719;THIAMON 80 PLUS;1.600,00
RO;13736;;38,25
RO;13736;TRACE;228,75
RO;13736;TRACE LT. 0,750;12,75
RO;13741;;250,00
RO;13741;SELECTA DISPERSS;259,00
RO;13742;PERGADO MZ;10,00
RO;13753;GAL-GONE;249,00
RO;13765;SHERPA 100 EW;4,00
RO;13771;;239,00
RO;13771;NIMROD 250 EW;456,25
RO;13787;RIVIERA R;81,00
RO;13789;PRIMERO;278,00
RO;13792;STABILAN;37,00
RO;13794;;1.439,00
RO;13794;SPADA WDG;1.124,00
RO;13796;CELL;141,00
RO;13809;;12.080,00
RO;13809;FORCE ULTRA;18.710,00
RO;13812;NOTO 40 OD;2.588,00
RO;13815;TUTOR 18-15;2,20
RO;13820;BAYTEROID 25 EC;255,00
RO;13820;BAYTEROID 25 EC LT. 1;2,00
RO;13823;;46,00
RO;13823;ALVERDE;381,00
RO;13841;;2.240,00
RO;13841;FOCUS ULTRA;9.856,00
RO;13841;FOCUS ULTRA LT. 1;2,00
RO;13841;FOCUS ULTRA LT. 5;20,00
RO;13852;DIQUA;200,00
RO;13877;KITT PRONTO;2,50
RO;13885;;37,00
RO;13885;MICROCOPP NEUTRO FL;520,00
RO;13888;FANTIC F NC WG;39,00
RO;13905;;155,00
RO;13905;BANJO;961,00
RO;13913;ORIUS P;265,00
RO;13925;;0,50
RO;13926;SPONSOR;3,50
RO;13930;MARINS 200 CLASS;489,00
RO;13955;MITIGREEN;1.480,00
RO;13981;;225,40
RO;13981;CORAGEN;2.095,70
RO;13981;CORAGEN ML. 300;0,30
RO;13983;HUSSAR MAXX PRO;432,00
RO;13998;PYRUS 400 SC;115,00
RO;14005;;1.720,00
RO;14005;CLORTOSIP 500 SC;6.347,00
RO;14005;CLORTOSIP 500 SC *;55,00
RO;14005;CLORTOSIP 500 SC LT. 1;11,00
RO;14005;CLORTOSIP 500SC;165,00
RO;14021;BREK DUO;410,00
RO;14024;PERFIL 10 WP;3,50
RO;14058;;235,50
RO;14058;FEINZIN 70 DF;1.367,55
RO;14058;FEINZIN 70 DF GR. 250;3,75
RO;14061;TRIANUM-P;1,00
RO;14062;;37,00
RO;14062;ZOXIUM 240 SC;94,00
RO;14074;TRINEX 250 EW;0,50
RO;14077;;20,00
RO;14077;CHAMP 20 DF;18,00
RO;14093;ANTARKTIS;14,00
RO;14098;;1.950,00
RO;14099;ASPOR WDG;500,00
RO;14101;;2.809,00
RO;14101;CARAMBA;315,00
RO;14101;CARAMBA LT. 1;10,00
RO;14102;;490,00
RO;14102;BORDOFLOW NEW;100,00
RO;14107;MICROBAGNABILE SC;20,00
RO;14109;NICOSH;26,00
RO;14122;KATAR;313,00
RO;14134;FINY;4,70
RO;14135;GRENADIER 75 DF;0,24
RO;14136;OBERON;20,50
RO;14137;;88,00
RO;14137;ALTACOR;119,90
RO;14154;PIRETRO ACTIGREEN PFnPE;1,32
RO;14155;;350,00
RO;14156;;109,00
RO;14156;CURZATE R WG;178,00
RO;14164;TRIKA ZETA;30,00
RO;14165;;2.790,00
RO;14165;NANDO MAXI;2.576,00
RO;14166;;73,00
RO;14166;ZETOR;1.407,00
RO;14169;PERGADO R;100,00
RO;14178;TRI-BASE;34,00
RO;14182;;80,00
RO;14182;ARES 25 WG;3.553,00
RO;14182;ARES 25 WG KG. 1;6,00
RO;14193;SARMOX 45 DG;89,00
RO;14195;;501,00
RO;14195;KENDO WITH ZEON TECHNOLOGY;8,00
RO;14204;75A;2.909,00
RO;14208;;208,00
RO;14208;RELDAN LO;1.682,00
RO;14210;;12,00
RO;14210;EVURE;7,00
RO;14214;;12,00
RO;14214;RAPSAN 500 SC;236,00
RO;14232;CYTHRIN MAX;18,50
RO;14245;GOLEM;11,00
RO;14245;THIRAS;6,75
RO;14262;GREENEX NF;60,18
RO;14262;GREENEX NF PFnPE;1,69
RO;14273;NIFURON;9,00
RO;14281;BUCTRIL UNIVERSAL;8,00
RO;14290;KOHINOR 200 SL;3,08
RO;14294;;0,60
RO;14294;EXECUTIVE;2,70
RO;14323;;43,00
RO;14323;BELPROMEC;316,00
RO;14336;NEMATHORIN 150 EC;10,00
RO;14375;LION 5 EC;3.017,00
RO;14375;LION 5 EC LT. 1;2,00
RO;14375;LION 5 EC LT. 5;40,00
RO;14380;CLORMET;8,00
RO;14387;NERVURE SUPER;240,00
RO;14405;;25,00
RO;14405;MERLIN FLEXX;1.830,00
RO;14405;MERLIN FLEXX LT. 2;34,00
RO;14406;LEIMAY;13,50
RO;14407;RUNWAY;5,00
RO;14409;;148,00
RO;14409;MOVENTO 48 SC;3.864,00
RO;14414;;2,55
RO;14414;DUSTY PFnPE;31,20
RO;14418;PULSAR 40 SL;519,00
RO;14423;PRIMISOL 80 WDG;10,00
RO;14426;;50,00
RO;14426;GEODIS;325,00
RO;14431;;8,00
RO;14431;LENTAGRAN 45 WP;192,00
RO;14432;METRIC;97,00
RO;14472;PARTNER EC;722,00
RO;14479;;23.550,00
RO;14479;SCHERMO 0.5 G;41.840,00
RO;14523;CARPO 600;68,00
RO;14525;;7,00
RO;14543;;21,00
RO;14543;FLUIZOL;92,00
RO;14559;AGREE WG;176,00
RO;14575;TRIMMER SX;12,25
RO;14576;CUTRIL EVO;480,00
RO;14577;;180,00
RO;14577;FORUM R 3B;547,00
RO;14579;RAMIN 30 DF;93,00
RO;14582;FENGIB;5,00
RO;14636;;1.128,00
RO;14636;BIOLID UP;3.395,00
RO;14638;;520,00
RO;14638;NETOR;315,00
RO;14642;;516,00
RO;14642;RIDOMIL GOLD R WG;3.666,00
RO;14643;CENTIUM 36 CS;63,00
RO;14663;ACCEL 40 SG;0,10
RO;14664;;0,02
RO;14664;BERELEX 40 SG;37,73
RO;14683;GIB-BIO;1,55
RO;14684;;10,00
RO;14684;SUPERBO;4.856,00
RO;14685;;10,00
RO;14687;;83,00
RO;14687;QUAD-GLOB 200 SL;224,00
RO;14692;;57,00
RO;14697;;103,00
RO;14697;ENERVIN DUO;143,00
RO;14699;;11,00
RO;14699;GEOXE;224,50
RO;14728;CELIO;91,00
RO;14735;;42,00
RO;14735;RANMAN TOP;226,50
RO;14737;;1.250,00
RO;14737;ROUNDUP PLATINUM;26.920,50
RO;14737;ROUNDUP PLATINUM LT. 1;16,00
RO;14737;ROUNDUP PLATINUM LT. 15;150,00
RO;14737;ROUNDUP PLATINUM LT. 5;30,00
RO;14737;ROUNDUP PLATINUM PFnPE;622,50
RO;14739;DECIS PROTECT;24,00
RO;14739;DECIS PROTECT PFnPE;26,00
RO;14759;SULCOCAP;3,00
RO;14760;RASIKAL PRO PFnPE;143,50
RO;14764;SLUXX;27,50
RO;14765;ELUMIS;1.592,00
RO;14769;COMET 250 EC;702,00
RO;14772;BANDERA;105,00
RO;14785;DRISCOLL;5,93
RO;14785;DRISCOLL PFnPE;12,03
RO;14794;AVALON SC;909,00
RO;14799;AFLOR 200 SL;0,20
RO;14812;;79,00
RO;14812;ENERVIN TOP;25,00
RO;14815;;676,00
RO;14815;ADENGO;3.026,00
RO;14815;ADENGO LT. 2;8,00
RO;14819;VALIS M;483,00
RO;14830;CUPROFIX ULTRA DISPERSS;235,00
RO;14836;BARBARIAN BIOGRADE 360 PFnPE;219,00
RO;14837;GLIFOSAR FLASH;10.880,00
RO;14837;GLIFOSAR FLASH PFnPE;10,00
RO;14838;BARCLAY GALLUP BIOGRADE 360;1.160,00
RO;14845;;2,00
RO;14845;MYSTIC PLUS S;3,00
RO;14846;AVALON 250 EW;275,00
RO;14854;KARAMAT M;3,00
RO;14867;;1,00
RO;14867;SYNERO;17,00
RO;14872;;2,50
RO;14872;BELLIS DRUPACEE;106,00
RO;14876;;2,00
RO;14879;;4,65
RO;14879;LONTREL 72 SG;14,85
RO;14884;;99,00
RO;14884;CORUM;8.966,00
RO;14884;CORUM LT. 1;7,00
RO;14884;CORUM LT. 5;20,00
RO;14891;;340,00
RO;14891;TRICO;1,00
RO;14895;;3,00
RO;14895;LANNATE 20 SL;51,00
RO;14895;LANNATE 20SL;221,00
RO;14897;;229,00
RO;14897;FLUROSTAR 200;202,00
RO;14897;FLUROSTAR 200  LT. 1;3,00
RO;14898;POLECI;56,00
RO;14900;KENKIO;240,00
RO;14909;NURELLE 5;8,00
RO;14919;EMERALD 125 PFnPE;1,25
RO;14935;;1.555,00
RO;14935;TIMELINE TRIO;1.157,00
RO;14936;AMPLIGO;841,50
RO;14940;;10,50
RO;14940;TAKUMI;0,65
RO;14944;FLUXYR 200 EC;309,00
RO;14947;TRUSTEE 450 PFnPE;4,00
RO;14950;BONI PROTECT;3,00
RO;14967;TIPTOR ULTRA;1.000,00
RO;14972;DICARZOL 50 SP;83,00
RO;14974;BELEM 0.8 MG;672,00
RO;14986;;685,00
RO;14986;OPERA NEW;5.495,00
RO;15005;;43,00
RO;15005;FONTELIS;241,00
RO;15008;LBG - 01F34;32,00
RO;15013;NATRIA LUMACHICIDA;6,00
RO;15013;NATRIA LUMACHICIDA PFnPE;10,50
RO;15019;RIVIERA;8,00
RO;15020;CYFLUTREX;1.770,00
RO;15023;DERREX;80,00
RO;15024;;47,00
RO;15024;MESUROL 200 SC;846,00
RO;15034;;31,00
RO;15034;DICOPHAR;12,50
RO;15037;BREZZA;1,00
RO;15041;OPINION ECNA;13,50
RO;15047;R6 ERRESEI BORDEAUX WG;74,00
RO;15048;;40,00
RO;15049;;10,00
RO;15049;MODDUS;240,00
RO;15050;;5,00
RO;15050;VERTIMEC PRO;511,00
RO;15051;;2.920,00
RO;15051;KYLEO;10.282,00
RO;15052;KAIMO SORBIE;199,00
RO;15057;DICOTEX RTU;1,00
RO;15058;;11,88
RO;15058;PRINCIPAL MAIS;216,04
RO;15059;;85,00
RO;15059;DECIS EVO;2.058,75
RO;15059;DECIS EVO LT. 1;2,00
RO;15059;DECIS EVO ML. 250;1,00
RO;15062;;2,00
RO;15062;PIRAMAX  EC;11,00
RO;15063;NIMBLE;1,60
RO;15070;OS-169;19,00
RO;15071;;1,00
RO;15071;EVOLUTION;183,00
RO;15083;;150,00
RO;15093;;1.398,00
RO;15093;CENTURIO;476,00
RO;15096;GLIPHOGAN TOP CL;72,50
RO;15096;GLIPHOGAN TOP CL PFnPE;2.733,50
RO;15101;CIMORAM ULTRA WG;24,00
RO;15111;MIRADOR SC;102,00
RO;15115;;6,00
RO;15122;ACTELLIC 50 NEWPHARM;11,00
RO;15123;ALTAIR 2,5 EC;1,00
RO;15124;ZANTARA;1.212,00
RO;15125;;5,00
RO;15130;;4,00
RO;15130;INTREPID;169,00
RO;15142;ALCANCE SYNC TEC;1.890,00
RO;15168;;5,00
RO;15177;;133,00
RO;15181;CIRRUS CS;254,50
RO;15184;SATEL GEO;12,00
RO;15187;NAUTIUS;18,40
RO;15193;;1.260,00
RO;15193;CONTATTO PIU EXTRA;8,00
RO;15193;CONTATTO PIU' EXTRA;173,00
RO;15198;;90,00
RO;15198;AZBANY;530,00
RO;15198;AZBANY LT. 1;1,00
RO;15199;;202,00
RO;15199;SAKURA;650,00
RO;15200;QUALY;27,00
RO;15213;DEMETRINA FLOW PFnPE;1,50
RO;15221;ZETARAM PLUS;80,00
RO;15227;MESUROL EVOLUTION;0,35
RO;15227;MESUROL EVOLUTION PFnPE;1,05
RO;15229;;370,00
RO;15232;;40,00
RO;15232;AMISTAR ULTRA;1.201,00
RO;15235;;175,00
RO;15235;MOMENTUM;1.695,00
RO;15235;MOMENTUM PFnPE;21,00
RO;15237;CHIKARA DUO;5,00
RO;15251;AIRONE LIQUIDO;3.053,00
RO;15253;;2.136,00
RO;15264;ENERVIN SC;24,00
RO;15265;PROMAN FLOW;10,00
RO;15270;PROFELIS;0,24
RO;15288;OCEAL;18,00
RO;15289;SERENADE NATRIA;0,20
RO;15291;TURFENE PLUS;1,50
RO;15291;TURFENE PLUS   PFnPE;3,00
RO;15291;TURFENE PLUS PFnPE;40,40
RO;15293;MAVITA 250 EC;9,00
RO;15294;;484,00
RO;15302;;85,00
RO;15302;AMYLO-X;148,00
RO;15307;;623,00
RO;15307;DEDALUS 25 WDG;57,00
RO;15310;NISSHIN EXTRA 6 OD;2,00
