"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VE;14636;BIOLID UP 500ML;20,00
VE;14636;BIOLID UP PFnPE;68,60
VE;14642;;13.406,00
VE;14642;RIDOMIL GOLD R WG;1.890,00
VE;14664;BERELEX 40 SG;0,05
VE;14684;;53,00
VE;14686;;1.035,00
VE;14686;KOCIDE OPTI;445,00
VE;14697;;368,00
VE;14697;ENERVIN DUO;414,00
VE;14699;;118,50
VE;14699;GEOXE;30,00
VE;14709;ISOMATE A/OFM;8,00
VE;14735;;1,00
VE;14735;RANMAN TOP;3,50
VE;14737;;5.773,50
VE;14737;ROUNDUP PLATINUM;4.965,00
VE;14737;ROUNDUP PLATINUM PFnPE;976,00
VE;14739;;37,00
VE;14739;DECIS PROTECT PFnPE;9,00
VE;14739;DELTAM PROTECT AL 1LT;29,00
VE;14739;DELTAM PROTECT PFnPE;99,00
VE;14740;DELTAM GIARDINO AL PFnPO;25,00
VE;14764;;300,00
VE;14764;SLUXX;25,00
VE;14765;;3.018,00
VE;14765;ELUMIS;3.067,00
VE;14769;;41,00
VE;14772;;23,00
VE;14785;;16,05
VE;14797;;11,00
VE;14801;;1,00
VE;14805;QUASAR MZ WG;10,00
VE;14809;;5,00
VE;14812;;8.579,00
VE;14812;ENERVIN TOP;1.005,00
VE;14815;;2,00
VE;14815;ADENGO;2,00
VE;14819;VALIS M;210,00
VE;14836;;137,00
VE;14836;BARBARIAN BIOGRADE 360 PFnPE;276,00
VE;14838;BARCLAY GALLUP BIOGRADE 360;200,00
VE;14845;;100,00
VE;14846;;79,00
VE;14846;AVALON 250 EW;3,00
VE;14854;;13,00
VE;14862;FOLMAK WDG;10,00
VE;14867;;4,00
VE;14872;;12,50
VE;14872;BELLIS DRUPACEE;15,00
VE;14876;;36,00
VE;14879;;40,95
VE;14879;LONTREL 72 SG;4,35
VE;14884;;11.971,00
VE;14884;CORUM;9.000,00
VE;14891;TRICO;15,00
VE;14897;;8,00
VE;14901;;0,25
VE;14914;;310,00
VE;14918;;498,75
VE;14918;RIVIOR;231,00
VE;14919;;24,82
VE;14919;EMERALD 125;0,41
VE;14919;EMERALD 125 PFnPE;4,65
VE;14925;;0,50
VE;14935;;604,00
VE;14935;TIMELINE TRIO;289,00
VE;14936;;1.268,00
VE;14936;AMPLIGO;726,50
VE;14937;VOLIAM TARGO;12,00
VE;14938;;0,50
VE;14938;DEDICATE;5,00
VE;14940;;0,80
VE;14947;;3.482,50
VE;14947;TRUSTEE 450 PFnPE;1.402,00
VE;14951;BOTECTOR;6,40
VE;14967;;1.000,00
VE;14967;TIPTOR ULTRA;828,00
VE;14972;;4,00
VE;14980;;53,00
VE;15005;;23,00
VE;15005;FONTELIS;65,00
VE;15008;LBG - 01F34;328,00
VE;15013;;83,50
VE;15013;NATRIA LUMACHICIDA PFnPE;187,00
VE;15015;;8,00
VE;15019;;46,00
VE;15023;;220,00
VE;15023;DERREX;20,00
VE;15037;;43,00
VE;15037;BREZZA;18,00
VE;15039;;81,00
VE;15047;;32,50
VE;15047;R6 ERRESEI BORDEAUX WG;22,25
VE;15048;;60,00
VE;15049;;244,00
VE;15049;MODDUS;200,00
VE;15050;;428,00
VE;15050;VERTIMEC PRO;296,00
VE;15051;;2.750,00
VE;15051;KYLEO;1.420,00
VE;15052;;80,00
VE;15057;;2,00
VE;15058;;311,96
VE;15058;PRINCIPAL MAIS;301,84
VE;15059;;1.942,25
VE;15059;DECIS EVO;670,25
VE;15062;;423,00
VE;15062;PIRAMAX  EC;12,00
VE;15063;;0,20
VE;15064;MAESTRO WG ADVANCE;4,00
VE;15071;;545,00
VE;15071;EVOLUTION;577,00
VE;15083;;32,00
VE;15083;AUDACE;54,00
VE;15085;;4,00
VE;15096;;15.229,50
VE;15096;GLIPHOGAN TOP CL;2.465,00
VE;15096;GLIPHOGAN TOP CL 500 ML;288,00
VE;15096;GLIPHOGAN TOP CL PFnPE;10.385,00
VE;15096;GLIPHOGAN TOP x 500 ml;144,00
VE;15115;;1.208,50
VE;15115;PROSPER 500 EC;547,00
VE;15120;;50,00
VE;15121;;4.650,00
VE;15121;BIOCUPRO;20,00
VE;15122;;9,00
VE;15122;ACTELLIC 50 NEWPHARM;11,00
VE;15124;;3,00
VE;15124;ZANTARA;162,00
VE;15127;;131,00
VE;15127;SANVINO;454,00
VE;15130;;872,00
VE;15130;INTREPID;221,00
VE;15135;;94,00
VE;15135;OLEOSAN PLUS;4,50
VE;15142;;3.918,00
VE;15142;ALCANCE SYNC TEC;4.541,00
VE;15149;;1.000,00
VE;15149;COSAVET DF EDGE;5.040,00
VE;15168;;10,00
VE;15168;ZORO 1.9 EW;11,00
VE;15177;;71,00
VE;15181;;1,00
VE;15181;CIRRUS CS;94,00
VE;15200;;6,00
VE;15201;FLOXY 400 SC;1,00
VE;15213;;24,62
VE;15213;DEMETRINA FLOW;1,20
VE;15213;DEMETRINA FLOW 100ML;0,80
VE;15213;DEMETRINA FLOW 10ML;0,24
VE;15213;DEMETRINA FLOW PFnPE;191,83
VE;15221;;308,00
VE;15221;ZETARAM PLUS;37,00
VE;15222;;968,00
VE;15222;FOLICUR COMBI WG;259,00
VE;15227;;5,60
VE;15229;;40,00
VE;15232;;94,00
VE;15233;DALET TRIO;140,00
VE;15235;;789,00
VE;15235;MOMENTUM;263,00
VE;15235;MOMENTUM PFnPE;52,50
VE;15235;MOMENTUM x 500 gr;6,00
VE;15237;;1,00
VE;15250;COPRANTOL DUO;20,00
VE;15251;;1.331,00
VE;15251;AIRONE LIQUIDO;240,00
VE;15253;;1.543,00
VE;15263;;197,00
VE;15263;DYNALI;134,00
VE;15264;;953,50
VE;15264;ENERVIN SC;291,00
VE;15265;;347,00
VE;15265;PROMAN FLOW;34,00
VE;15266;;3.850,00
VE;15266;QUARTET;560,00
VE;15267;KUSABI;88,00
VE;15285;PRIMMA STAR;1,32
VE;15289;;1,00
VE;15291;;239,30
VE;15291;TURFENE PLUS;71,50
VE;15291;TURFENE PLUS 100ML;0,40
VE;15291;TURFENE PLUS 500ML;11,00
VE;15291;TURFENE PLUS PFnPE;214,40
VE;15293;;44,00
VE;15293;MAVITA 250 EC;48,00
VE;15294;;1.430,00
VE;15296;;2,00
VE;15298;;12,00
VE;15298;HERBISTOP PRONTO USO PFnPE;17,00
VE;15302;;310,00
VE;15302;AMYLO-X;138,00
VE;15307;;7,00
VE;15310;NISSHIN EXTRA 6 OD;46,00
VE;15313;;20,00
VE;15317;;4.094,00
VE;15326;;12.970,00
VE;15327;;120,00
VE;15331;;9,50
VE;15333;;4,98
VE;15333;APPLAUD PLUS PFnPE;4,38
VE;15333;APPLAUD PLUS x gr 20;0,08
VE;15335;;56,00
VE;15337;;2,50
VE;15337;EXPRESS;11,00
VE;15344;;85,00
VE;15346;;123,00
VE;15348;;49,00
VE;15348;RIDOMIL GOLD R LIQUIDO;180,00
VE;15349;;58,00
VE;15358;ZOLFO FLOW MCT;100,00
VE;15358;ZOLFO FLOW MCT PFnPE;246,50
VE;15369;MAGMA TRIPLE;37,00
VE;15370;;60,00
VE;15378;;447,00
VE;15378;TRAXOS PRONTO 60;56,00
VE;15379;;250,00
VE;15379;AXIAL PRONTO 60;195,93
VE;15384;;145,00
VE;15389;;3.150,00
VE;15391;KOLEOS 69 WG;8,00
VE;15401;;3.258,50
VE;15401;TAIFUN MK CL;3.284,00
VE;15401;TAIFUN MK CL PFnPE;933,00
VE;15405;;28.696,50
VE;15405;SHAMAL MK PLUS CL;120,00
VE;15405;SHAMAL MK PLUS CL 500 ML;48,00
VE;15405;SHAMAL MK PLUS CL PFnPE;517,00
VE;15416;;12,00
VE;15419;;110,00
VE;15419;ELECTIS R FLOW;60,00
VE;15422;;32,40
VE;15422;TITUS DUO;4,50
VE;15433;ATLAS;1,00
VE;15448;;354,00
VE;15448;REBEL TOP;2,00
VE;15449;;712,00
VE;15449;CIDELY;254,00
VE;15451;;20,00
VE;15455;TELDOR PLUS ORTO PFnPE;0,60
VE;15468;;85,00
VE;15483;;178,00
VE;15491;;10,00
VE;15493;SIMUN 40 OD;370,00
VE;15499;;783,00
VE;15499;SONG 70 WDG;410,75
VE;15501;;9,00
VE;15505;;31,00
VE;15507;CREW SUPERB;57,00
VE;15513;;1.153,00
VE;15513;OSSICLOR 35 WG GREEN;32,00
VE;15514;;2,20
VE;15514;CUPRAVIT BLU 35 WG;3,10
VE;15514;CUPRAVIT BLU 35 WG PFnPE;41,10
VE;15515;POLTIGLIA 20 PB GREEN;40,00
VE;15534;PREVINT DUO;5,00
VE;15543;;1,00
VE;15543;LUMACHICIDA FER;42,00
VE;15543;LUMACHICIDA FER PFnPE;61,50
VE;15546;;74,30
VE;15546;BIATHLON 4D;50,75
VE;15549;;95,00
VE;15550;;42,00
VE;15553;;24,00
VE;15553;REGALIS PLUS;10,50
VE;15556;;10,00
VE;15566;;72,00
VE;15566;VISION PLUS;20,00
VE;15572;ZOMINEX;4,00
VE;15573;PROMESS SL;3,00
VE;15574;;5,00
VE;15574;KARMA 85;35,00
VE;15581;;10,00
VE;15583;;107,00
VE;15583;PIRAT;1,00
VE;15591;PREVINT TOP;55,00
VE;15596;;98,00
VE;15596;LASCAR;20,00
VE;15597;;100,00
VE;15597;CHECKMATE PUFFER CM;74,00
VE;15610;;15,00
VE;15610;CYPERKILL 50 EC;7,00
VE;15612;;3,90
VE;15612;SEMPRA;7,40
VE;15618;FULLDINA 400 SC;1,00
VE;15621;;7,50
VE;15621;BOTTO 50 EC PFnPE;8,25
VE;15622;CURZATE R WG BIANCO;31,00
VE;15630;;470,50
VE;15630;CARSON 45% WG;0,50
VE;15633;;48,00
VE;15635;;1.779,46
VE;15635;ADENGO XTRA;976,50
VE;15650;TB 25 WG;8,00
VE;15651;;11,00
VE;15651;FLANKER;18,00
VE;15653;;2,00
VE;15665;;92,50
VE;15665;KEMPO SORBIE;132,70
VE;15668;;239,25
VE;15668;GHIBLI 240 OD;27,00
VE;15674;;18,00
VE;15674;AMADEUS TOP;8,80
VE;15677;;1,25
VE;15677;KARDON 100 PFnPO;11,00
VE;15689;;88,00
VE;15689;DIFENZONE;9,00
VE;15710;CLINCHER ONE;100,00
VE;15711;;2,00
VE;15711;ALSYSTIN;4,50
VE;15713;DIABLO SC;6,00
VE;15722;;175,00
VE;15722;ARMICARB 85;10,00
VE;15725;;7,20
VE;15725;DUAXO;21,60
VE;15725;DUAXO PFnPE;93,60
VE;15735;IKEBANA TRIPLE ACCION PFnPO;63,00
VE;15736;;1.350,00
VE;15741;AVADEX FACTOR;50,00
VE;15744;;1,00
VE;15748;;79,00
VE;15748;SYLLIT 544 SC;25,00
VE;15751;;39,50
VE;15751;VITENE TRIPLO R;364,50
VE;15751;VITENE TRIPLO R PFnPE;621,00
VE;15752;;13,00
VE;15752;CIDELY TOP;1,00
VE;15753;PYXIDES DUO;37,00
VE;15760;MOXIMATE 505 WG;1,00
VE;15769;;116,00
VE;15779;;0,04
VE;15780;;360,00
VE;15790;;300,00
VE;15812;QUASAR 50 WP;1,00
VE;15831;;58,00
VE;15834;;2,00
VE;15838;;550,00
VE;15838;ROUNDUP ULTRAMAX;970,00
VE;15844;SLOGAN TOP;10,00
VE;15856;;159,00
VE;15864;;5,00
VE;15868;;80,00
VE;15886;METAREX INOV;25,00
VE;15894;;0,50
VE;15894;DUOKAR 20 EW;1,00
VE;15898;;580,00
VE;15898;FILAL WG;10,00
VE;15900;;9.160,00
VE;15900;TRIKA EXPERT;3.160,00
VE;15901;;16.760,00
VE;15901;ERCOLE;20.460,00
VE;15907;;183,00
VE;15907;PRESIDIUM ONE;113,20
VE;15907;PRESIDIUM ONE PFnPE;1,40
VE;15910;;3,00
VE;15910;KARAKAS;12,00
VE;15911;;34,00
VE;15915;;114,00
VE;15915;STARANE HD;8,00
VE;15917;ZENITH GOLD;0,20
VE;15928;SULGRAN DF PFnPE;28,50
VE;15933;;39,75
VE;15933;AXIENDO PRONTO USO;35,25
VE;15933;AXIENDO PRONTO USO PFnPE;17,25
VE;15949;;18,00
VE;15961;;1.097,00
VE;15961;RETENGO NEW;412,00
VE;15962;;60,00
VE;15962;LECTRA MZ WG;100,00
VE;15965;;18,00
VE;15990;;11,30
VE;15990;SCIROCCO 125 EW;29,40
VE;15990;SCIROCCO 125 EW PFnPE;35,60
VE;15990;SCIROCCO 125 EW x 100 ml;2,40
VE;16000;MINUET GR;6,75
VE;16007;;338,00
VE;16023;;202,00
VE;16032;;95,00
VE;16033;;28,33
VE;16034;;155,00
VE;16034;DOURO 100 EC;2,00
VE;16035;;1,00
VE;16035;THEOREM;4,00
VE;16037;;80,00
VE;16038;;2,00
VE;16050;RADIANT SC;0,50
VE;16051;;283,50
VE;16051;LENNS;554,00
VE;16051;LENNS PFnPE;217,75
VE;16051;LENNS x 250 ml;6,00
VE;16055;;3,90
VE;16055;KENPYR;2,00
VE;16064;;300,00
VE;16065;;20,25
VE;16065;SERRATE;24,25
VE;16066;;9,75
VE;16066;RADIANT PRO;1,00
VE;16068;;30,00
VE;16071;;115,75
VE;16071;MESOZIN 70 WG;349,25
VE;16074;;12,00
VE;16074;GLORIAL 25 EC;12,00
VE;16076;;373,00
VE;16076;SOLIS;188,00
VE;16084;;5,00
VE;16085;;1,25
VE;16085;TRIMUR;11,40
VE;16086;;1,00
VE;16086;NEMGUARD GRANULES x 250 gr;0,50
VE;16088;;65,00
VE;16088;NEMADATE;5,00
VE;16098;;20,00
VE;16098;NIBER 70 DF;4,00
VE;16099;;26,75
VE;16099;SINIS 70 DF;2,00
VE;16101;;388,00
VE;16101;TOPAS COMBI LIQUIDO;46,00
VE;16104;;1.073,50
VE;16104;ELECTIS TRIO WDG;507,50
VE;16104;ELECTIS TRIO WDG PFnPE;23,50
VE;16112;SLUGGER 5 PFnPE;27,00
VE;16114;;1.280,00
VE;16114;SIMITAR   EVO;565,00
VE;16114;SIMITAR  EVO;13,00
VE;16117;;21,00
VE;16117;SERBY PFnPE;24,00
VE;16124;;4,00
VE;16126;;4,00
VE;16136;LUMA-GOLD PFnPE;17,50
VE;16139;;866,00
VE;16139;SEGURIS XTRA;55,00
VE;16142;;4,00
VE;16142;MINECTO ALPHA;2,00
VE;16149;;36,00
VE;16155;DINIRO;3,00
VE;16157;ATLANTIS FLEX;4,00
VE;16159;;95,00
VE;16159;TAVAS;20,00
VE;16161;;2.258,00
VE;16161;CENTURY SL;2.202,00
VE;16167;MARACANA;6,00
VE;16172;;25,00
VE;16178;;2.250,00
VE;16182;;905,00
VE;16182;CLICK PRO;10,00
VE;16191;;194,00
VE;16191;TRIMAXX;10,00
VE;16194;;505,00
VE;16194;ETRAVON PRO;204,00
VE;16205;IDROX 20;550,00
VE;16208;CLEANCLASTER;460,00
VE;16210;;1,00
VE;16218;;5,00
VE;16221;;8,80
VE;16221;MADEX TOP;2,20
VE;16224;CUPRORAM 37,5 WG;590,00
VE;16225;POLTIGLIA BLU 20 WG;2,00
VE;16226;;874,00
VE;16242;;5,00
VE;16250;;600,00
VE;16251;;627,00
VE;16251;AFFIRM OPTI;80,00
VE;16252;;335,00
VE;16252;AMISTAR GOLD;30,00
VE;16260;;6,00
VE;16261;BELOUKHA;6,00
VE;16271;;5,00
VE;16271;FRESCO;165,00
VE;16273;;1.355,75
VE;16273;SIVANTO PRIME;126,00
VE;16277;;257,00
VE;16277;ALMADA 50 SC;47,00
VE;16279;;3.160,00
VE;16279;ERCOLE GR;300,00
VE;16285;;20,00
VE;16286;ESTIUOIL;120,00
VE;16287;;563,00
VE;16287;SOLIGOR;395,00
VE;16288;;737,25
VE;16288;AMPEXIO;102,75
VE;16290;;15,44
VE;16290;AMADEUS ULTRA;4,10
VE;16293;;1,00
VE;16295;;5,00
VE;16296;;210,00
VE;16296;PERGADO D;60,00
VE;16299;;5.391,00
VE;16305;;2,00
VE;16314;;30,00
VE;16315;;1,55
VE;16315;RADAR HP PFnPE;6,80
VE;16318;;16,00
VE;16325;;8.396,11
VE;16325;EPIK SL;3.343,97
VE;16325;EPIK SL 15ML;1,10
VE;16325;EPIK SL PFnPE;23,89
VE;16325;EPIK x 15 ml;0,09
VE;16335;;8.918,00
VE;16335;LIETO SC;5.467,00
VE;16336;;5,00
VE;16336;DELAN SC;18,00
VE;16363;;905,80
VE;16363;SIRTAKI;660,50
VE;16364;;8.389,00
VE;16364;BISMARK;4.247,00
VE;16369;;113,00
VE;16369;ORTIVA TOP SC;1,00
VE;16379;;661,00
VE;16379;PREV-AM PLUS;82,00
VE;16381;;160,00
VE;16381;CALLICORE;158,00
VE;16384;;2.562,00
VE;16384;ELATUS ERA;518,00
VE;16385;;135,00
VE;16385;ELATUS PLUS;173,25
VE;16395;;43,00
VE;16396;;5,00
VE;16396;TEMSA 100;6,00
VE;16399;;162,07
VE;16399;DECIS 15 EW HOBBY;23,87
VE;16399;DECIS 15 EW HOBBY 250ML;10,00
VE;16399;DECIS 15 EW HOBBY 50ML;3,60
VE;16399;DECIS 15 EW HOBBY PFnPE;350,67
VE;16399;DELTAM 15 EW HOBBY PFnPE;50,51
VE;16399;DELTAM 15EW HOBBY;0,09
VE;16402;;2,50
VE;16402;ENVIROMITE FL;1,50
VE;16415;;0,60
VE;16417;;3,00
VE;16422;;29,00
VE;16431;;5,30
VE;16431;PREVICUR ENERGY ORTO PFnPE;1,15
VE;16433;;40,00
VE;16434;;139,00
VE;16434;OLIOCIN E.W. 80 500ML;20,00
VE;16434;OLIOCIN NATRIA PFnPE;529,00
VE;16438;;4,50
VE;16438;VELUM PRIME;32,00
VE;16457;;1.707,00
VE;16457;POLTIGLIA 20 WG GREEN;40,00
VE;16459;;170,50
VE;16459;SOLEIL 50 WG;8,50
VE;16460;;15,00
VE;16465;;0,10
VE;16470;;64,60
VE;16470;COLUMBO 0.8 MG;77,80
VE;16470;COLUMBO 0.8 MG 600GR;42,00
VE;16470;COLUMBO 0.8 MG PFnPE;573,20
VE;16472;;548,00
VE;16472;CONVISO ONE;56,00
VE;16480;;3.572,00
VE;16480;3LOGY;1.104,00
VE;16481;;1.048,00
VE;16483;TEMIDE 50 WG;0,50
VE;16492;;180,00
VE;16495;;0,40
VE;16495;FLINT ORTO;0,40
VE;16495;FLINT ORTO PFnPE;0,70
VE;16497;DECIS PROTECT EW PFnPE;28,50
VE;16498;;5,00
VE;16501;;3,00
VE;16509;;2,00
VE;16509;IBISCO;1,00
VE;16510;;31,00
VE;16512;WEEDOFF PFnPO;11,00
VE;16527;;607,00
VE;16527;TELLUS WP;2,00
VE;16531;;50,00
VE;16533;;40,00
VE;16538;;70,00
VE;16538;KITAMBA;263,00
VE;16540;PRIAM TOP;240,00
VE;16545;;4.681,00
VE;16545;COPRANTOL HI BIO 2.0;97,00
VE;16553;ELEGANT 2DF;1,50
VE;16561;;1.080,00
VE;16561;RIKALI;455,00
VE;16562;;6.460,00
VE;16562;DELAN PRO;2.280,00
VE;16563;;26,00
VE;16564;;290,00
VE;16565;EXECUTIVE GOLD;0,10
VE;16567;;1.041,00
VE;16570;;131,00
VE;16570;SENCOR 600 SC;14,00
VE;16573;;288,00
VE;16573;FIGHTER;145,00
VE;16575;TRIMMER 50 WG;0,08
VE;16577;;61,00
VE;16577;U46 COMBI DUO;1,00
VE;16578;MELODY COMPACT WG;3,00
VE;16599;;6,40
VE;16599;SANIUM AL PFnPO;91,20
VE;16611;;20,00
VE;16615;;5,00
VE;16616;;1.619,00
VE;16616;VALLEY;467,00
VE;16630;;10,80
VE;16630;NATUREN LIMEX PFnPE;4,50
VE;16632;;19,50
VE;16643;;5.268,00
VE;16643;SUCCESS GR;1.956,00
VE;16647;;1.565,00
VE;16647;TAG PRO;660,00
VE;16654;;8,00
VE;16654;POLYVERSUM;3,00
VE;16658;;294,00
VE;16658;DAGONIS;181,00
VE;16663;ACTLET F;12,00
VE;16690;;692,00
VE;16690;KESTREL;61,00
VE;16699;;0,10
VE;16703;;467,00
VE;16703;SPADA 50 WG;310,00
VE;16734;;21,00
VE;16742;;17,00
VE;16751;;35,00
VE;16753;MERPLUS;115,00
VE;16754;SIMBA;27,00
VE;16755;;17,00
VE;16761;;108,00
VE;16761;DELMUR;48,00
VE;16772;;13,00
VE;16772;AMYLO X LC;62,00
VE;16776;;310,50
VE;16776;ASSET FIVE;24,00
VE;16779;;922,00
VE;16779;TONALE;1.582,00
VE;16780;;285,00
VE;16780;SERENADE ASO;10,00
VE;16785;;30,85
VE;16787;;6.301,00
VE;16787;CLINIC ST;27,00
VE;16792;;135,00
VE;16792;PROFILE PLUS;6,00
VE;16793;;13,00
VE;16797;DEMETRINA 25 EC;41,00
VE;16802;;1.553,00
VE;16802;ZYPAR;546,00
VE;16813;;3,00
VE;16816;;13,00
VE;16816;EXALT 25 SC;3,00
VE;16819;NATUR BREAKER;241,00
VE;16820;VALIANT FLASH;156,00
VE;16827;MAISOT;8,00
VE;16829;;1,00
VE;16830;FANDANGO 360 TF;530,00
VE;16831;;900,00
VE;16831;GLIFENE BIOGRADE;965,00
VE;16831;GLIFENE BIOGRADE PFnPE;25,00
VE;16833;;1.225,00
VE;16833;PANTOX 360 SUPER;2.435,00
VE;16833;PANTOX 360 SUPER PFnPE;20,00
VE;16835;;21,00
VE;16836;;90,00
VE;16836;STALLION IT SYNC;60,00
VE;16842;;34,00
VE;16843;;2.880,00
VE;16846;;63,70
VE;16846;VESTICOR;18,00
VE;16847;CIRCUS  WG;1,00
VE;16857;;2,00
VE;16867;;135,00
VE;16867;GLISTER STAR;264,00
VE;16886;;152,18
VE;16886;CLOSER;18,74
VE;16886;CLOSER 40 10ML;0,80
VE;16886;CLOSER PFnPE;31,90
VE;16895;;25,65
VE;16896;;142,67
VE;16896;ZORVEC ZELAVIN;173,80
VE;16902;;459,00
VE;16904;;32,00
VE;16904;KIDEKA 100 SC;18,00
VE;16906;;1.613,00
VE;16906;GHIBLI PLUS;156,00
VE;16907;;20,00
VE;16907;WHISPER;1.840,00
VE;16916;;12.710,00
VE;16916;BUGGY G;3.100,00
VE;16924;;200,00
VE;16924;ALIAS DG;660,00
VE;16926;FILDER 69 WG;170,00
VE;16935;VERDRAM IDRO HI BIO;140,00
VE;16945;;686,00
VE;16945;SERCADIS;164,00
VE;16950;;10,00
VE;16950;MANAMID 100 SC;506,00
VE;16951;;20,00
VE;16951;ESQUIVE WP;40,00
VE;16952;;60,00
VE;16952;DIRIMAL;95,00
VE;16957;;2.156,00
VE;16957;ZORVEC VINABRIA;1.958,00
VE;16959;;290,00
VE;16976;;240,00
VE;16988;;1.440,00
VE;17003;;1.024,00
VE;17003;PRIAXOR;978,00
VE;17005;;36,00
VE;17005;CLOMATE;375,00
VE;17007;;45,00
VE;17014;;26,00
VE;17024;;83,00
VE;17038;;6.860,60
VE;17038;TUAREG NEW;4.410,00
VE;17058;;101,00
VE;17058;ROMEO;45,00
VE;17058;ROMEO PFnPE;0,31
VE;17065;;795,00
VE;17065;KAURITIL ULTRA WG;1.095,00
VE;17069;;6.750,00
VE;17069;TIOVIT L;1.645,00
VE;17075;;27,50
VE;17075;MOVIDA;493,14
VE;17076;;55,00
VE;17078;;1.774,00
VE;17078;QUANTUM L;355,00
VE;17079;;1.230,00
VE;17079;FORCE EVO;1.830,00
VE;17081;CUPROSSIL IDRO NEW 20 WG;3,00
VE;17091;;160,00
VE;17091;CHAMP 20 WG;10,00
VE;17099;;20,00
VE;17107;;113,00
VE;17108;;11,00
VE;17111;;20,00
VE;17111;FLOVINE;110,00
VE;17115;;211,00
VE;17115;ZETROLA;62,00
VE;17116;;501,00
VE;17116;ACTIVUS ME;675,00
VE;17117;;178,00
VE;17117;MITOR;41,00
VE;17119;;24,00
VE;17121;;52,14
VE;17121;ATLANTIS ACTIV;10,56
VE;17123;;110,00
VE;17125;LOCK UP;20,00
VE;17163;;1.476,00
VE;17163;ALMADA MZ;182,00
VE;17165;;60,00
VE;17178;;711,00
VE;17195;MAIZIUM;10,56
VE;17204;;82,00
VE;17209;;378,00
VE;17209;DAVAI;263,00
VE;17211;;8,00
VE;17234;;15,50
VE;17248;;2.029,00
VE;17248;ZORVEC VINABEL;241,00
VE;17261;POKER GEO;940,00
VE;17264;ZOLFO LIQUIDO 80 SC;130,00
VE;17268;;1,00
VE;17272;;17,50
VE;17275;;5,00
VE;17275;NOTO CLASS;82,00
VE;17276;SKIANTO PRIME;2,00
VE;17294;;37,80
VE;17310;;12,80
VE;17311;;5,00
VE;17311;VINIFOL WDG;22,50
VE;17317;;2,25
VE;17317;NABUCCO;3,75
VE;17319;;15,75
VE;17320;;13,00
VE;17320;SENIOR 75 WG;21,00
VE;17326;;4.656,00
VE;17332;;495,00
VE;17336;;2,00
VE;17336;FAIRPLAY;7,00
VE;17337;;20,00
VE;17338;;10,50
VE;17344;;24,00
VE;17345;;745,00
VE;17346;;1.758,00
VE;17346;EXOSET 240 EC;1.409,00
VE;17355;;95,00
VE;17358;;32,00
VE;17358;BLAISE ULTRA;40,00
VE;17360;;959,00
VE;17360;MAGO;724,00
VE;17368;;89,00
VE;17368;ALETIL DF;321,00
VE;17371;;510,00
VE;17372;;371,00
VE;17377;;5,70
VE;17377;REFINE SX;17,72
VE;17378;;12,60
VE;17389;;2,50
VE;17402;BOTECTOR NEW;3,00
VE;17412;;22,00
VE;17432;;6,00
VE;17451;;17,00
VE;17451;TEKKEN;24,00
VE;17454;;7,20
VE;17455;PALIO;12,00
VE;17461;;605,60
VE;17461;ORONDIS;20,00
VE;17469;;184,74
VE;17469;TAEGRO;224,32
VE;17470;LIMOCIDE;135,00
VE;17472;;2.262,00
VE;17472;JADE;871,00
VE;17478;;42,50
VE;17478;EMPIRE;1,00
VE;17496;;418,00
VE;17497;;148,00
VE;17500;ELAND WG;0,25
VE;17508;;210,00
VE;17508;POLYCOM 70 DF;360,00
VE;17513;;30,00
VE;17513;METREX;50,00
VE;17523;;19,00
VE;17523;LUMIX BIO;27,00
VE;17541;;260,00
VE;17597;;256,00
VE;17598;;2,14
VE;17605;;10,00
VE;17605;BACK 100 SC;4,00
VE;17634;;436,00
VE;17642;;3.240,00
VE;17655;;551,00
VE;17655;EARLEX;9,00
VE;17680;;421,00
VE;17693;HATTRICK 30 WG;135,00
VE;17742;PRIVIUM;191,00
VE;17745;;49,00
VE;17745;PREDILECTO;12,00
VE;17746;;218,00
VE;17746;CLEMATIS;8,00
VE;17749;;838,00
VE;17754;;170,00
VE;17807;;45,00
VE;17828;;10.688,00
VE;17828;AF-X1 2021;62,50
VE;17833;;8.000,00
VE;17836;;13.080,00
VE;17837;;26.780,00
VE;17837;DIGEO XIII;4.320,00
VE;17841;;100,00
VE;17854;;1.022,00
VE;17854;SUNDEK CIMICE 2021;233,00
VE;17858;;1,00
VE;17861;;30,00
VI;13;;210,00
VI;13;THIOPRON;5.823,00
VI;133;U 46 D-FLUID;12,00
VI;206;ALBENE;160,00
VI;599;ACUPRICO 76 WG;370,00
VI;909;;175,00
VI;909;POLISOLFURO DI CALCIO POLISENIO;1.525,00
VI;1155;CHEMOL 90 EL;5,00
VI;1156;;825,00
VI;1156;CHEMOL;3.935,00
VI;1562;;3,00
VI;1573;BASAMID GRANULAT;1.960,00
VI;1583;;315,00
VI;1583;MICROTHIOL DISPERSS;45.047,00
VI;1714;;2,00
VI;1714;KERB 80 EDF;52,00
VI;1850;IDRORAME FLOW;904,00
VI;1850;IDRORAME FLOW PFnPE;3,50
VI;1936;LIQUIZOL M;18,00
VI;2191;WETTING PLUS;28,00
VI;2259;;48,00
VI;2259;PASTA LUMACHICIDA IN GRANI;267,00
