Prodotti fitosanitari venduti nell'anno 2016 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2016, art. 16 D.Lgs. 150/2012).;;;;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;
PD;1714;KERB 80 EDF x 1 kg;243,00;;
PD;1714;KERB  80 EDF;32,00;;
PD;1714;KERB 80EDF;22,00;;
PD;1714;KERB 80 EDF X 1;20,00;;
PD;1850;IDRORAME FLOW;102,25;;
PD;1850;KOL IDRORAME FLOW ML.250;68,25;;
PD;1936;LIQUIZOL M;1.025,00;;
PD;1947;SULFUR 80 (KG);248,00;;
PD;2191;WETTING PLUS;995,00;;
PD;2191;WETTING PLUS x 1 lt;33,00;;
PD;2191;WETTING PLUS X LT.4;28,00;;
