DOCUMENT_ID,PRODUCT_ID,PRODUCT,DOCUMENT_TYPE,TYPE_EVIDENCE,URL,SOURCE_PAGE,FILENAME,VISIBLE_DOCUMENT_DATE,HTTP_STATUS,DOWNLOAD_STATE,MEDIA_TYPE,BYTES,SHA256,STORAGE_KEY,CAPTURED_AT,PROVA_DE_QUE_E_DOCUMENTO
DOC-ES-1cf6e2b1282b,ADAMA-ES-703ae70310a8,AGIL,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/1781/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/agil,L30002_06_AGIL (5)_SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,760845,9df6963200ad81baa35f5647c1b10ac7968318a18b6f61445e987a6f73820f9c,raw/ES/adama-website/ADAMA-ES-703ae70310a8/9df6963200ad81ba-L30002_06_AGIL (5)_SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-0d2855f0923b,ADAMA-ES-703ae70310a8,AGIL,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/11/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/agil,AGIL.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,127023,91c6e6f884c7f20641c95b522d6b1f38395d77c7fb16ffb9ae9569c8dbfb5b05,raw/ES/adama-website/ADAMA-ES-703ae70310a8/91c6e6f884c7f206-AGIL.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-9e48e4481746,ADAMA-ES-703ae70310a8,AGIL,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/16/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/agil,Díptico AGIL Olivar (11-24)2 BR.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,1308191,863d7d7fefbe52f2ba359580d321c79fdd150e2d359189abc45551717b535117,raw/ES/adama-website/ADAMA-ES-703ae70310a8/863d7d7fefbe52f2-Díptico AGIL Olivar (11-24)2 BR.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-7c9efef6aff0,ADAMA-ES-2faaf19d1085,Alister,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/3466/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/alister,L30093I_04_ALISTER 5_COMPLETA SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,778692,028eb89e19624b4e3b2bd600822b55e443c0d4984891dfac4c8d373340bcbb13,raw/ES/adama-website/ADAMA-ES-2faaf19d1085/028eb89e19624b4e-L30093I_04_ALISTER 5_COMPLETA SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-85246785bba1,ADAMA-ES-2faaf19d1085,Alister,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/3471/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/alister,ALISTER.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,108328,284d7aa1c3f445066a21b5a891df121818d6258bddfe4caa717ca0c51a18a597,raw/ES/adama-website/ADAMA-ES-2faaf19d1085/284d7aa1c3f44506-ALISTER.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-e45e0aed54f7,ADAMA-ES-3d7d78d03e08,ANIBAL,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/1786/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/anibal,L30004IPBR_04_ANIBAL 5L (SPECIMEN).pdf,NÃO SEI,200,DOWNLOADED,application/pdf,422630,f0b5148d6b2eb2e1f7a01c71a729da4aac92df2fe2502560cdcc9ee3d1d755eb,raw/ES/adama-website/ADAMA-ES-3d7d78d03e08/f0b5148d6b2eb2e1-L30004IPBR_04_ANIBAL 5L (SPECIMEN).pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-3a923117dcfe,ADAMA-ES-3d7d78d03e08,ANIBAL,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/1921/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/anibal,ANIBAL.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,127642,108ad146d509ee35bced97d11a07375385a749e56fd7b6e9880c9302be407be7,raw/ES/adama-website/ADAMA-ES-3d7d78d03e08/108ad146d509ee35-ANIBAL.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-ba6e589b5db7,ADAMA-ES-3d7d78d03e08,ANIBAL,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/186/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/anibal,ANIBAL Tríptico NOV-25.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,927148,0f9e2163ccf46b912089ece0fdd88813b9441b7f6243df31c1d980da00d62274,raw/ES/adama-website/ADAMA-ES-3d7d78d03e08/0f9e2163ccf46b91-ANIBAL Tríptico NOV-25.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-610c7324e51f,ADAMA-ES-7c1113978e9c,APHOX,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/411/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/aphox,Aphox Etiqueta.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,960118,9485107f958a8af5420eda999ca0c38c8f2ff597b8090d192987bb83dcaa5ba9,raw/ES/adama-website/ADAMA-ES-7c1113978e9c/9485107f958a8af5-Aphox Etiqueta.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-ccaccd26e395,ADAMA-ES-7c1113978e9c,APHOX,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/1926/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/aphox,APHOX.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,116298,7716e723ec8910b6b34185f596abeddbd16872adc2f896c0a561172d17556b90,raw/ES/adama-website/ADAMA-ES-7c1113978e9c/7716e723ec8910b6-APHOX.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-6f2105f53b0b,ADAMA-ES-ba6e08cc853d,AVASTEL,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/4491/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/avastel,L22980_03_AVASTEL SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,640287,ade59b3be1a9f8a186adc47a1b8bca152d800e320d060a8f6a7012b5a7022da8,raw/ES/adama-website/ADAMA-ES-ba6e08cc853d/ade59b3be1a9f8a1-L22980_03_AVASTEL SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-cabe82ad806a,ADAMA-ES-ba6e08cc853d,AVASTEL,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/4486/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/avastel,AVASTEL.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,127086,faddccdd01f7adbef861ba26ea779a54a4d73060b4e3763257960578606218c8,raw/ES/adama-website/ADAMA-ES-ba6e08cc853d/faddccdd01f7adbe-AVASTEL.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-5aef9fb90d52,ADAMA-ES-ba6e08cc853d,AVASTEL,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/4466/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/avastel,Folleto AVASTEL fungicida para cereal.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,158083718,99e45d7ac0ec301efdb1db47a0a9275583c94b083535f447e27cf83fd68abb86,raw/ES/adama-website/ADAMA-ES-ba6e08cc853d/99e45d7ac0ec301e-Folleto AVASTEL fungicida para cereal.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-a5d46a16915d,ADAMA-ES-f5fa93a3a3ec,BANJO,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/4906/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/banjo,L30850_01_BANJO (5) SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,736169,a4885c9a14504af32ab41e1c40eb685d1a416ba14f979f75a75b81bb6bc4da75,raw/ES/adama-website/ADAMA-ES-f5fa93a3a3ec/a4885c9a14504af3-L30850_01_BANJO (5) SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-fbfded9b61aa,ADAMA-ES-f5fa93a3a3ec,BANJO,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/4911/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/banjo,BANJO FDS.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,117478,d631b02cb06fd13a2bc8a5809014271121605252fcc4ac3a513a3dbd707f6b11,raw/ES/adama-website/ADAMA-ES-f5fa93a3a3ec/d631b02cb06fd13a-BANJO FDS.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-7cda7525e2dd,ADAMA-ES-571ca874212a,BASTOS,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/2466/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/bastos,L30043I_6_BASTOS 5_COMPLETA (SPECIMEN).pdf,NÃO SEI,200,DOWNLOADED,application/pdf,744884,30bee6e4e49ab031f2ffbb8e2f327738bf72951443f7c30570ff9d2418410527,raw/ES/adama-website/ADAMA-ES-571ca874212a/30bee6e4e49ab031-L30043I_6_BASTOS 5_COMPLETA (SPECIMEN).pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-4e2e1bab1ec9,ADAMA-ES-571ca874212a,BASTOS,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/2471/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/bastos,BASTOS.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,335297,174f8547a7c523653ac35d45ab0e6023bc0da93cd875d06d15404dfddcbf83c7,raw/ES/adama-website/ADAMA-ES-571ca874212a/174f8547a7c52365-BASTOS.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-9384c3a81265,ADAMA-ES-571ca874212a,BASTOS,REGISTRATION_SHEET,"URL casou ""registro""",https://www.mapama.gob.es/agricultura/pags/fitos/registro/productos/pdf/18087.pdf,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/bastos,18087.pdf,NÃO SEI,404,FAILED,NOT_COLLECTED,NOT_COLLECTED,NOT_COLLECTED,NAO_ENVIADO,2026-08-30T03:19:24Z,EXTENSAO_NA_URL
DOC-ES-9c7b5f16782a,ADAMA-ES-37dc863b8dc4,BREVIS,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/1766/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/mejora-de-cultivos/brevis,Brevis Etiqueta.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,939148,b808b3a10ff50739cb3ad0b09f56afd20004b08af9bec28075b307e44e60ef9b,raw/ES/adama-website/ADAMA-ES-37dc863b8dc4/b808b3a10ff50739-Brevis Etiqueta.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-085c4c6c103f,ADAMA-ES-37dc863b8dc4,BREVIS,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/1961/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/mejora-de-cultivos/brevis,BREVIS.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,123947,d907af54dc75736008eeb43c4f6cb0d3ebb9cce6a485762dedf88a6e9178d50a,raw/ES/adama-website/ADAMA-ES-37dc863b8dc4/d907af54dc757360-BREVIS.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-cb172ee05e8f,ADAMA-ES-462faaf68258,COLTRANE,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/221/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/coltrane,L30150_03_COLTRANE (5) specimen.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,633910,6d695dba10b0e6cae4c0702571409c591ac15f1e88c1b6b8f5bf493eaf8ace28,raw/ES/adama-website/ADAMA-ES-462faaf68258/6d695dba10b0e6ca-L30150_03_COLTRANE (5) specimen.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-563e9e37e5a7,ADAMA-ES-462faaf68258,COLTRANE,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/1981/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/coltrane,COLTRANE.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,330495,83e52ff759f534a181693fac6f6b2a45c6cf9b4204a4a050ff9d679791e7a426,raw/ES/adama-website/ADAMA-ES-462faaf68258/83e52ff759f534a1-COLTRANE.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-8f7d88a3a2e5,ADAMA-ES-078f1a03e255,COSAYR,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/4776/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/cosayr,L23173_01_COSAYR (1) SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,514419,fab46b8ace8c87eba5bddaf29a66d52d65e8e70a7de0f6041ff2bc1f34d0c467,raw/ES/adama-website/ADAMA-ES-078f1a03e255/fab46b8ace8c87eb-L23173_01_COSAYR (1) SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-cf196f8db42d,ADAMA-ES-078f1a03e255,COSAYR,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/4781/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/cosayr,FDS_COSAYR.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,107662,2c59223e99d4c137b2763f00e9c01324ab2cbff5dd78156e30d5320960788041,raw/ES/adama-website/ADAMA-ES-078f1a03e255/2c59223e99d4c137-FDS_COSAYR.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-652700794091,ADAMA-ES-078f1a03e255,COSAYR,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/4836/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/cosayr,COSAYR_FOLLETO.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,1405682,9de9269c7768747811159459263f3ba4e5f3ea1250d29cde627d3d16bb4a810c,raw/ES/adama-website/ADAMA-ES-078f1a03e255/9de9269c77687478-COSAYR_FOLLETO.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-1453a5fed213,ADAMA-ES-078f1a03e255,COSAYR,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/5001/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/cosayr,COSAYR_SEPARATA_A4 (algodón).pdf,NÃO SEI,200,DOWNLOADED,application/pdf,3713177,24548ba79df629b1c89c16c9535a471d1f57dbaa403d3f87146ce8a1ddadb5dd,raw/ES/adama-website/ADAMA-ES-078f1a03e255/24548ba79df629b1-COSAYR_SEPARATA_A4 (algodón).pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-1e3f6c818e04,ADAMA-ES-e9f27838871f,COTTONEX 50 SC,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/2511/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/cottonex-50-sc,L30005_05_COTTONEX 50 SC_COMPL SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,503889,0e158407fa8052219c87293c44f23ccd3c7b1b5b626de307c95cb7c77d227d98,raw/ES/adama-website/ADAMA-ES-e9f27838871f/0e158407fa805221-L30005_05_COTTONEX 50 SC_COMPL SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-8c12b1a392e4,ADAMA-ES-e9f27838871f,COTTONEX 50 SC,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/236/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/cottonex-50-sc,COTTONEX 50 SC.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,124520,cad9322657b4387348c5eebcd801293deaaeda5c40735938f2f60ee94ed12bb9,raw/ES/adama-website/ADAMA-ES-e9f27838871f/cad9322657b43873-COTTONEX 50 SC.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-9d6d6a9122d0,ADAMA-ES-1aca3f1e66db,COTTONEX NEOPRO,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/2506/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/cottonex-neopro,L30082_04_COTTONEX NEOPRO_SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,739369,da54bf8716af44b307fd4e0fa8d580e1b9fb1a54207c7fe1d6a63e842886353f,raw/ES/adama-website/ADAMA-ES-1aca3f1e66db/da54bf8716af44b3-L30082_04_COTTONEX NEOPRO_SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-534b662ae439,ADAMA-ES-1aca3f1e66db,COTTONEX NEOPRO,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/1986/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/cottonex-neopro,COTTONEX NEOPRO.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,114432,d4e956862d6f1495e1b863e47c3d0ea86f12a7b832ae4c62f023f2855fdcc2a8,raw/ES/adama-website/ADAMA-ES-1aca3f1e66db/d4e956862d6f1495-COTTONEX NEOPRO.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-6abae476f45e,ADAMA-ES-1aca3f1e66db,COTTONEX NEOPRO,REGISTRATION_SHEET,"URL casou ""registro""",https://www.mapa.gob.es/agricultura/pags/fitos/registro/productos/pdf/24583.pdf,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/cottonex-neopro,24583.pdf,NÃO SEI,404,FAILED,NOT_COLLECTED,NOT_COLLECTED,NOT_COLLECTED,NAO_ENVIADO,2026-08-30T03:19:24Z,EXTENSAO_NA_URL
DOC-ES-62cc160ab832,ADAMA-ES-0b794bdf68f9,CUPROXI FLO,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/1806/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/cuprofixi-flo,L30021_8_CUPROXI FLO_COMPL_SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,646335,0e63579f8d4cefc5caa787fb793c8d7268784bd481fed258a6c93b3f87bb5b81,raw/ES/adama-website/ADAMA-ES-0b794bdf68f9/0e63579f8d4cefc5-L30021_8_CUPROXI FLO_COMPL_SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-aefdeb76f4c7,ADAMA-ES-0b794bdf68f9,CUPROXI FLO,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/2706/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/cuprofixi-flo,CUPROXI FLO.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,121118,391ad437be2347ba57f6e8d4360aaa3453d5537d51f9143970f4c2e72088145b,raw/ES/adama-website/ADAMA-ES-0b794bdf68f9/391ad437be2347ba-CUPROXI FLO.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-677e6c867c37,ADAMA-ES-0b794bdf68f9,CUPROXI FLO,BROCHURE,"TEXTO_DO_LINK casou ""Folleto""",https://www.adama.com/spain/es/media/2711/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-enfermedades/cuprofixi-flo,Cuproxi Flo Olivar Folleto.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,2004328,7e52d688074ca655d8b672abfdb321ce0324b47032703587933c71f5f8b03cc2,raw/ES/adama-website/ADAMA-ES-0b794bdf68f9/7e52d688074ca655-Cuproxi Flo Olivar Folleto.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-b967753d4b94,ADAMA-ES-c6ebc0feefc2,DIODE 100,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/4726/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/diode,L12671_01_DIODE 100 (5) SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,757168,ba68e7f36e9deb4c274cada1de998e00f2ec0ab6f31c46b0ec522c3907035c61,raw/ES/adama-website/ADAMA-ES-c6ebc0feefc2/ba68e7f36e9deb4c-L12671_01_DIODE 100 (5) SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-fe710739873d,ADAMA-ES-c6ebc0feefc2,DIODE 100,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/4731/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/diode,DIODE 100.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,112502,f24a5d69e28286909e1b0af9b973965602702eb3384586abd91d433698207096,raw/ES/adama-website/ADAMA-ES-c6ebc0feefc2/f24a5d69e2828690-DIODE 100.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-8edf62af2430,ADAMA-ES-94e4572acf89,DISCOVERY,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/3526/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/discovery,DISCOVERY.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,134571,f53416dd74a4e55083accf091f70b209d7ce403c05a730e84217f2bd44a96155,raw/ES/adama-website/ADAMA-ES-94e4572acf89/f53416dd74a4e550-DISCOVERY.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-3b30ce44178e,ADAMA-ES-94e4572acf89,DISCOVERY,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/3536/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/discovery,L30146_05_DISCOVERY (5) EC (SPECIMEN).pdf,NÃO SEI,200,DOWNLOADED,application/pdf,866750,d272deeca83af4be068b0994d7259ab9b587c34a7cb45392858e3fab5acbeaf2,raw/ES/adama-website/ADAMA-ES-94e4572acf89/d272deeca83af4be-L30146_05_DISCOVERY (5) EC (SPECIMEN).pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-2fccac6181b4,ADAMA-ES-94e4572acf89,DISCOVERY,OTHER_TECHNICAL_DOCUMENT,nenhum padrao de tipo casou — nao classificado por chute,https://www.adama.com/spain/es/media/4346/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/discovery,DISCOVERY ALMENDRO BR.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,563378,2e75851a67710c5ce94fb3eedeb343637ff8adba7f20297a48a7e7e885e373f9,raw/ES/adama-website/ADAMA-ES-94e4572acf89/2e75851a67710c5c-DISCOVERY ALMENDRO BR.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-03dd8f05f431,ADAMA-ES-94e4572acf89,DISCOVERY,OTHER_TECHNICAL_DOCUMENT,nenhum padrao de tipo casou — nao classificado por chute,https://www.adama.com/spain/es/media/4351/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/discovery,DISCOVERY FRUTALES BR.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,539970,393c7818e49c292e98bc7f6fc9117a53fa66da8c8d133ee6f59e7d6194f3d559,raw/ES/adama-website/ADAMA-ES-94e4572acf89/393c7818e49c292e-DISCOVERY FRUTALES BR.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-9103fba4dec2,ADAMA-ES-77831e4a5f44,ELEGANT,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/1681/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/elegant,L10559_04_ELEGANT (5) COMPLETA (SPECIMEN).pdf,NÃO SEI,200,DOWNLOADED,application/pdf,423423,50b0cf707c06b52af74bcce1ee72581851070b0f85877979f4ed40dca21a8f0b,raw/ES/adama-website/ADAMA-ES-77831e4a5f44/50b0cf707c06b52a-L10559_04_ELEGANT (5) COMPLETA (SPECIMEN).pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-929df1d569d8,ADAMA-ES-77831e4a5f44,ELEGANT,SDS,"TEXTO_DO_LINK casou ""FDS""",https://www.adama.com/spain/es/media/2006/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-malas-hierbas/elegant,ELEGANT.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,123920,85db0cf98cfcc38d2e70280673195c85abbe6f34960848ddf5abc91eff80f86d,raw/ES/adama-website/ADAMA-ES-77831e4a5f44/85db0cf98cfcc38d-ELEGANT.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
DOC-ES-8d3c4f3dcf6d,ADAMA-ES-81126c2a2007,FADEUS,ADAMA_COMMERCIAL_LABEL,"TEXTO_DO_LINK casou ""Etiqueta""",https://www.adama.com/spain/es/media/2486/download?attachment,https://www.adama.com/spain/es/nuestras-soluciones/control-de-plagas/fadeus,L30054_02_FADEUS (5) COMPLETA SPECIMEN.pdf,NÃO SEI,200,DOWNLOADED,application/pdf,847831,deb937e646e20579f33b218e7b54774026cf0f7484fc02562876ab4282f3b325,raw/ES/adama-website/ADAMA-ES-81126c2a2007/deb937e646e20579-L30054_02_FADEUS (5) COMPLETA SPECIMEN.pdf,2026-08-30T03:19:24Z,EXTENSAO_NO_TITLE
