Prodotti fitosanitari venduti nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;;;Sostanze attive vendute nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;
(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;;;(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ;Nome Prodotto venduto;Quantità (Kg o litri);;;Azienda ULSS;Provincia ULSS;Sostanza attiva venduta;Quantità (Kg);;
VR;21;14119;VISIR PENCOTECH;72;;;;;;;;
VR;21;14123;ZETARAM NEW TECH;50;;;;;;;;
VR;21;14127;MEVAXIL COBRE;189;;;;;;;;
VR;21;14128;ZIGNAL;258;;;;;;;;
VR;21;14135;GRENADIER 75 DF;310,32;;;;;;;;
VR;21;14136;OBERON;15;;;;;;;;
VR;21;14137;ALTACOR;68,9;;;;;;;;
VR;21;14154;PIRETRO ACTIGREEN;0,74;;;;;;;;
VR;21;14156;CURZATE R WG;271;;;;;;;;
VR;21;14158;CHLORCYRINE 550 EC;157;;;;;;;;
VR;21;14164;TRIKA ZETA;2977;;;;;;;;
VR;21;14165;NANDO MAXI;462;;;;;;;;
VR;21;14166;ZETOR;1442;;;;;;;;
VR;21;14168;SILWET VELONEX;204;;;;;;;;
VR;21;14169;PERGADO R;2150;;;;;;;;
VR;21;14178;TRI-BASE;653,8;;;;;;;;
VR;21;14182;ARES 25 WG;152;;;;;;;;
VR;21;14184;GALATAS PLUS;15;;;;;;;;
VR;21;14187;SILWET FASTEX;685,5;;;;;;;;
VR;21;14193;SARMOX 45 DG;50,5;;;;;;;;
VR;21;14195;KENDO WITH ZEON TECHNOLOGY;60;;;;;;;;
VR;21;14202;APOR 50 SC;5;;;;;;;;
VR;21;14214;RAPSAN 500 SC;692;;;;;;;;
VR;21;14218;VEDO BLU;3;;;;;;;;
VR;21;14245;GOLEM;47,75;;;;;;;;
VR;21;14248;CLOR QUICK;21,1;;;;;;;;
VR;21;14290;KOHINOR 200 SL;3413,05;;;;;;;;
VR;21;14294;EXECUTIVE;118,1;;;;;;;;
VR;21;14333;DIMILIN SC-15;2;;;;;;;;
VR;21;14336;NEMATHORIN 150 EC;25;;;;;;;;
VR;21;14342;VOLCAN COMBI SC;50;;;;;;;;
VR;21;14363;U 46 GIARDEN;4,5;;;;;;;;
VR;21;14370;AMISTAR;121;;;;;;;;
VR;21;14373;GLINET;579;;;;;;;;
VR;21;14377;BROS;86;;;;;;;;
VR;21;14381;PYRINET;60;;;;;;;;
VR;21;14384;ETOPROSIP G;360;;;;;;;;
VR;21;14386;OLIONET;8;;;;;;;;
VR;21;14389;DESSICASH 200 SL;13321;;;;;;;;
VR;21;14398;KOHINOR 70 WDG;17;;;;;;;;
VR;21;14405;MERLIN FLEXX;5561;;;;;;;;
VR;21;14407;RUNWAY;22,95;;;;;;;;
VR;21;14409;MOVENTO 48 SC;1399,32;;;;;;;;
VR;21;14416;VERTIMEC;16;;;;;;;;
VR;21;14418;PULSAR 40 SL;2294;;;;;;;;
VR;21;14419;TRUST SC;0,5;;;;;;;;
VR;21;14423;PRIMISOL 80 WDG;14;;;;;;;;
VR;21;14431;LENTAGRAN 45 WP;69,8;;;;;;;;
VR;21;14432;METRIC;109;;;;;;;;
VR;21;14433;QUBIC R;1241;;;;;;;;
VR;21;14434;NUANCE;1151,74;;;;;;;;
VR;21;14441;VALZER SC;337;;;;;;;;
VR;21;14459;DEDALUS WDG;223;;;;;;;;
VR;21;14461;CURIT DUO;158;;;;;;;;
VR;21;14462;KOBAN T;2244;;;;;;;;
VR;21;14463;MERPAN 480 SC;170;;;;;;;;
VR;21;14465;TAIFUN MK;16374;;;;;;;;
VR;21;14469;ROMIN 600;335;;;;;;;;
VR;21;14474;TEBUSIP COMBI;540,9;;;;;;;;
VR;21;14481;KORTHANE M;6;;;;;;;;
VR;21;14488;ANTRACOL 70 WG;880;;;;;;;;
VR;21;14491;QUBIC MZ;1340;;;;;;;;
VR;21;14500;TEPPEKI;34;;;;;;;;
VR;21;14510;ELECTIS TRIO;335;;;;;;;;
VR;21;14514;BOOSTER;21;;;;;;;;
VR;21;14523;CARPO 600;1,5;;;;;;;;
VR;21;14527;SUDOKU TOP;6;;;;;;;;
VR;21;14541;RAVENAS EXTRA;73;;;;;;;;
VR;21;14543;FLUIZOL;16;;;;;;;;
VR;21;14574;MONREV;116;;;;;;;;
VR;21;14575;TRIMMER SX;1,6;;;;;;;;
VR;21;14577;FORUM R 3B;2426;;;;;;;;
VR;21;14581;ROBO' WDG;417;;;;;;;;
VR;21;14582;FENGIB;7;;;;;;;;
VR;21;14629;GAT TESSLA 25 WG;144;;;;;;;;
VR;21;14636;BIOLID UP;1070,5;;;;;;;;
VR;21;14638;NETOR;485;;;;;;;;
VR;21;14640;OBOKE-SC;645;;;;;;;;
VR;21;14642;RIDOMIL GOLD R WG;9259;;;;;;;;
VR;21;14643;CENTIUM 36 CS;938;;;;;;;;
VR;21;14647;VIVAL;40;;;;;;;;
VR;21;14660;BTK 32 WG;5;;;;;;;;
VR;21;14664;BERELEX 40 SG;147,22;;;;;;;;
VR;21;14684;SUPERBO;27;;;;;;;;
VR;21;14687;QUAD-GLOB 200 SL;8964;;;;;;;;
VR;21;14693;VIP 80 EC;54,75;;;;;;;;
VR;21;14697;ENERVIN DUO;858;;;;;;;;
VR;21;14699;GEOXE;150,5;;;;;;;;
VR;21;14728;CELIO;3,5;;;;;;;;
VR;21;14735;RANMAN TOP;57;;;;;;;;
VR;21;14737;ROUNDUP PLATINUM;2376;;;;;;;;
VR;21;14739;DECIS PROTECT;12;;;;;;;;
VR;21;14758;KARATE WITH ZEON TECHNOLOGY 1.5 HOBBY;3,2;;;;;;;;
VR;21;14764;SLUXX;60;;;;;;;;
VR;21;14766;ACTARA 240 SC;24;;;;;;;;
VR;21;14768;CALIBAN TOP;59,6;;;;;;;;
VR;21;14770;MISCANTI DUO;12;;;;;;;;
VR;21;14772;BANDERA;48;;;;;;;;
VR;21;14785;DRISCOLL;100,7;;;;;;;;
VR;21;14792;MELODY TREVI;871;;;;;;;;
VR;21;14794;MYSTIC CLASS;100;;;;;;;;
VR;21;14796;ATOMINAL 10 EC;7;;;;;;;;
VR;21;14798;DIFLORON 200 SL;3;;;;;;;;
VR;21;14799;AFLOR 200 SL;1,95;;;;;;;;
VR;21;14803;ELECTIS ZR;46;;;;;;;;
VR;21;14804;COPPER - DF;15,5;;;;;;;;
VR;21;14806;LUNA PRIVILEGE;282;;;;;;;;
VR;21;14807;LUZINDO;28,25;;;;;;;;
VR;21;14808;PROXANIL SC;45;;;;;;;;
VR;21;14809;CUPRAVIT BIO EVOLUTION;3912;;;;;;;;
VR;21;14812;ENERVIN TOP;21;;;;;;;;
VR;21;14815;ADENGO;12316;;;;;;;;
VR;21;14818;ACANTO;140;;;;;;;;
VR;21;14826;PYREOS EXTRA SL;105,3;;;;;;;;
VR;21;14828;NUPRID SUPREME SC;385;;;;;;;;
VR;21;14837;GLIFOSAR FLASH;4325;;;;;;;;
VR;21;14838;BARCLAY GALLUP BIOGRADE 360;9520;;;;;;;;
VR;21;14845;MYSTIC PLUS S;336;;;;;;;;
VR;21;14857;ABOTRIL 500;36;;;;;;;;
VR;21;14867;SYNERO;60;;;;;;;;
VR;21;14868;IDROX 22 NEW;232;;;;;;;;
VR;21;14870;ASSORAM ELITE WG;40;;;;;;;;
VR;21;14871;OXICU;2160;;;;;;;;
VR;21;14872;BELLIS DRUPACEE;110;;;;;;;;
VR;21;14876;GRANDSTAND;5;;;;;;;;
VR;21;14878;FOXTROT;304;;;;;;;;
VR;21;14879;LONTREL 72 SG;8;;;;;;;;
VR;21;14884;CORUM;1989;;;;;;;;
VR;21;14894;LANNATE 25 WP;62;;;;;;;;
VR;21;14895;LANNATE 20 SL;317,5;;;;;;;;
VR;21;14896;HIMALAYA 60 SG;1000;;;;;;;;
VR;21;14897;FLUROSTAR 200;290;;;;;;;;
VR;21;14898;POLECI;3;;;;;;;;
VR;21;14915;REPLAY;7;;;;;;;;
VR;21;14916;SILWET SPRINTEX;387,25;;;;;;;;
VR;21;14927;KALAHARI;80;;;;;;;;
VR;21;14935;TRAXOS ONE;27;;;;;;;;
VR;21;14936;AMPLIGO;129,5;;;;;;;;
VR;21;14940;TAKUMI;65,9;;;;;;;;
VR;21;14941;SWAT DRIP;15;;;;;;;;
VR;21;14944;FLUXYR 200 EC;256;;;;;;;;
VR;21;14951;BOTECTOR;1,2;;;;;;;;
VR;21;14972;DICARZOL 50 SP;15;;;;;;;;
VR;21;14973;MONTANA;409;;;;;;;;
VR;21;14974;BELEM 0.8 MG;65171;;;;;;;;
VR;21;14977;SORPASSO 500 FL;40;;;;;;;;
VR;21;14980;AFFINITY PLUS;207;;;;;;;;
VR;21;14985;RETENGO PLUS;23;;;;;;;;
VR;21;15005;FONTELIS;29;;;;;;;;
VR;21;15006;TRAXOS PRONTO;44;;;;;;;;
VR;21;15007;AXIAL PRONTO;259;;;;;;;;
VR;21;15008;LBG - 01F34;1696;;;;;;;;
VR;21;15011;SPI EC;3;;;;;;;;
VR;21;15013;NATRIA LUMACHICIDA;23,5;;;;;;;;
VR;21;15019;RIVIERA;552;;;;;;;;
VR;21;15023;DERREX;102;;;;;;;;
VR;21;15024;MESUROL 200 SC;314;;;;;;;;
VR;21;15030;COSSACK;63;;;;;;;;
VR;21;15037;BREZZA;1224;;;;;;;;
VR;21;15041;OPINION ECNA;27;;;;;;;;
VR;21;15047;R6 ERRESEI BORDEAUX WG;2146;;;;;;;;
VR;21;15049;MODDUS;21;;;;;;;;
VR;21;15050;VERTIMEC PRO;96;;;;;;;;
VR;21;15052;KAIMO SORBIE;27,6;;;;;;;;
VR;21;15053;ADMIRAL ECHO;14;;;;;;;;
VR;21;15055;FOSIM;2;;;;;;;;
VR;21;15058;PRINCIPAL MAIS;227,48;;;;;;;;
VR;21;15059;DECIS EVO;824;;;;;;;;
VR;21;15061;SCOMRID;3;;;;;;;;
VR;21;15062;PIRAMAX  EC;22;;;;;;;;
VR;21;15063;NIMBLE;11,35;;;;;;;;
VR;21;15064;MAESTRO WG ADVANCE;15;;;;;;;;
VR;21;15067;MIG-40 SC;1282;;;;;;;;
VR;21;15071;EVOLUTION;69;;;;;;;;
VR;21;15079;JUVINAL ECHO;274;;;;;;;;
VR;21;15083;AUDACE;467;;;;;;;;
VR;21;15085;VITISAN 45 WG;249;;;;;;;;
VR;21;15088;CLARIDO;119;;;;;;;;
VR;21;15093;CENTURIO;127,5;;;;;;;;
VR;21;15094;FOSBEL 80 WG;2241;;;;;;;;
VR;21;15100;NECTAR PLUS;120;;;;;;;;
VR;21;15101;CIMORAM ULTRA WG;82;;;;;;;;
VR;21;15107;SAMSON EXTRA 6 OD;26;;;;;;;;
VR;21;15111;MIRADOR SC/PRIORI;328;;;;;;;;
VR;21;15114;MACCANI;1610;;;;;;;;
VR;21;15116;ELIOS R;68;;;;;;;;
VR;21;15122;ACTELLIC 50 NEWPHARM;5;;;;;;;;
VR;21;15124;ZANTARA;42;;;;;;;;
VR;21;15125;PROLECTUS;435;;;;;;;;
VR;21;15130;INTREPID;565;;;;;;;;
VR;21;15135;OLEOSAN PLUS;2,5;;;;;;;;
VR;21;15138;BAROCCO 80 WG;900;;;;;;;;
VR;21;15139;INDIPENDENT SC-15;537;;;;;;;;
VR;21;15145;TEMPLIER;11,7;;;;;;;;
VR;21;15147;EVO-TRIBASIC;1000;;;;;;;;
VR;21;15148;ENVIROMITE 480 SC;0,61;;;;;;;;
VR;21;15149;PRIMISOL MK;8609;;;;;;;;
VR;21;15165;LOOP;160;;;;;;;;
VR;21;15168;ZORO 1.9 EW;38;;;;;;;;
VR;21;15177;ROTATE PLUS DF;22;;;;;;;;
VR;21;15180;RIVET PLUS;23;;;;;;;;
VR;21;15181;CIRRUS CS;124;;;;;;;;
VR;21;15184;SATEL GEO;40;;;;;;;;
VR;21;15192;LIBERATE;58;;;;;;;;
VR;21;15193;CONTATTO PIU' EXTRA;334;;;;;;;;
VR;21;15199;SAKURA;44;;;;;;;;
VR;21;15201;FLOXI 355 SC;25;;;;;;;;
VR;21;15211;TRAMAN;747;;;;;;;;
VR;21;15214;DELTAPLAN SC;18;;;;;;;;
VR;21;15221;ZETARAM PLUS;4;;;;;;;;
VR;21;15232;CUSTODIA;488;;;;;;;;
VR;21;15236;ZAMMO;367;;;;;;;;
VR;21;15244;VERDE PYRIPROXIFEN;155;;;;;;;;
VR;21;15253;FALCON MK;1952;;;;;;;;
VR;21;15256;FORUM R 3B FLOW;160;;;;;;;;
VR;21;15264;ENERVIN SC;1272;;;;;;;;
VR;21;15270;PROFELIS;0,38;;;;;;;;
VR;21;15273;BITAM 15 EC;5;;;;;;;;
VR;21;15274;ALIAL SYSTEM;95;;;;;;;;
VR;21;15275;KUSTI;205;;;;;;;;
VR;21;15281;MICROMEGAS;73;;;;;;;;
VR;21;15285;PRIMMA STAR;2,6;;;;;;;;
VR;21;15290;AXIDOR;697;;;;;;;;
VR;21;15293;BONECO;270;;;;;;;;
VR;21;15294;KENDO BI-ACTIVE;281;;;;;;;;
VR;21;15302;AMYLO-X;979;;;;;;;;
VR;21;15304;EXOSEX GVM;1,3;;;;;;;;
VR;21;15307;DEDALUS 25 WDG;1558;;;;;;;;
VR;21;15310;NISSHIN EXTRA 6 OD;313;;;;;;;;
VR;21;15311;TIZCA;289;;;;;;;;
VR;21;15313;ZOLFO SC;220;;;;;;;;
VR;21;15315;DRUM SC;240;;;;;;;;
VR;21;15318;OURAGAN;693;;;;;;;;
VR;21;15325;CORNER MZ WG;300;;;;;;;;
VR;21;15327;METAMAN 8-64 WG;170;;;;;;;;
VR;21;15333;APPLAUD PLUS;292,98;;;;;;;;
VR;21;15335;U 46 ULTRA;68;;;;;;;;
VR;21;15337;EXPRESS SUN;6,1;;;;;;;;
VR;21;15340;FEUDO 50 WP;750;;;;;;;;
VR;21;15342;FEUDO MZ WDG;74;;;;;;;;
VR;21;15343;FEUDO RD WP;90;;;;;;;;
VR;21;15344;FILAN WG;399;;;;;;;;
VR;21;15348;RIDOMIL GOLD R LIQUIDO;221,5;;;;;;;;
VR;21;15353;CIDETRAK CM;1,5;;;;;;;;
VR;21;15356;AVIATOR SC;173;;;;;;;;
VR;21;15358;ZOLFO FLOW MCT;610;;;;;;;;
VR;21;15361;LIETO;109;;;;;;;;
VR;21;15364;DESIGN WG;45;;;;;;;;
VR;21;15371;BELEM PROTEZIONE;2030;;;;;;;;
VR;21;15384;LUNA EXPERIENCE;1087;;;;;;;;
VR;21;15386;TRACER FLY;6;;;;;;;;
VR;21;15388;MEXIL ORO R WG;234;;;;;;;;
VR;21;15389;FLARE GOLD R WG;2280;;;;;;;;
VR;21;15401;TAIFUN MK CL;37024;;;;;;;;
VR;21;15406;DICUMBA;609;;;;;;;;
VR;21;15407;RULER;65;;;;;;;;
VR;21;15409;DECISION;609;;;;;;;;
VR;21;15428;WINNER OD;1005;;;;;;;;
VR;21;15433;ATLAS;18;;;;;;;;
VR;21;15434;RAK 2 MAX;205;;;;;;;;
VR;21;15448;REBEL TOP;40;;;;;;;;
VR;21;15449;CIDELY;152;;;;;;;;
VR;21;15462;SCORE II;60;;;;;;;;
VR;21;15468;ACASTA;411;;;;;;;;
VR;21;15487;INSTANT;986;;;;;;;;
VR;21;15499;SONG 70 WDG;9,75;;;;;;;;
VR;21;15505;SILBOT 500 SC/MORFEUM 500 SC;96;;;;;;;;
VR;21;15507;CREW SUPERB;94;;;;;;;;
VR;21;15537;DELTAGRI;53;;;;;;;;
VR;21;15569;LOOP 40;130;;;;;;;;
VR;21;15572;ZOMINEX;8;;;;;;;;
VR;21;15573;PROMESS SL;22;;;;;;;;
VR;21;15574;KARMA 85;1370;;;;;;;;
VR;21;15581;BARKAN;173;;;;;;;;
VR;21;15596;LASCAR;60;;;;;;;;
VR;21;15597;CHECKMATE PUFFER CM;47,23;;;;;;;;
VR;21;15598;CARPOVIRUSINE EVO 2;588;;;;;;;;
VR;21;15603;ERBIFEN K;660;;;;;;;;
VR;21;15618;FULLDINA 355 SC;65;;;;;;;;
VR;21;15622;CURZATE R WG BIANCO;11;;;;;;;;
VR;21;15623;COSMOS 550 EC;790;;;;;;;;
VR;21;15625;TERMINUS SC;90;;;;;;;;
VR;21;15627;PAPYRUS 400 SC;21;;;;;;;;
VR;21;15630;PALMAS 45% WG;25,5;;;;;;;;
VR;21;15640;PROLINE STAR;757;;;;;;;;
VR;21;15641;SIATTOL 200 SL;34;;;;;;;;
VR;21;15650;TB 25 WG;22;;;;;;;;
VR;21;15651;FLANKER;10;;;;;;;;
VR;21;15654;ACCORD;87;;;;;;;;
VR;21;15661;SENEGO;6,25;;;;;;;;
VR;21;15668;GHIBLI 240 OD;24;;;;;;;;
VR;21;15680;MITRHA 40 SC;1792;;;;;;;;
VR;21;15681;LUMADRY ESCA;12;;;;;;;;
VR;21;15689;DIFENZONE;9;;;;;;;;
VR;21;15699;EMI 48;1284;;;;;;;;
VR;21;15710;CLINCHER ONE;35;;;;;;;;
VR;21;15711;ALSYSTIN;220,5;;;;;;;;
VR;21;15713;DIABLO SC;0,2;;;;;;;;
VR;21;15722;ARMICARB 85;50;;;;;;;;
VR;21;15741;AVADEX FACTOR;576;;;;;;;;
VR;21;15751;VITENE TRIPLO R;23;;;;;;;;
VR;21;15791;CHECKMATE PUFFER CM-O;9,82;;;;;;;;
VR;21;15817;GLADIATOR;612;;;;;;;;
VR;21;15834;TRACER 120;422;;;;;;;;
VR;21;15839;MAXCEL 2SL;212;;;;;;;;
VR;21;15841;FLOCTER;510;;;;;;;;
VR;21;15842;AFICIONADO;390;;;;;;;;
VR;21;15846;BIO ETEFON;532;;;;;;;;
VR;21;15857;R6 ERRESEI PASADOBLE;780;;;;;;;;
VR;21;15900;TRIKA EXPERT;53360;;;;;;;;
VR;21;15901;ERCOLE;43685;;;;;;;;
VR;21;15912;CUPRO ISAGRO WG;6160;;;;;;;;
VR;21;15924;RUSTLER;14;;;;;;;;
VR;21;15926;MOJANG 600;135;;;;;;;;
VR;21;15927;MOJANG T;130;;;;;;;;
VR;21;15936;IMAZAMOX 40;146;;;;;;;;
VR;21;15940;GOLDOR ESCA;1005;;;;;;;;
VR;21;15942;BEAM RICE;75;;;;;;;;
VR;21;15949;PROMEX;573;;;;;;;;
VR;21;15954;D-D SOIL VI;59340;;;;;;;;
VR;21;15958;GEOCLEAN;3075;;;;;;;;
VR;21;15959;DIGEO VI;155720;;;;;;;;
VR;21;15961;RETENGO NEW;20;;;;;;;;
VR;21;15964;ENOVIT METIL FL BETA;87;;;;;;;;
VR;21;15995;PACLOT;89;;;;;;;;
VR;21;16006;DIDICLOR 6;50000;;;;;;;;
VR;21;16009;PLANTONE FORTE;240;;;;;;;;
VR;21;16045;TELONE II 2014;21800;;;;;;;;
VR;21;16049;DELEGATE WG;44;;;;;;;;
VR;22;13;THIOPRON;11610;;;;;;;;
VR;22;17;U 46 COMBI FLUID;111;;;;;;;;
VR;22;40;ETRAVON SYNGENTA;1453;;;;;;;;
VR;22;206;ALBENE;6155;;;;;;;;
VR;22;346;BAGIR MAX;75;;;;;;;;
VR;22;361;BAGNANTE ANTISCHIUMA S;520;;;;;;;;
VR;22;449;MOCAP;660;;;;;;;;
VR;22;464;REGRAN S;30;;;;;;;;
VR;22;619;VALGRAN;502;;;;;;;;
VR;22;630;REGLONE W;2369;;;;;;;;
VR;22;747;ZOLFO SPRUZZABILE;5870;;;;;;;;
VR;22;909;POLISOLFURO DI CALCIO POLISENIO;9185;;;;;;;;
VR;22;1156;CHEMOL;36342,5;;;;;;;;
VR;22;1187;MICOZEB 45;10;;;;;;;;
VR;22;1544;MESUROL;2;;;;;;;;
VR;22;1562;ERBITOX E 30;217;;;;;;;;
VR;22;1573;BASAMID GRANULAT;2380;;;;;;;;
VR;22;1583;MICROTHIOL DISPERSS;186455;;;;;;;;
VR;22;1600;ETRAVON;10;;;;;;;;
VR;22;1613;ANTRACOL;30;;;;;;;;
VR;22;1714;KERB 80 EDF;242;;;;;;;;
VR;22;1765;MICRO-DROP;1409;;;;;;;;
VR;22;1850;IDRORAME FLOW;168;;;;;;;;
VR;22;1936;LIQUIZOL M/TIOZOL MK;190;;;;;;;;
VR;22;1979;PERFEKTHION;40;;;;;;;;
VR;22;2307;VECTOR;2576;;;;;;;;
VR;22;2340;STOMP 330-E;15;;;;;;;;
VR;22;2353;BONALAN;63;;;;;;;;
VR;22;2454;DIMILIN;1;;;;;;;;
VR;22;2518;ACTELLIC 2P;36;;;;;;;;
VR;22;2525;LUMACID AGRO;13;;;;;;;;
VR;22;2634;BUGGY;2555;;;;;;;;
VR;22;2732;GOLTIX;41;;;;;;;;
VR;22;2863;COCCITOX FLUIDO;1;;;;;;;;
VR;22;2896;TETROSSIL;1275;;;;;;;;
VR;22;2923;TIOVIT JET;163796;;;;;;;;
VR;22;2983;NIMROD;43;;;;;;;;
VR;22;2995;ESCARTOX;1715,9;;;;;;;;
VR;22;3065;OLIOCIN;23544,5;;;;;;;;
VR;22;3076;MESUROL ESCA;185;;;;;;;;
VR;22;3082;OLEOTER ESTATE;7;;;;;;;;
VR;22;3102;OLEOTER;28;;;;;;;;
VR;22;3141;CUTHIOL;24;;;;;;;;
VR;22;3219;CARAKOL AGRO;1406,5;;;;;;;;
VR;22;3313;ARAGOL L 40;30;;;;;;;;
VR;22;3343;U46 M CLASS;609;;;;;;;;
VR;22;3366;ROGATOX EC;326;;;;;;;;
VR;22;3397;ROGOR;733;;;;;;;;
VR;22;3412;SYLLIT 65;625;;;;;;;;
VR;22;3468;DACOL L 40;10;;;;;;;;
VR;22;3486;TRISCABOL DG;50;;;;;;;;
VR;22;3503;AGRUMIN;5;;;;;;;;
VR;22;3640;CUPROSTAR/AIRONE;330;;;;;;;;
VR;22;3658;SIPCAMOL E;250;;;;;;;;
VR;22;3754;BAGNANTE SARIAF;105;;;;;;;;
VR;22;3767;FENOXILENE MAX;108;;;;;;;;
VR;22;3771;ROVRAL WG;789;;;;;;;;
VR;22;3779;VAPAM;60150;;;;;;;;
VR;22;3793;DITHANE M-45;150;;;;;;;;
VR;22;3800;CRITTAM WG;6688;;;;;;;;
VR;22;3817;DISERBONE KN;72;;;;;;;;
VR;22;4012;RELDAN 22;3819;;;;;;;;
VR;22;4157;IROL PLUS;10;;;;;;;;
VR;22;4190;TETRASOL 80;710;;;;;;;;
VR;22;4199;PENNCOZEB DG;5246;;;;;;;;
VR;22;4228;ROGOR L 20;2325;;;;;;;;
VR;22;4324;CUPROMIX MZ BLEU;240;;;;;;;;
VR;22;4326;ROGOR L 40;178;;;;;;;;
VR;22;4426;DECIS;312;;;;;;;;
VR;22;4461;IMIDAN WDG;357;;;;;;;;
VR;22;4552;DITHANE DG NEOTEC;560;;;;;;;;
VR;22;4686;DIMILIN 25 P.B.;1,5;;;;;;;;
VR;22;4710;ALIETTE;7474,55;;;;;;;;
VR;22;4896;RIGENAL P;6,1;;;;;;;;
VR;22;5152;TIOSPOR WG;710;;;;;;;;
VR;22;5228;CARAKOL;410;;;;;;;;
VR;22;5292;FIXORMON;1;;;;;;;;
VR;22;5299;MIBIOL;121;;;;;;;;
VR;22;5343;LIMASANEX;19;;;;;;;;
VR;22;5346;OYLIR;50;;;;;;;;
VR;22;5363;BERELEX;1,2;;;;;;;;
VR;22;5494;GIBRELIN;4;;;;;;;;
VR;22;5512;DREAM/R6 ERRESEI BORDEAUX;10;;;;;;;;
VR;22;5581;GIBBERELLINA CIFO;0,05;;;;;;;;
VR;22;5657;BAGNANTE SCAM;24;;;;;;;;
VR;22;5708;TERRAZOLE 25% EC;24;;;;;;;;
VR;22;5796;GARLON;322;;;;;;;;
VR;22;5881;PREVICUR;2,45;;;;;;;;
VR;22;6162;DE-SPROUT;1000;;;;;;;;
VR;22;6298;FASTAC;3;;;;;;;;
VR;22;6321;STIMOLANTE 66F;46;;;;;;;;
VR;22;6322;OBSTHORMON 24A;143;;;;;;;;
VR;22;6324;MAXCEL;36;;;;;;;;
VR;22;6376;ANTISCHIUMA SHAUMSTOP;1175,25;;;;;;;;
VR;22;6389;DUECI-FITO RADICANTE;1,6;;;;;;;;
VR;22;6401;MONDAK 21 S;15;;;;;;;;
VR;22;6437;ETHREL;203;;;;;;;;
VR;22;6505;NOKAD;0,5;;;;;;;;
VR;22;6556;K-OBIOL DP2;55;;;;;;;;
VR;22;6632;DIPPER;31;;;;;;;;
VR;22;6674;AFALON DS;295;;;;;;;;
VR;22;6708;BAGNANTE NEUTRO;585;;;;;;;;
VR;22;6786;BAGNANTE AC;692;;;;;;;;
VR;22;6945;TOPAS 10 EC;250,25;;;;;;;;
VR;22;6947;TOPAS COMBI;515;;;;;;;;
VR;22;6955;METACID;23;;;;;;;;
VR;22;6956;TARGA FLO;470;;;;;;;;
VR;22;7020;BAGNANTE CIFO;55;;;;;;;;
VR;22;7055;PASTA CAFFARO BLU;94,5;;;;;;;;
VR;22;7368;TURFENE L;96,6;;;;;;;;
VR;22;7369;SYLLIT FLO;18,95;;;;;;;;
VR;22;7370;TETRASOL LIQUIDO;2172;;;;;;;;
VR;22;7379;VENZAR;1;;;;;;;;
VR;22;7401;POLTIGLIA CAFFARO 20 DF NEW;72;;;;;;;;
VR;22;7411;DIRAGER;8;;;;;;;;
VR;22;7454;ORMONE AG COMPRESSE;3,3;;;;;;;;
VR;22;7483;DEVRINOL F;4;;;;;;;;
VR;22;7530;BIOLID E;7;;;;;;;;
VR;22;7541;APOLLO SC;11;;;;;;;;
VR;22;7550;ZETA 80;2,6;;;;;;;;
VR;22;7555;KLARTAN 20 EW;45,55;;;;;;;;
VR;22;7581;ZELIG;915;;;;;;;;
VR;22;7597;ENERGIL 100 A;10;;;;;;;;
VR;22;7608;DASKOR;216;;;;;;;;
VR;22;7611;ENOVIT METIL FL;4065;;;;;;;;
VR;22;7700;MATACAR FL;6,8;;;;;;;;
VR;22;7732;KESHET EW;4;;;;;;;;
VR;22;7733;BAYTEROID EW;1042,09;;;;;;;;
VR;22;7737;ZOLFO DOPPIO VENTILATO SCORREVOLE 95% S;3;;;;;;;;
VR;22;7767;ACARISTOP 20 SC;0,62;;;;;;;;
VR;22;7845;TMTD 50 SC;217;;;;;;;;
VR;22;7876;PIRIMOR 17,5;114;;;;;;;;
VR;22;7907;RAMEPLANT 50;740;;;;;;;;
VR;22;7916;POLYRAM DF;20594;;;;;;;;
VR;22;7919;TOUCHDOWN;4707;;;;;;;;
VR;22;7930;KERB FLO;76;;;;;;;;
VR;22;7957;ROVRAL PLUS;604;;;;;;;;
VR;22;7958;RONSTAR FL;391;;;;;;;;
VR;22;7961;RIZOLEX  GOLD;130;;;;;;;;
VR;22;7963;RIZOLEX 50 PB;1;;;;;;;;
VR;22;7965;TRIGARD 75 WP;4;;;;;;;;
VR;22;7984;STRATOS;311;;;;;;;;
VR;22;8001;AGRO-PYR;1,06;;;;;;;;
VR;22;8023;SUMIALFA ECHO;84;;;;;;;;
VR;22;8102;MERPAN 80 WDG;12492;;;;;;;;
VR;22;8105;CIMORAM;2573;;;;;;;;
VR;22;8106;CIMOZEB;380;;;;;;;;
VR;22;8117;BASTA 200;11915;;;;;;;;
VR;22;8146;GALLERY;423,5;;;;;;;;
VR;22;8153;SIGMA 52 DF;11,7;;;;;;;;
VR;22;8155;CATOR;1024;;;;;;;;
