"Prodotti fitosanitari e sostanze attive venduti nell'anno 2015 (fonte dati: Autorità competente per il coordinamento territoriale in materia di prodotti fitosanitari, dichiarazioni di vendita p.f. 2015, art. 16 D.Lgs. 150/2012); le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2016.";;;;;;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;Provincia ULSS;Azienda ULSS;Sostanza attiva venduta;Quantità (Kg)
VR;20;12084;GALEO;10;;;;;
VR;20;12096;POLTIGLIA DISPERSS X 15;78.465,00;;;;;
VR;20;12096;POLTIGLIA DISPERSS;31.147,50;;;;;
VR;20;12096;POLTIGLIA DISPERSS X KG.15;7.755,00;;;;;
VR;20;12096;POLTIGLIA DISPRESS;3.900,00;;;;;
VR;20;12096;POLTIGLIA DISPERSS X 1;462;;;;;
VR;20;12100;ASSET;971;;;;;
VR;20;12100;ASSET   X 1;281;;;;;
VR;20;12100;ASSET X LT 1;40;;;;;
VR;20;12106;TALENDO;7;;;;;
VR;20;12114;AUXIGER LG;627;;;;;
VR;20;12114;AUXIGER LG x 1 lt;24;;;;;
VR;20;12131;DURSBAN 75 WG;1;;;;;
VR;20;12133;JUVINAL 10 EC;53;;;;;
VR;20;12133;JUVINAL 10EC REG.12133 LT.1;1;;;;;
VR;20;12136;VERITAS;115;;;;;
VR;20;12136;VERITAS  KG.5;25;;;;;
VR;20;12136;VERITAS x 5 kg;10;;;;;
VR;20;12136;VERITAS  KG.1;8;;;;;
VR;20;12138;R6 ERRESEI TREVI;1.625,00;;;;;
VR;20;12138;R6 TREVI X KG.8;24;;;;;
VR;20;12149;GERBA 4 LG   X 1;15;;;;;
VR;20;12149;GERBA 4 LG   X 5;5;;;;;
VR;20;12170;HELIOCUIVRE     FL X 10;30;;;;;
VR;20;12172;FERRAMOL;164;;;;;
VR;20;12174;V.I.P FLOW LT.20;320;;;;;
VR;20;12174;V.I.P. FLOW;290;;;;;
VR;20;12174;V.I.P FLOW LT.5;55;;;;;
VR;20;12180;NIK WDG;100;;;;;
VR;20;12192;GRANSTAR 50 SX;0,02;;;;;
VR;20;12194;TEGOPLANT;15;;;;;
VR;20;12200;SILBOT R x 10 kg;650;;;;;
VR;20;12200;SILBOT R;11;;;;;
VR;20;12202;ZEMIX R x 10 kg;878;;;;;
VR;20;12225;TEPPEKI  X 0,500;139;;;;;
VR;20;12225;TEPPEKI;116,91;;;;;
VR;20;12225;TEPPEKI GR.500;1;;;;;
VR;20;12225;TEPPEKI GR.140;0,28;;;;;
VR;20;12225;TEPPEKI  X 0,100;0,2;;;;;
VR;20;12243;MANTIR DG;13.720,00;;;;;
VR;20;12243;MANTIR DG X KG.25;1.850,00;;;;;
VR;20;12243;MANTIR DG X KG.10;1.210,00;;;;;
VR;20;12245;ROUNDUP 360 POWER;2.861,00;;;;;
VR;20;12245;ROUNDUP 360 POWER X 20;1.480,00;;;;;
VR;20;12245;ROUNDUP 360 POWER X LT.20;360;;;;;
VR;20;12245;ROUNDUP 360 POWER X LT.5;240;;;;;
VR;20;12245;ROUNDUP 360 POWER X LT.1;5;;;;;
VR;20;12262;VALBON;769;;;;;
VR;20;12263;VONDOZEB  DG  X 25;300;;;;;
VR;20;12263;VONDOZEB DG X KG.25;25;;;;;
VR;20;12270;UNICORN DF X KG.5;515;;;;;
VR;20;12272;MAGNET OLI;51;;;;;
VR;20;12272;MAGNET-OLI(MOSCA OLIVO)X 51;1,4;;;;;
VR;20;12285;FORUM GOLD X KG.10;290;;;;;
VR;20;12313;TOPAS HOBBY;2,9;;;;;
VR;20;12317;DACOL L 20;266;;;;;
VR;20;12317;DACOL L 20 LT.1-CLP-;96;;;;;
VR;20;12317;DACOL L20  LT.1;4;;;;;
VR;20;12318;VIVER;408;;;;;
VR;20;12320;PERSHING;19;;;;;
VR;20;12322;SWITCH HOBBY;0,2;;;;;
VR;20;12325;MESUROL M PLUS;1.499,70;;;;;
VR;20;12330;DEDALUS SE;140,2;;;;;
VR;20;12330;DEDALUSSE;20;;;;;
VR;20;12330;DEDALUS SE X LT.5;5;;;;;
VR;20;12330;DEDALUS SE  x 1;2;;;;;
VR;20;12330;DEDALUS SE X LT.1;1;;;;;
VR;20;12368;CARPOSTOP  X 0,500;58,5;;;;;
VR;20;12376;FITAGIL;235;;;;;
VR;20;12376;FITAGIL X LT.1;126;;;;;
VR;20;12378;TRIANUM G;35;;;;;
VR;20;12381;NU-FILM P;65;;;;;
VR;20;12383;RIDOMIL GOLD MZ PEPITE;2.782,00;;;;;
VR;20;12383;RIDOMIL GOLD MZ PEPITE REG.12383 KG;834;;;;;
VR;20;12391;FUEGO;11;;;;;
VR;20;12395;CUTRIL TOP;55;;;;;
VR;20;12437;"DELAN 70 WG X 1 ""N. ET.XN""";3.485,00;;;;;
VR;20;12437;DELAN 70 WG X 5;1.800,00;;;;;
VR;20;12437;DELAN 70 WG;969;;;;;
VR;20;12437;DELAN 70 WG X KG.5;425;;;;;
VR;20;12437;DELAN 70 WG X KG.1;207;;;;;
VR;20;12437;DELAN 70 WG REG.12437 KG.1;10;;;;;
VR;20;12452;EQUIP x 5 lt;535;;;;;
VR;20;12452;EQUIP;151;;;;;
VR;20;12452;"EQUIP ""NUOVA ETICH."" x 1 lt";65;;;;;
VR;20;12452;EQUIP LT.5;10;;;;;
VR;20;12452;EQUIP LT.1;9;;;;;
VR;20;12453;MILDICUT;14.116,00;;;;;
VR;20;12453;MILDICUT X LT.10;1.170,00;;;;;
VR;20;12453;MILDICUT  X 10;10;;;;;
VR;20;12460;FINALSAN ERBICIDA PROFESSIONAL PRON;9;;;;;
VR;20;12482;LUMAX;1.930,00;;;;;
VR;20;12482;LUMAX REG.12482 LT.20;1.040,00;;;;;
VR;20;12482;LUMAX x 20 lt;560;;;;;
VR;20;12482;LUMAX REG.12482 LT.5-CLP-;285;;;;;
VR;20;12482;LUMAX REG.12482 LT.20-CLP-;220;;;;;
VR;20;12482;LUMAX x 5 lt;165;;;;;
VR;20;12482;LUMAX REG.12482 LT.5;75;;;;;
VR;20;12482;LUMAX X LT.20;40;;;;;
VR;20;12482;LUMAX X LT.5;5;;;;;
VR;20;12489;DIFCOR 250;3;;;;;
VR;20;12491;CIPERTHRIN PLUS X 1;182;;;;;
VR;20;12491;CIPERTHRIN PLUS X 0,250;0,5;;;;;
VR;20;12493;MANCOZEB PLUS 75 WG;600;;;;;
VR;20;12504;FLOWBRIX;178;;;;;
VR;20;12505;FLOWBRIX BLU;1.290,00;;;;;
VR;20;12519;CORSARIO;108;;;;;
VR;20;12522;METRO GR.500-CLP-;36,5;;;;;
VR;20;12522;METRO X KG.0,500;0,5;;;;;
VR;20;12534;FOXTAIL;135,15;;;;;
VR;20;12534;FOXTAIL  LT.1;3;;;;;
VR;20;12534;FOXTAIL ML.250;1,25;;;;;
VR;20;12534;FOXTAIL LT.1 -CLP-;1;;;;;
VR;20;12538;MYSTIC 25 WG x 1 kg;132;;;;;
VR;20;12540;REGRAN SL X LT.5;280;;;;;
VR;20;12540;REGRAN SL;233;;;;;
VR;20;12540;REGRAN SL X LT.1;65;;;;;
VR;20;12560;DANADIM ST LT.1 (METHIOR);540;;;;;
VR;20;12566;PYGANIC 1.4;35,15;;;;;
VR;20;12566;PYGANIC  X 1;11;;;;;
VR;20;12568;SPRINTEX NEW L;32;;;;;
VR;20;12573;EKO OIL SPRAY;8.114,50;;;;;
VR;20;12573;EKO OIL SPRAY  X 5;1.395,00;;;;;
VR;20;12573;EKO OIL SPRAY  X 20/25;760;;;;;
VR;20;12573;EKO OIL SPRAY  X 1;572;;;;;
VR;20;12573;EKO OIL SPRAY X LT.20;400;;;;;
VR;20;12573;EKO OIL SPRAY X LT.5;195;;;;;
VR;20;12573;EKO OIL SPRAY X LT.25;25;;;;;
VR;20;12578;RANMAN;8,9;;;;;
VR;20;12598;GRANSTAR POWER SX  X 1090 GR;7,63;;;;;
VR;20;12622;QUANTUM;863,5;;;;;
VR;20;12622;QUANTUM   X 0,500;771,5;;;;;
VR;20;12625;EFUZIN 355 SC x 1 lt;334;;;;;
VR;20;12625;EFUZIN 355 SC;231;;;;;
VR;20;12625;EFUZIN 355 SC x 5 lt;15;;;;;
VR;20;12627;DANADIM 400;1.044,00;;;;;
VR;20;12627;DANADIM 400 x 1 lt;509;;;;;
VR;20;12627;DANADIM 400 X LT.1;149;;;;;
VR;20;12627;DANADIM 400 x 5 lt;135;;;;;
VR;20;12628;SERENADE MAX;200;;;;;
VR;20;12628;SERENADE MAX X KG.5;75;;;;;
VR;20;12628;SERENADE MAX X KG.1;7;;;;;
VR;20;12628;SERENADE MAX x 1 kg;1;;;;;
VR;20;12629;BUGGY 360 SG N.E.T.;5.103,00;;;;;
VR;20;12629;BUGGY NET CK   X  1;131,2;;;;;
VR;20;12636;QUASAR 6/24 R;587;;;;;
VR;20;12647;GLITTER;57;;;;;
VR;20;12650;NUPRID 200 SL LT.1;48;;;;;
VR;20;12650;NUPRID 200 SL;1,9;;;;;
VR;20;12650;AFICIDA INSETTICIDA SISTEMICO;0,1;;;;;
VR;20;12654;SPINTOR;5;;;;;
VR;20;12659;IMIDAN EC x 1 lt;48;;;;;
VR;20;12659;IMIDAN EC;40;;;;;
VR;20;12670;RISOLUTIV SL;1.422,00;;;;;
VR;20;12671;HARMONY 50 SX x 16 gr;2,41;;;;;
VR;20;12671;HARMONY 50SX GR.16 -CLP-;2,16;;;;;
VR;20;12671;HARMONY 50 SX;1,82;;;;;
VR;20;12671;HARMONY 50 SX GR.16;0,5;;;;;
VR;20;12706;PERMIT;0,45;;;;;
VR;20;12706;PERMIT   X 0,150;0,3;;;;;
VR;20;12716;REGLONE;111;;;;;
VR;20;12722;OSSICLOR 20 FLOW;356;;;;;
VR;20;12730;BATER X KG.10;1.660,00;;;;;
VR;20;12731;MICLOTOP PROGRESS;24;;;;;
VR;20;12734;JUPITER R DF;133;;;;;
VR;20;12734;JUPITER R DF X KG.10;10;;;;;
VR;20;12737;AIRONE PIU';4.609,00;;;;;
VR;20;12737;AIRONE PIU' X KG.10;460;;;;;
VR;20;12737;AIRONE PIU' X KG.1;5;;;;;
VR;20;12738;KING 360 HP;195;;;;;
VR;20;12747;RAMETTE;8;;;;;
VR;20;12748;GRIFON PIU' X KG.10;40;;;;;
VR;20;12748;GRIFON PIU' X KG.1;36;;;;;
VR;20;12754;KUPRUN TOP 30 WG;1.115,00;;;;;
VR;20;12754;VERDRAM HI BIO;629,2;;;;;
VR;20;12756;DICOTEX;76,6;;;;;
VR;20;12759;OSSICLOR 35 WG;6.155,00;;;;;
VR;20;12759;OSSICLOR 35 WG X KG.25;4.300,00;;;;;
VR;20;12759;OSSICLOR 35 WG X KG.1;2;;;;;
VR;20;12768;SPINTOR FLY;98,25;;;;;
VR;20;12768;SPINTOR FLY X 1;91;;;;;
VR;20;12768;SPINTOR FLY X 5;30;;;;;
VR;20;12768;SPINTOR FLY X LT.5;10;;;;;
VR;20;12768;SPINTOR FLY X LT.1;6;;;;;
VR;20;12770;ALAR 85 GOLD;5;;;;;
VR;20;12770;ALAR 85 GOLD KG. 1;4;;;;;
VR;20;12770;ALAR 85 GOLD x 1 kg;1;;;;;
VR;20;12778;PASTA SIAPA F NC X LT.1;312;;;;;
VR;20;12779;RAMEDIT COMBI WG x 10 kg;520;;;;;
VR;20;12779;RAMEDIT COMBI WG x 1 kg;20;;;;;
VR;20;12784;FARO WG;139;;;;;
VR;20;12793;ZOLFO AFEPASA 80 WG x 25;1.450,00;;;;;
VR;20;12806;FEDOR x 1 kg;43;;;;;
VR;20;12808;GLOBAL SC;1;;;;;
VR;20;12813;AMISTAR XTRA;2;;;;;
VR;20;12824;MERLIN EXPERT X LT.1;10;;;;;
VR;20;12824;MERLIN EXPERT;1;;;;;
VR;20;12828;SITOFEX;113;;;;;
VR;20;12828;SITOFEX X 1 (NUOVA ETICHETTA);37;;;;;
VR;20;12828;SIROTEX;1;;;;;
VR;20;12831;INSIGNIA;2;;;;;
VR;20;12832;OPERA REG.12832 LT.1;10;;;;;
VR;20;12832;OPERA REG.12832 LT.1 -CLP-;9;;;;;
VR;20;12834;ISONET L PLUS;177,51;;;;;
VR;20;12837;ARIUS SYSTEM PLUS;3.241,00;;;;;
VR;20;12837;ARIUS SYSTEM PLUS x 5 lt;1.720,00;;;;;
VR;20;12837;ARIUS SYSTEM PLUS X LT.5;330;;;;;
VR;20;12837;ARIUS SYSTEM PLUS X LT.1;300;;;;;
VR;20;12837;ARIUS SYSTEM PLUS x 1 lt;260;;;;;
VR;20;12837;ARIUS SYSTEM PLUS LT.1;16;;;;;
VR;20;12848;R6 ERRESEI SB-R42 WG;158;;;;;
VR;20;12857;PROREX  x 0,500;79,5;;;;;
VR;20;12857;PROREX;34,5;;;;;
VR;20;12858;PRODIGY x 1 lt;937;;;;;
VR;20;12858;PRODIGY;445;;;;;
VR;20;12858;PRODIGY X LT.1;298;;;;;
VR;20;12859;BORNEO;129,99;;;;;
VR;20;12860;MILBEKNOCK;46,15;;;;;
VR;20;12860;MILBEKNOCK x 1 lt;27;;;;;
VR;20;12860;MILBEKNOCK X LT.1;2;;;;;
VR;20;12862;CANTUS;584;;;;;
VR;20;12862;CANTUS    X 1;39;;;;;
VR;20;12862;CANTUS X KG.1;8;;;;;
VR;20;12862;CANTUS KG.1;3;;;;;
VR;20;12865;DANTOP 50 WG;6;;;;;
VR;20;12865;DANTOP 50 WG x 0,200;4,6;;;;;
VR;20;12865;DANTOP 50 WG REG.12865 GR.200;0,4;;;;;
VR;20;12866;COLLIS;34;;;;;
VR;20;12866;COLLIS  X 1;1;;;;;
VR;20;12868;BELLIS    X 1;254;;;;;
VR;20;12868;BELLIS;40;;;;;
VR;20;12868;BELLIS X KG.1;27;;;;;
VR;20;12868;BELLIS REG.12868 KG.1;1;;;;;
VR;20;12868;BELLIS REG.12868 KG.1-CLP-;1;;;;;
VR;20;12869;SIGNUM;739;;;;;
VR;20;12869;SIGNUM KG.1 -CLP-;414;;;;;
VR;20;12869;SIGNUM x 1 kg;175;;;;;
VR;20;12869;SIGNUM KG.1;18;;;;;
VR;20;12869;SIGNUM X KG 1;14;;;;;
VR;20;12878;RIDOMIL GOLD COMBI PEPITE;1.868,00;;;;;
VR;20;12878;RIDOMIL GOLD COMBI PEPITE REG.12878;65;;;;;
VR;20;12881;HUSSAR MAXX;12;;;;;
VR;20;12883;PROSPER 300 CS x 1 lt;4.302,00;;;;;
VR;20;12883;PROSPER 300 CS;3.076,00;;;;;
VR;20;12883;PROSPER 300 WG;724;;;;;
VR;20;12883;PROSPER 300 CS X LT.5;90;;;;;
VR;20;12883;PROSPER 300 CS X LT.1;78;;;;;
VR;20;12883;PROSPER 300 CS LT.1-CLP-;32;;;;;
VR;20;12883;PROSPER 300 CS LT.1;24;;;;;
VR;20;12884;BATAM   X  1;262;;;;;
VR;20;12886;KARATHANE STAR;441;;;;;
VR;20;12886;KARATHANE STAR  X 1;250;;;;;
VR;20;12886;KARATHANE STAR X LT 1;51;;;;;
VR;20;12886;KARATHANE STAR REG.12886 LT.1;1;;;;;
VR;20;12888;LEPINOX PLUS  X 1;649;;;;;
VR;20;12888;LEPINOX PLUS;545;;;;;
VR;20;12888;LEPINOX PLUS X KG.1;17;;;;;
VR;20;12889;PICKER SC;0,2;;;;;
VR;20;12900;MELTUS;0,2;;;;;
VR;20;12903;DOLESE WG;12,5;;;;;
VR;20;12920;AGORA' SC x 1 lt;6;;;;;
VR;20;12924;JUPITER WG;3.587,00;;;;;
VR;20;12924;JUPITER WG KG.1;1;;;;;
VR;20;12933;MOXYL 20 WP x 1 kg;113;;;;;
VR;20;12934;OXFORD;276;;;;;
VR;20;12940;KARATE ZEON 1,5 LT.5-CLP-;925;;;;;
VR;20;12940;KARATE ZEON 1.5;560,5;;;;;
VR;20;12940;KARATE ZEON 1,5 LT.1-CLP-;182;;;;;
VR;20;12940;KARATE ZEON 1,5 LT.1;68;;;;;
VR;20;12940;KARATE ZEON 1,5 LT.5;15;;;;;
VR;20;12940;KARATE WITH ZEON TECH 1,5 CS X LT.1;7;;;;;
VR;20;12947;DEDALUS COMBI G  X  1;2;;;;;
VR;20;12954;SPECTRUM REG.12954 LT.1;1;;;;;
VR;20;12989;GIBB PLUS;2;;;;;
VR;20;12992;BAGNANTE PLUS;30;;;;;
VR;20;13005;PROMAG;2,7;;;;;
VR;20;13012;FOLVIT 80 WDG x 5 kg;7.070,00;;;;;
VR;20;13012;FOLVIT 80 WDG;610;;;;;
VR;20;13012;FOLVIT 80 WDG (CONF.)x 10;380;;;;;
VR;20;13016;BIOACT WG;36;;;;;
VR;20;13018;GONDOR;2;;;;;
VR;20;13020;MICRORAM 35 WG;9,4;;;;;
VR;20;13025;MYSTIC 250 EW x 1 lt;107;;;;;
VR;20;13026;SUSCON;5,4;;;;;
VR;20;13039;POTCLEAN 2G;27;;;;;
VR;20;13042;MICRORAM 20 FLOW;131;;;;;
VR;20;13046;SWING x 0,500 lt;31,5;;;;;
VR;20;13049;SULCOGAN;3;;;;;
VR;20;13055;MACHO;177;;;;;
VR;20;13058;OSSIRAM 20 FLOW;4,75;;;;;
VR;20;13061;BIOBIT DF;310;;;;;
VR;20;13062;DIPEL DF x 1 kg;331;;;;;
VR;20;13063;REGULEX 10 SG x 0,1 kg;1,27;;;;;
VR;20;13063;REGULEX 10 SG;0,5;;;;;
VR;20;13064;VITENE ULTRA SC;998;;;;;
VR;20;13064;VITENE ULTRA SC LT.1;347;;;;;
VR;20;13064;VITENE ULTRA SC X LT.1;231;;;;;
VR;20;13065;DOMARK 125;360,5;;;;;
VR;20;13068;NEORAM WG;1.075,00;;;;;
VR;20;13068;NEORAM X KG.20;100;;;;;
VR;20;13068;NEORAM WG X KG.10;50;;;;;
VR;20;13068;NEORAM WG X KG.1;36;;;;;
VR;20;13072;MANNIX;29;;;;;
VR;20;13084;TELDOR PLUS;1.559,50;;;;;
VR;20;13084;TELDOR PLUS x 1 lt;805;;;;;
VR;20;13084;TELDOR PLUS x 5 lt;150;;;;;
VR;20;13084;TELDOR PLUS X LT.5;130;;;;;
VR;20;13084;TELDOR PLUS X LT.1;71;;;;;
VR;20;13093;STOMP AQUA;1.641,00;;;;;
VR;20;13093;STOMP AQUA x 5 lt;450;;;;;
VR;20;13093;STOMP AQUA LT.10-CLP-;400;;;;;
VR;20;13093;STOMP AQUA LT.5 -CLP-;260;;;;;
VR;20;13093;STOMP AQUA x 1 lt;152;;;;;
VR;20;13093;STOMP AQUA LT.5;65;;;;;
VR;20;13093;STOMP AQUA LT.1-CLP-;62;;;;;
VR;20;13093;STOMP AQUA 10 L X LT.10;60;;;;;
VR;20;13093;STOMP AQUA X LT.1;33;;;;;
VR;20;13093;STOMP AQUA x 10 lt;20;;;;;
VR;20;13093;STOMP AQUA X LT.5;10;;;;;
VR;20;13093;STOMP AQUA LT.1;3;;;;;
VR;20;13095;DIRA-MAX LG  X 1;46;;;;;
VR;20;13095;DIRA-MAX LG;24;;;;;
VR;20;13098;ROUNDUP POWER 2.0 X LT.20;4.120,00;;;;;
VR;20;13098;ROUNDUP POWER 2.0;1.604,00;;;;;
VR;20;13098;ROUNDUP POWER 2.0 X LT.5;895;;;;;
VR;20;13098;ROUNDUP POWER 2.0 X LT.1;150;;;;;
VR;20;13106;IKANOS LT 1;15;;;;;
VR;20;13108;CURAME BORDEAUX;3.710,00;;;;;
VR;20;13111;THIOCUR FORTE;157,21;;;;;
VR;20;13111;THIOCUR FORTE  X  5;80;;;;;
VR;20;13111;THIOCUR FORTE  X  1;46;;;;;
VR;20;13120;MYSTIC 430 SC x 1 lt;34;;;;;
VR;20;13126;CABRIO DUO REG.13126 LT.5;2.575,00;;;;;
VR;20;13126;CABRIO DUO X 5;530;;;;;
VR;20;13126;CABRIO DUO;240;;;;;
VR;20;13126;CABRIO DUO X 1;184;;;;;
VR;20;13126;CABRIO DUO REG.13126 LT.1;122;;;;;
VR;20;13126;CABRIO DUO REG.13126 LT.5-CLP-;120;;;;;
VR;20;13127;VALIS F;1.995,00;;;;;
VR;20;13128;GOLTIX 50WG KG.5;65;;;;;
VR;20;13128;GOLTIX 50WG KG.1;63;;;;;
VR;20;13128;GOLTIX 50 WG;12;;;;;
VR;20;13129;BREAK-THRU S240 REG.13129 LT.1;27;;;;;
VR;20;13129;BREAK-THRU S240 REG.13129 LT.1-CLP-;15;;;;;
VR;20;13129;BREAK-THRU S240;4;;;;;
VR;20;13130;GUNNER WG x 0,5 kg;0,5;;;;;
VR;20;13133;NIBER 35 WG;27,5;;;;;
VR;20;13143;MEZENE WG;4.498,00;;;;;
VR;20;13143;MEZENE WG X KG.20;320;;;;;
VR;20;13143;MEZENE WG X KG.5;305;;;;;
VR;20;13143;MEZENE WG X KG.1;36;;;;;
VR;20;13149;POLTIGLIA MANICA 20 WG;5.440,00;;;;;
VR;20;13149;POLT. BORD.20 WG X 25(MANICA);950;;;;;
VR;20;13149;POLTIGLIAMANICA;340;;;;;
VR;20;13152;OPTIX R DISPERSS X KG.10;1.370,00;;;;;
VR;20;13152;OPTIX R DISPERSS  x 10;1.220,00;;;;;
VR;20;13152;OPTIX R DISPERSS  x 1;56;;;;;
VR;20;13153;BANVEL S;94;;;;;
VR;20;13153;BANVEL S x 1;78;;;;;
VR;20;13158;REMEDIER;893;;;;;
VR;20;13158;REMEDIER X KG.1;98;;;;;
VR;20;13158;REMEDIER x 1;52;;;;;
VR;20;13166;SPINNER WG;10;;;;;
VR;20;13167;POMARSOL 80 WG;1.824,00;;;;;
VR;20;13167;POMARSOL 80 WG REG.13167 KG.10-CLP-;580;;;;;
VR;20;13167;POMARSOL 80 WG X KG.10;270;;;;;
VR;20;13167;POMARSOL 80WG REG.13167 KG.1;83;;;;;
VR;20;13167;POMARSOL80 WG;74;;;;;
VR;20;13168;LAUDIS x 5 lt;225;;;;;
VR;20;13168;LAUDIS x 1 lt;111;;;;;
VR;20;13168;LAUDIS;30;;;;;
VR;20;13171;ALLIANCE;0,45;;;;;
VR;20;13172;CREW 40 OD LT.1;8;;;;;
VR;20;13179;PLAYER COMBI SC;75;;;;;
VR;20;13186;TITUS MAIS EXTRA;1,6;;;;;
VR;20;13190;FUNGISOL 80 WG X 25;200;;;;;
VR;20;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFF;9.330,00;;;;;
VR;20;13205;ZOLFO SCORREVOLE MANICA 95% X KG.25;1.025,00;;;;;
VR;20;13205;ZOLFO SCORR.DOPP.RAF. x 25 kg;325;;;;;
VR;20;13212;CONFIDOR 200 O-TEQ;20;;;;;
VR;20;13212;CONFIDOR 200 O-TEQ x 0,5 lt;13,5;;;;;
VR;20;13212;CONFIDOR 200 O-TEQ X 2;6;;;;;
VR;20;13212;CONFIDOR 200 O-TEQ X LT.1;1;;;;;
VR;20;13212;CONFIDOR 200 O TEQ X 0,200;0,2;;;;;
VR;20;13213;R6 ERRESEI ALBIS x 10 kg;3.850,00;;;;;
VR;20;13213;R6 ERRESEI ALBIS;3.844,00;;;;;
VR;20;13213;R6 TREVI;1.354,00;;;;;
VR;20;13213;R6 ALBIS;1.354,00;;;;;
VR;20;13213;R6 ALBIS X KG.10;310;;;;;
VR;20;13213;R6 ERRESEI ALBIS x 1 kg;212;;;;;
VR;20;13213;R6 ERRESEI ALBIS KG.10;10;;;;;
VR;20;13222;DUOKAR 4,5 EW PRO;251;;;;;
VR;20;13227;FUNGURAN-OH 250 SC;1.359,00;;;;;
VR;20;13236;BULLET;19;;;;;
VR;20;13242;NICOGAN V.O.;186;;;;;
VR;20;13244;ZOLFO VENTILATO STELLA;21.925,00;;;;;
VR;20;13244;ZOLFO VENTILATO SCORR. X KG.25;7.075,00;;;;;
VR;20;13244;ZOLFO RAMATO MORMINO;1.600,00;;;;;
VR;20;13244;ZOLFO VENTILATO STELLA SCORREVOLE K;10;;;;;
VR;20;13249;ZOLFO VENT.STELLA RAMATO 5% x 25 kg;11.450,00;;;;;
VR;20;13249;ZOLFO VENTILATO RAMATO 5% X KG.25;3.500,00;;;;;
VR;20;13249;ZOLFO VENTILATO STELLA RAMATO S;750;;;;;
VR;20;13250;ZOLFO RAMATO STELLA;1.500,00;;;;;
VR;20;13250;ZOLFO VENTILATO STELLA RAMATO B;80;;;;;
VR;20;13254;PLAYER 25 WG;3;;;;;
VR;20;13263;BORDORAM 20 WG;49,2;;;;;
VR;20;13267;IMPERO;85;;;;;
VR;20;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTI;13.655,00;;;;;
VR;20;13290;ZOLFO RAMATO 3% DRV MANICA X 25;200;;;;;
VR;20;13292;ZOLFO A&A F.ZANUCCOLI TRIV.93% X25;14.350,00;;;;;
VR;20;13292;ZOLFO A.&A. F.LLI ZANUCCOLI TRIVENT;1.925,00;;;;;
VR;20;13296;POKER 7.5 X KG.10;350;;;;;
VR;20;13296;POKER 7,5;66;;;;;
VR;20;13296;POKER 7.5 X KG.1;65;;;;;
VR;20;13297;TRAPPER GR;63;;;;;
VR;20;13307;BERLINA;4;;;;;
VR;20;13308;DICARZOL 10 SP;99;;;;;
VR;20;13308;DICARZOL 10 SP S.I. REG.13308 KG.5;10;;;;;
VR;20;13313;CASPER x 1 kg;4;;;;;
VR;20;13322;CUPROL S;14;;;;;
VR;20;13323;SULFY 80 WDG;34,2;;;;;
VR;20;13327;GRANSTAR ULTRA SX;7,7;;;;;
VR;20;13327;GRANSTAR ULTRA SX x 50 grammi;6,65;;;;;
VR;20;13352;DIREX 7,5 GR;456;;;;;
VR;20;13354;DIFFERENCE;20;;;;;
VR;20;13356;AGRIZOLE;8;;;;;
VR;20;13361;DECIS ENERGY O-TEQ LT.1;101;;;;;
VR;20;13361;DECIS ENERGY O-TEQ;19,86;;;;;
VR;20;13361;DECIS ENERGY O-TEQ x 1 lt;17;;;;;
VR;20;13365;ZOLFO DOPPIO VENTILATO SCORREVOLE 9;3.625,00;;;;;
VR;20;13367;DIVO;2;;;;;
VR;20;13370;WARRANT 200 SL;432;;;;;
VR;20;13375;NUPRID 200 SC x 1 lt;542;;;;;
VR;20;13375;NUPRID 200 SC;189,25;;;;;
VR;20;13375;NUPRID 200 SC x 0,25 lt;22,75;;;;;
VR;20;13378;ORTIVA TOP REG.13378 LT.1 -CLP-;20;;;;;
VR;20;13378;ORTIVA TOP x 1 lt;14;;;;;
VR;20;13378;ORTIVA TOP;3;;;;;
VR;20;13382;PERGADO SC;599;;;;;
VR;20;13382;PERGADO SC x 0,5 lt;211;;;;;
VR;20;13382;PERGADO SC ML.500;47,5;;;;;
VR;20;13382;PERGADO SC LT.1 -CLP-;41;;;;;
VR;20;13382;PERGADO SC ML.500-CLP-;23,5;;;;;
VR;20;13382;PERGADO SC X 1 (+ ZOMINEX);17;;;;;
VR;20;13385;PROLINE  x 1;3;;;;;
VR;20;13387;FLORAMIX x 0,530 kg;22,26;;;;;
VR;20;13387;FLORAMIX;6,89;;;;;
VR;20;13389;AFFIRM;11.378,10;;;;;
VR;20;13389;AFFIRM x 10 kg;11.020,00;;;;;
VR;20;13389;AFFIRM x 5 kg;3.460,00;;;;;
VR;20;13389;AFFIRM X KG.5;1.025,00;;;;;
VR;20;13389;AFFIRM X KG.10;1.000,00;;;;;
VR;20;13389;AFFIRM x 1 kg;734;;;;;
VR;20;13389;AFFIRM KG.10 -CLP-;320;;;;;
VR;20;13389;AFFIRM X KG.1;166,7;;;;;
VR;20;13389;AFFIRM KG.5-CLP-;145;;;;;
VR;20;13389;AFFIRM KG.5;110;;;;;
VR;20;13389;AFFIRM KG.1 -CLP-;61;;;;;
VR;20;13389;AFFIRM KG.1;32;;;;;
