Provincia,"N. Reg.","Prodotto fitosanitario venduto*","Quantità(Kg o litri)"
VR,14636,BIOLID UP PFnPE,21.70
VR,14642,,5254.00
VR,14642,RIDOMIL GOLD R WG,17705.00
VR,14660,BTK 32 WG,441.50
VR,14664,,1125.52
VR,14664,BERELEX 40 SG,1.74
VR,14679,CHEMOL PLUS,2.00
VR,14683,,6.50
VR,14683,BERMERAX,0.10
VR,14684,,26.00
VR,14684,SUPERBO,5.00
VR,14685,,20.00
VR,14686,,200.00
VR,14686,KOCIDE OPTI,580.00
VR,14697,,2305.00
VR,14697,ENERVIN DUO,1269.00
VR,14699,,236.00
VR,14699,GEOXE,346.50
VR,14709,,157.29
VR,14709,ISOMATE A/OFM,62211.08
VR,14728,CELIO,47.00
VR,14735,,206.00
VR,14735,RANMAN TOP,536.00
VR,14737,,5080.00
VR,14737,ROUNDUP PLATINUM,17362.48
VR,14764,,190.00
VR,14764,SLUXX,145.00
VR,14764,SLUXX HP,30.00
VR,14765,,68.00
VR,14769,,5.00
VR,14769,COMET 250 EC,43.00
VR,14785,DRISCOLL,0.90
VR,14794,AVALON SC,1815.00
VR,14801,,419.00
VR,14801,ADMIRAL GOLD,413.00
VR,14808,,15.00
VR,14812,,327.00
VR,14812,ENERVIN TOP,977.00
VR,14830,,15.00
VR,14830,CUPROFIX ULTRA DISPERSS,165.00
VR,14836,,1600.00
VR,14836,BARBARIAN BIOGRADE 360,1319.00
VR,14837,TARTAN,1190.00
VR,14838,,611.00
VR,14838,BARCLAY GALLUP BIOGRADE 360,4521.00
VR,14845,,570.00
VR,14845,MYSTIC PLUS S,152.00
VR,14846,AVALON 250 EW,376.00
VR,14867,,81.00
VR,14867,SYNERO,375.00
VR,14869,,1570.00
VR,14869,CUPROBEL HYDRO,6620.00
VR,14872,,641.50
VR,14872,BELLIS DRUPACEE,313.50
VR,14876,,7.00
VR,14876,GRANDSTAND,2.00
VR,14879,,1.50
VR,14879,LONTREL 72 SG,19.35
VR,14884,,1618.00
VR,14884,CORUM,4355.00
VR,14891,,55.00
VR,14891,TRICO,183.50
VR,14897,,13.00
VR,14897,FLUROSTAR 200,1756.00
VR,14912,PATRIOT GOLD,3.00
VR,14916,SILWET SPRINTEX,83.00
VR,14918,,226.00
VR,14918,RIVIOR,372.00
VR,14920,,3025.00
VR,14920,ZOLFO 80 WP ZOLFINDUSTRIA,4175.00
VR,14920,ZOLFO 80 WP ZOLFINDUSTRIA (PFnPE),6260.00
VR,14935,,812.00
VR,14935,TIMELINE TRIO,424.00
VR,14936,,333.00
VR,14936,AMPLIGO,118.50
VR,14938,DEDICATE,0.25
VR,14940,,38.50
VR,14940,TAKUMI,36.65
VR,14944,,75.00
VR,14944,FLUXYR 200 EC,115.00
VR,14966,CELEST TRIO,1000.00
VR,14967,,158.00
VR,14969,,4580.00
VR,14969,HOPPER 480,465.00
VR,14972,,114.00
VR,14972,DICARZOL 50 SP,197.00
VR,14980,,56.00
VR,14987,KUPRIK FLO,100.00
VR,15005,,220.00
VR,15005,FONTELIS,419.00
VR,15008,,118.00
VR,15008,LBG - 01F34,16.00
VR,15013,NATRIA LUMACHICIDA,133.00
VR,15013,NATRIA LUMACHICIDA PFnPE,55.50
VR,15023,,100.00
VR,15023,DERREX,1060.00
VR,15037,,145.00
VR,15037,BREZZA,599.00
VR,15039,,47.50
VR,15044,,469.00
VR,15047,R6 ERRESEI BORDEAUX WG,1686.00
VR,15048,,62.00
VR,15048,MOXYL 45 WG,652.00
VR,15049,,15.00
VR,15050,,409.00
VR,15050,VERTIMEC PRO,514.00
VR,15051,,1240.00
VR,15051,KYLEO,7525.00
VR,15052,,18.00
VR,15052,KAIMO SORBIE,609.70
VR,15056,,875.00
VR,15056,TOMCATO,1891.00
VR,15058,,5.72
VR,15058,PRINCIPAL MAIS,253.80
VR,15059,,3670.75
VR,15059,DECIS EVO,5169.50
VR,15062,,2790.00
VR,15062,PIRAMAX  EC,1125.00
VR,15063,NIMBLE,90.50
VR,15071,,98.00
VR,15071,EVOLUTION,607.00
VR,15083,,2.00
VR,15083,AUDACE,396.00
VR,15083,AUDACE SC,2.00
VR,15084,DRUM,64.50
VR,15096,,420.00
VR,15096,GLIPHOGAN TOP CL,2754.50
VR,15096,GLIPHOGAN TOP CL PFnPE,525.00
VR,15096,GLIPHOGAN TOP CL PFnPE (venduto fin,20.00
VR,15100,NECTAR PLUS,166.00
VR,15101,CIMORAM ULTRA WG,3.00
VR,15102,CURZATE ERRE EVO,15.00
VR,15111,,52.00
VR,15111,MIRADOR SC,528.00
VR,15114,MACCANI,26.00
VR,15115,,9562.00
VR,15115,PROSPER 500 EC,310.00
VR,15116,ELIOS R,366.00
VR,15119,,70.00
VR,15119,FORTEZZA,1589.00
VR,15120,,3390.00
VR,15121,BIOCUPRO,890.00
VR,15122,,1.00
VR,15122,ACTELLIC 50 NEWPHARM,9.00
VR,15124,ZANTARA,45.00
VR,15127,,280.00
VR,15130,,1688.00
VR,15130,INTREPID,1787.00
VR,15138,BAROCCO 80 WG,75.00
VR,15142,,4896.00
VR,15142,ALCANCE SYNC TEC,3342.00
VR,15148,,3.50
VR,15149,,15360.00
VR,15149,COSAVET DF EDGE,5700.00
VR,15168,ZORO 19 EW,2.00
VR,15177,,73.00
VR,15177,ROTATE PLUS DF,50.00
VR,15198,,99.00
VR,15198,AZBANY,843.00
VR,15199,SAKURA,4171.00
VR,15200,,51.00
VR,15200,QUALY,42.00
VR,15201,,312.00
VR,15201,FLOXY 400 SC,674.00
VR,15213,DEMETRINA FLOW,1.40
VR,15221,ZETARAM PLUS,8370.00
VR,15229,,1460.00
VR,15229,STOPPER P,75.00
VR,15232,CUSTODIA ULTRA,7.00
VR,15235,,2466.00
VR,15235,MOMENTUM,711.50
VR,15235,MOMENTUM PFnPE,12.00
VR,15247,STOY,116.00
VR,15250,COPRANTOL DUO,5.00
VR,15251,,30.00
VR,15251,AIRONE LIQUIDO,7364.00
VR,15253,,411.00
VR,15253,FALCON MK,192.00
VR,15263,,625.00
VR,15263,DYNALI,54.00
VR,15264,,2685.00
VR,15264,ENERVIN SC,7743.00
VR,15265,,805.00
VR,15265,PROMAN FLOW,1634.00
VR,15266,,20.00
VR,15266,QUARTET,2770.00
VR,15267,,68.00
VR,15267,KUSABI,21.50
VR,15270,PROFELIS,0.25
VR,15275,DURAVIS,1093.00
VR,15279,VARGAS,125.00
VR,15280,MARISOL,125.00
VR,15285,PRIMMA STAR,0.10
VR,15288,OCEAL,0.80
VR,15291,TURFENE PLUS,50.00
VR,15294,,1012.00
VR,15302,,2496.00
VR,15302,AMYLO-X,5118.00
VR,15307,,894.00
VR,15307,DEDALUS 25 WDG,352.50
VR,15310,,6.00
VR,15310,NISSHIN EXTRA 6 OD,73.00
VR,15311,TIZCA,1.00
VR,15315,,1714.00
VR,15315,EMBRACE,109.00
VR,15317,,28538.00
VR,15317,SESTO GOLD,101.00
VR,15326,,44510.00
VR,15326,CUPROTEK DISPERSS,90.00
VR,15330,PINDARUS 25 WDG,152.00
VR,15331,,535.00
VR,15331,ZEFIR 25 WDG,143.00
VR,15333,APPLAUD PLUS,1.00
VR,15335,,32.00
VR,15335,U 46 ULTRA,1222.00
VR,15337,,5.20
VR,15337,EXPRESS,7.70
VR,15344,,177.00
VR,15344,FILAN WG,1166.00
VR,15346,,443.25
VR,15348,,51.00
VR,15348,RIDOMIL GOLD R LIQUIDO,5703.00
VR,15349,,144.00
VR,15349,ARES 430 SC,454.00
VR,15356,,1160.00
VR,15356,SPHINX SC,35.00
VR,15358,ZOLFO FLOW MCT,9340.00
VR,15363,,1670.00
VR,15363,MEDEIRO 80 WG ADVANCE,3419.00
VR,15369,MAGMA TRIPLE,10.00
VR,15374,NISHA,113.00
VR,15375,NIC 4,22.00
VR,15378,,116.00
VR,15378,TRAXOS PRONTO 60,218.00
VR,15379,,295.50
VR,15379,AXIAL PRONTO 60,358.25
VR,15384,,1532.00
VR,15384,LUNA EXPERIENCE,1216.00
VR,15386,,8.00
VR,15389,,7210.00
VR,15389,FLARE GOLD R WG,10.00
VR,15398,KAMIKAZE,48.00
VR,15401,,705.00
VR,15401,TAIFUN,10.00
VR,15401,TAIFUN MK CL,60922.00
VR,15401,TAIFUN MK CL PFnPE,220.00
VR,15402,,128.00
VR,15402,DELTASAP,1111.00
VR,15405,,7396.50
VR,15405,SHAMAL MK PLUS CL,308.50
VR,15409,,238.00
VR,15409,DECISION,1067.00
VR,15410,DECA,1.00
VR,15411,DISHA,17.00
VR,15416,,111.00
VR,15416,DIZOLE,201.00
VR,15417,DITTO,4.00
VR,15419,ELECTIS R FLOW,4186.00
VR,15422,,15.12
VR,15422,TITUS DUO,163.20
VR,15433,ATLAS,1025.00
VR,15434,,101.89
VR,15434,RAK 2 MAX,110.62
VR,15436,MYCOTAL,1047.50
VR,15438,SANMITE 10 SC,49.00
VR,15448,,1617.00
VR,15448,REBEL TOP,1662.00
VR,15449,,3459.00
VR,15449,CIDELY,1429.00
VR,15451,ELIOS WG TOP,108.00
VR,15468,ACASTA,11.00
VR,15483,,45.00
VR,15483,WISH,318.00
VR,15487,INSTANT,10.00
VR,15491,,1088.00
VR,15491,SWORD UP,1626.00
VR,15499,,19.50
VR,15499,SONG 70 WDG,46.00
VR,15502,ARAMIS PLUS,0.50
VR,15507,,47.00
VR,15507,CREW SUPERB,393.00
VR,15513,,850.00
VR,15513,OSSICLOR 35 WG GREEN,6279.00
VR,15514,CUPRAVIT BLU 35 WG,2.00
VR,15515,,1500.00
VR,15534,PREVINT DUO,255.00
VR,15536,,1484.00
VR,15536,ANTAL,1763.00
VR,15537,,108.00
VR,15537,DELTAGRI,536.00
VR,15543,LUMACHICIDA FER PFnPE,12.00
VR,15546,,102.35
VR,15546,BIATHLON 4D,156.20
VR,15549,,1774.00
VR,15549,PROLECTUS 50 WG,363.00
VR,15550,,758.00
VR,15550,MERLIN FLEXX XTRA,807.00
VR,15553,,538.50
VR,15553,REGALIS PLUS,606.50
VR,15554,PROMANAL NEU,10.00
VR,15556,,25.00
VR,15556,TERVIGO,125.00
VR,15564,BONALAN 600 WG,150.00
VR,15566,,866.00
VR,15566,VISION PLUS,225.00
VR,15567,BELPROIL-A,40.00
VR,15573,PROMESS SL,1.00
VR,15574,,790.00
VR,15574,KARMA 85,2110.00
VR,15581,BARKAN,1.00
VR,15583,,523.00
VR,15583,PIRAT,9.00
VR,15586,TOPNET,84.00
VR,15597,CHECKMATE PUFFER CM,18.30
VR,15598,,595.00
VR,15598,CARPOVIRUSINE EVO 2,1901.00
VR,15610,,4.00
VR,15610,CYPERKILL 50 EC,60.00
VR,15612,,25.65
VR,15612,SEMPRA,62.18
VR,15621,BOTTO 50 EC,3.00
VR,15627,PAPYRUS 400 SC,23.00
VR,15630,,1886.50
VR,15630,CARSON 45% WG,1124.00
VR,15633,REVUS TOP,123.00
VR,15635,,1210.75
VR,15635,ADENGO XTRA,3019.00
VR,15640,,36.00
VR,15653,MULTI,186.00
VR,15654,ACCORD,2452.00
VR,15655,KEETON 25 WG,309.00
VR,15662,LESTRA,0.10
VR,15663,CUPRAVIT 35 WG,1010.00
VR,15664,KORING 25 WG,60.00
VR,15665,,241.00
VR,15665,KEMPO SORBIE,253.40
VR,15668,,9.50
VR,15674,,5.50
VR,15674,AMADEUS TOP,49.70
VR,15678,,2.00
VR,15680,MITHRA 40 SC,69.00
VR,15689,,390.00
VR,15689,DIFENZONE,186.00
VR,15693,LISTEGO,16.00
VR,15710,,866.00
VR,15710,CLINCHER ONE,2000.00
VR,15712,,20.00
VR,15712,SATELITE,23044.00
VR,15713,,0.20
VR,15713,ACAROIL SC,0.20
VR,15713,DIABLO SC,20.80
VR,15715,VIDERYO F,5.00
VR,15718,GRANSTAR TRIO,2.85
VR,15722,,275.00
VR,15722,ARMICARB 85,1700.00
VR,15736,KOPRON 35 WG,1125.00
VR,15741,,400.00
VR,15741,AVADEX FACTOR,550.00
VR,15743,TWINGO,570.00
VR,15744,,17.50
VR,15744,REBOOT,355.00
VR,15748,,1438.00
VR,15748,SYLLIT 544 SC,440.00
VR,15752,,380.00
VR,15752,CIDELY TOP,285.00
VR,15754,SHARPEN 33% EC,711.00
VR,15759,,30.00
VR,15769,,1620.00
VR,15779,ABANTO,9.00
VR,15780,OSSICLOR 50 PB GREEN,40.00
VR,15790,,540.00
VR,15790,AMISTAR TOP,1050.00
VR,15806,,1008.00
VR,15806,ONYX,17.00
VR,15808,CYMBAL FLOW,122.00
VR,15817,GLADIATOR,6.00
VR,15831,,197.00
VR,15831,VACCIPLANT,4.00
VR,15834,,14.00
VR,15834,TRACER 120,12.00
VR,15836,,84.00
VR,15836,RATRON GW,463.00
VR,15837,,9.00
VR,15837,RATRON GL,7.50
VR,15838,,300.00
VR,15838,ROUNDUP ULTRAMAX,550.00
VR,15839,,4.00
VR,15839,MAXCEL 2 SL,8.00
VR,15847,,2.25
VR,15847,MAKURI,2.25
VR,15856,,180.00
VR,15856,AZAKA,16.00
VR,15868,,15.00
VR,15869,,8582.00
VR,15869,OPTIX STAR DISPERSS,5744.00
VR,15870,CLIOPHAR 600 SL,6.20
VR,15876,LEGADO,505.00
VR,15886,,290.00
VR,15886,METAREX INOV,1870.00
VR,15888,AZOX 25 SC,729.00
VR,15890,CURZATE 60 WG,137.20
VR,15893,GIAGUAR SL,0.15
VR,15897,,5.00
VR,15897,ALFIL WG,160.00
VR,15898,FILAL WG,13.25
VR,15898,FILAL WG PFnPE,3.00
VR,15898,FILAL WG PFnPE (venduto fino al 21/,0.50
VR,15900,,9900.00
VR,15900,TRIKA EXPERT,14360.00
VR,15901,,21680.00
VR,15901,ERCOLE,25851.00
VR,15907,,56.00
VR,15907,PRESIDIUM ONE,1901.00
VR,15910,KARAKAS,22.50
VR,15911,,3379.00
VR,15911,SPIROX,3725.00
VR,15915,,331.00
VR,15915,STARANE HD,22.00
VR,15916,CITADEL,0.40
VR,15926,,680.00
VR,15926,MOJANG 600,2147.00
VR,15928,SULGRAN DF PFnPE,3.00
VR,15948,,2309.00
VR,15948,SINSAJO,953.00
VR,15961,RETENGO NEW,128.00
VR,15974,BYZANCE,9.00
VR,15990,,688.20
VR,15990,SCIROCCO 125 EW,530.90
VR,16007,,1757.00
VR,16007,REWARD,550.00
VR,16010,ACRUX 10 WP,2.00
VR,16023,DIMBO 480 SL,225.00
VR,16032,,344.00
VR,16032,RADAR 10 EC,49.00
VR,16033,HEREU SC,125.00
VR,16034,,6.00
VR,16034,DOURO 100 EC,607.00
VR,16035,THEOREM,5.50
VR,16037,MOJANG TX,922.00
VR,16038,,20.00
VR,16038,CABRIO WG,9.00
VR,16041,BATTLE DELTA,11.00
VR,16042,TOSCANA,0.02
VR,16050,RADIANT SC,43.50
VR,16051,,365.00
VR,16051,LENNS,775.00
VR,16054,SINSTAR,11.00
VR,16056,SARACEN,0.75
VR,16064,CREDIT 540,12360.00
VR,16066,,223.50
VR,16066,RADIANT PRO,112.00
VR,16067,,2.00
VR,16068,,10530.00
VR,16068,FOLDER 80 WG,5140.00
VR,16071,MESOZIN 70 WG,48.75
VR,16074,,275.00
VR,16074,GLORIAL 25 EC,2198.00
VR,16076,,517.00
VR,16076,SOLIS,292.00
VR,16083,STIKER FLOW,9.25
VR,16084,,151.50
VR,16084,BREVIS,52.50
VR,16085,,2.25
VR,16086,NEMGUARD GRANULES,25.00
VR,16088,,60.00
VR,16088,NEMADATE,10420.00
VR,16089,BUGUIS,252.00
VR,16092,CICLOPE,672.00
VR,16098,,359.50
VR,16098,NIBER 70 DF,171.75
VR,16099,,4.50
VR,16099,SINIS 70 DF,2.00
VR,16101,TOPAS COMBI LIQUIDO,2188.00
VR,16104,,1.00
VR,16104,ELECTIS TRIO WDG,618.00
VR,16126,FLANCO SC,3.40
VR,16132,,16.00
VR,16132,HELM SURFER PLUS,24.00
VR,16140,ALMADA F,328.00
VR,16142,,69.00
VR,16142,MINECTO ALPHA,52.50
VR,16149,,15.00
VR,16149,BABEL,1.00
VR,16161,,60.00
VR,16161,CENTURY SL,1337.00
VR,16161,CENTURY SL  ENERVIN PRO PACK,12.00
VR,16167,,45.00
VR,16167,MARACANA,235.00
VR,16170,,70.00
VR,16170,TRICUP FLOW,2080.00
VR,16171,,34.80
VR,16171,HADDEN,1.20
VR,16178,,36310.00
VR,16178,FOLIANE 80 WG,250.00
VR,16181,DELTAMIX 25,441.00
VR,16182,CLICK PRO,50.00
VR,16187,TANGO R PLUS,962.00
VR,16191,,129.00
VR,16191,TRIMAXX,408.00
VR,16194,,407.00
VR,16194,ETRAVON PRO,203.00
VR,16197,COPPERFIELD 17 WG,1670.00
VR,16198,EVORAM 15,5000.00
VR,16200,CUPRORAM 35 WG NC,1435.00
VR,16204,,24.00
VR,16204,ALMADA TRIO,300.00
VR,16205,,4030.00
VR,16205,IDROX 20,8994.00
VR,16210,PowerRam Idro 20 HiBio,130.00
VR,16221,,74.50
VR,16221,MADEX TOP,41.30
VR,16224,,795.00
VR,16224,CUPRORAM 37.5 WG,1460.00
VR,16226,,100.00
VR,16227,,5.00
VR,16235,,230.00
VR,16235,KEYFOL WG,160.00
VR,16237,,36.00
VR,16247,CUPROBEL OXY,4010.00
VR,16248,,330.00
VR,16248,FERREX,18.00
VR,16249,CARDINAL 50 WG,85.00
VR,16251,,2736.00
VR,16251,AFFIRM OPTI,5302.00
VR,16252,,10.00
VR,16252,AMISTAR GOLD,40.00
VR,16261,,40.00
VR,16261,BELOUKHA,1693.20
VR,16271,,45.00
VR,16271,FRESCO,1475.00
VR,16273,,1871.00
VR,16273,SIVANTO PRIME,3717.75
VR,16277,,7.00
VR,16277,ALMADA 50 SC,1729.00
VR,16279,ERCOLE GR,2260.00
VR,16282,DIMIX,3.00
VR,16283,QUANTUM R-OK,25.00
VR,16285,,1200.00
VR,16285,KALIMBA,333.00
VR,16287,,337.00
VR,16287,SOLIGOR,498.00
VR,16288,,4099.50
VR,16288,AMPEXIO,384.00
VR,16293,,111.00
VR,16293,PACLOT NEW,36.00
VR,16295,,24.00
VR,16295,RAPAX AS,57.00
VR,16296,,1505.00
VR,16296,PERGADO D,595.00
VR,16299,,1731.00
VR,16305,BONZI,3.00
VR,16312,,99.00
VR,16312,TOMIGAN,29.00
VR,16313,OMNERA   LQM,327.00
VR,16314,,87.00
VR,16314,ZOXIS 250 SC,2076.00
VR,16322,PENNY,4.00
VR,16323,PENDIWIN,131.00
VR,16325,,25666.00
VR,16325,EPIK SL,30425.00
VR,16335,,12789.00
VR,16335,LIETO SC,15075.00
VR,16336,,202.00
VR,16336,DELAN SC,147.00
VR,16354,SHARDIF 250 EC,2320.00
VR,16361,FULL 80 WG,50.00
VR,16362,,500.00
VR,16363,,706.00
VR,16363,SIRTAKI,1401.30
VR,16364,,1915.00
VR,16364,BISMARK,4864.00
VR,16369,,71.00
VR,16369,ORTIVA TOP SC,168.00
VR,16376,PROXIMO,13.00
VR,16379,,1930.00
VR,16379,PREV-AM PLUS,6368.00
VR,16381,CALLICORE,1583.00
VR,16384,,1909.00
VR,16384,ELATUS ERA,42.00
VR,16385,,169.50
VR,16385,ELATUS PLUS,278.25
VR,16395,,38.00
VR,16395,MOHICAN 500 SC,87.00
VR,16396,TEMSA 100,145.00
VR,16399,DELTAM 15 EW HOBBY PFNPE,1.00
VR,16401,KHAPO 80 WG,590.00
VR,16402,,84.00
VR,16402,ENVIROMITE FL,76.25
VR,16410,AVENGER,40.00
VR,16415,,3.40
VR,16415,MADEX TWIN,4.00
VR,16419,BENTADOR,95.00
VR,16422,SPIROSTAR,1130.00
VR,16423,CORDOBA,59.50
VR,16433,,70.00
VR,16433,FLINT RISO,153.00
VR,16438,,786.00
VR,16438,VELUM PRIME,1094.50
VR,16439,CHECKMATE PUFFER LB,257.57
VR,16448,,121.00
VR,16448,NEALTA,233.00
VR,16457,,10025.00
VR,16457,POLTIGLIA 20 WG GREEN,38172.00
VR,16458,OSSICLOR 30 GREEN,20.00
VR,16459,SOLEIL 50 WG,3.00
VR,16461,,1.00
VR,16461,CENTURION 240 NEO,907.00
VR,16470,COLUMBO 08 MG,12.50
VR,16472,,22.00
VR,16474,,11.90
VR,16474,MATSUDA 25 WG,5.90
VR,16477,RIVAL,3.00
VR,16480,,7438.00
VR,16480,3LOGY,4916.00
VR,16481,,1217.30
VR,16481,CALLISTO 480,3.60
VR,16485,,60.00
VR,16485,ROMULAN,231.00
VR,16492,,2221.00
VR,16492,VASCO,1084.00
VR,16500,TRIBAL,2.16
VR,16501,INSTRATA ELITE,7.00
VR,16506,FORZANET 75,210.93
VR,16509,,40.00
VR,16509,IBISCO,359.90
VR,16510,,0.00
VR,16510,ISONET T,1.12
VR,16523,MISTER C,4.98
VR,16527,,138.00
VR,16527,TELLUS WP,65.00
VR,16529,ZERMAT SC,2.00
VR,16532,ROSBAY,22.50
VR,16538,,132.00
VR,16538,KITAMBA,345.00
VR,16543,AuRam Idro 22 HiBio,1730.00
VR,16545,,24890.00
VR,16545,COPRANTOL HI BIO 20,1110.00
VR,16558,,3.50
VR,16558,CARPOVIR,33.00
VR,16562,,26190.00
VR,16562,DELAN PRO,13980.00
VR,16563,,148.00
VR,16564,MEXIRAM TRI HI BIO,2270.00
VR,16565,,44.20
VR,16565,EXECUTIVE GOLD,6.00
VR,16566,KUPPER 20 WG,630.00
VR,16567,,29980.00
VR,16570,,25.00
VR,16570,SENCOR 600 SC,37.00
VR,16572,,0.25
VR,16572,DAKOFAKA,96.39
VR,16573,,116.00
VR,16573,FIGHTER,107.00
VR,16575,TRIMMER 50 WG,0.50
VR,16577,,169.00
VR,16577,U46 COMBI DUO,601.00
VR,16580,,150.00
VR,16580,VIPER ON,635.00
VR,16596,SANIUM SL25 PFnPE,173.55
VR,16598,SANIUM AL PFnPE,167.20
VR,16606,PHYTO SARCAN,1330.00
VR,16607,VEXTAMITRON 700 SC,1180.00
VR,16616,,527.00
VR,16616,VALLEY,1311.00
VR,16624,,96.00
VR,16625,,0.40
VR,16625,MAINSPRING,1.20
VR,16630,NATUREN LIMEX PFnPE,587.20
VR,16632,,156.00
VR,16632,LUNA SENSATION,294.00
VR,16640,MAZA 4% SL,26.00
VR,16641,RINIDI,171.16
VR,16643,,564.00
VR,16643,SUCCESS GR,2832.00
VR,16645,KUDOS,60.00
VR,16654,,5.50
VR,16654,POLYVERSUM,74.90
VR,16654,POLYVERSUM PFnPE,0.10
VR,16657,,1415.00
VR,16657,CENTURY PRO,7910.00
VR,16658,,448.00
VR,16658,DAGONIS,1828.00
VR,16660,,1218.00
VR,16660,ACTLET C,2010.00
VR,16663,,288.00
VR,16663,ACTLET F,894.00
VR,16667,,4599.00
VR,16667,REVOLUTION,7339.00
VR,16690,,3109.75
VR,16690,KESTREL,4248.50
VR,16694,,125.00
VR,16694,CHANON,385.00
VR,16699,RIMURON,5.70
VR,16701,,25.80
VR,16701,PLAZA,41.30
VR,16732,,113.00
VR,16732,TUSAL,40.00
VR,16734,T34 BIOCONTROL,44.00
VR,16735,,4.20
VR,16735,LOBETEC,0.04
VR,16742,NEMGUARD SC,35.00
VR,16744,JOYSTICK,1.40
VR,16751,,45.00
VR,16751,REQUIEM prime,390.00
VR,16754,SIMBA,74.00
VR,16756,SUDOKU ULTRA OD,5.00
VR,16763,,245.00
VR,16767,MISSITO,40.00
VR,16772,AMYLO X LC,97.00
VR,16774,,0.78
VR,16776,,1345.50
VR,16776,ASSET FIVE,1985.07
VR,16779,,18.00
VR,16779,TONALE,4712.00
VR,16780,,215.00
VR,16780,SERENADE ASO,3860.00
VR,16783,,5448.00
VR,16783,NICARAGUA,1.00
VR,16784,CUPROBEL TRI,4410.00
VR,16785,GOLDWIND,3.40
VR,16787,,16614.00
VR,16787,CLINIC ST,5453.00
VR,16789,,70.00
VR,16789,TESSIOR,40.00
VR,16790,,530.00
VR,16790,NORDOX ENERGY,1408.00
VR,16792,PROFILE PLUS,136.50
VR,16793,NIMBUS 250 EC,4.00
VR,16797,DEMETRINA 25 EC,58.00
VR,16799,ALEXIN 75 LS,5.00
VR,16802,,146.00
VR,16802,ZYPAR,2263.00
VR,16803,,364.00
VR,16803,BENTA 480 SL,55.00
VR,16813,,42.90
VR,16816,,381.00
VR,16816,EXALT 25 SC,1071.00
VR,16818,FLUAZINOVA PLUS,2200.00
VR,16819,NATUR BREAKER,229.00
VR,16820,,6.00
VR,16820,VALIANT FLASH,4434.00
VR,16828,,125.00
VR,16828,MAKURI MAX,174.00
VR,16830,FANDANGO 360 TF,2025.00
VR,16831,GLIFENE BIOGRADE,9690.50
VR,16832,MARKATE PLUS 100 CS,70.00
VR,16833,PANTOX 360 SUPER,3820.00
VR,16835,,22.00
VR,16835,RAVANE PLUS 100 CS,113.25
VR,16836,STALLION IT SYNC,1433.00
VR,16837,CONTOR,14.10
VR,16841,,22660.00
VR,16842,CUPRAVIT BIO ADVANCED,5511.00
VR,16843,,18880.00
VR,16843,COPPERLAND NEW,1250.00
VR,16846,,352.50
VR,16846,VESTICOR,681.60
VR,16857,SHORTTRACK,9.00
VR,16858,,12.00
VR,16858,KENJA,104.00
VR,16867,,1388.00
VR,16867,GLISTER STAR,9522.00
VR,16868,,4.00
VR,16870,DISCO,177.00
VR,16882,,40.00
VR,16882,PROPULSE,6.00
VR,16886,,87.00
VR,16886,CLOSER,371.00
VR,16886,CLOSER PFnPE,0.52
VR,16889,ELECTIS ZR WDG,240.00
VR,16890,WEEDMASTER 540,70.00
VR,16895,,32.85
VR,16895,ZORVEC ENICADE,22.95
VR,16896,,58.80
VR,16896,ZORVEC ZELAVIN,2.60
VR,16897,KATOUN GOLD,30.00
VR,16901,BELOUKHA GARDEN,12.40
VR,16902,,167.00
VR,16902,AVIATOR XPRO,300.00
VR,16904,,183.00
VR,16904,KIDEKA 100 SC,112.00
VR,16906,,10.00
VR,16916,,101.00
VR,16916,BUGGY G,7.00
VR,16917,LOGRADO PLUS,7939.00
VR,16921,PROBEL 1.8,301.00
VR,16922,,240.00
VR,16922,ABINE,60.00
VR,16925,WISH TOP,113.00
VR,16939,,262.00
VR,16939,SARUMO,1167.00
VR,16945,,346.00
VR,16945,SERCADIS,993.20
VR,16947,,50.00
VR,16947,BRIONFLO 100 SC,8.00
VR,16950,,189.00
VR,16950,MANAMID 100 SC,879.00
VR,16951,,210.00
VR,16951,ESQUIVE WP,210.00
VR,16952,DIRIMAL,100.00
VR,16957,,1991.00
VR,16957,ZORVEC VINABRIA,4030.00
VR,16960,ACTLET EVO,500.00
VR,16961,,27620.00
VR,16961,BENSEC TF,16850.00
VR,16963,,2.75
VR,16963,AVENOX 240,73.75
VR,16968,,635.00
VR,16968,PENDINOVA,51.00
VR,16976,,7105.00
VR,16976,VITIKAPPA,2248.00
VR,16976,VITIKAPPA PFnPE,12.00
VR,16988,,1720.00
VR,16992,SPARROW,6.00
VR,17003,,821.00
VR,17005,CLOMATE,468.00
VR,17006,MONCUT,345.00
VR,17007,ERADICOAT,415.00
VR,17010,TIXAL TRI,450.00
VR,17014,,127.50
VR,17014,DELEGATE WDG,210.00
VR,17016,TRACE 240,10.50
VR,17020,NORIOS,6.00
VR,17023,RIVIERA R WG,140.00
VR,17026,,1325.00
VR,17038,,357.00
VR,17038,TUAREG NEW,3789.00
VR,17058,,392.00
VR,17058,ROMEO,510.00
VR,17059,VINTEC,10.40
VR,17060,DERBY,50.00
VR,17065,KAURITIL ULTRA WG,1420.00
VR,17066,,52.00
VR,17066,PRAXIM,45.00
VR,17071,PELER,20.00
VR,17075,,168.75
VR,17075,MOVIDA,6.27
VR,17076,,1065.00
VR,17076,GAZELLE,892.00
VR,17078,,9356.00
VR,17078,QUANTUM L,5227.00
VR,17079,,20.00
VR,17079,FORCE EVO,4170.00
